title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Mr. & Mrs. Smith  ,2005,PG-13,120," Action, Comedy, Crime            ",6.5,0,    Doug Liman  ,      Brad Pitt,   Angelina Jolie,   Adam Brody,   Vince Vaughn  ,452751,186340000
    Ocean' s Twelve  ,2004,PG-13,125," Crime, Thriller            ",6.5,0,    Steven Soder ergh  ,      George Clooney,   Brad Pitt,   Julia Ro erts,   Catherine Zeta-Jones  ,361412,125540000
    Cellular  ,2004,PG-13,94," Action, Crime, Thriller            ",6.5,0,    David R. Ellis  ,      Kim Basinger,   Chris Evans,   Jason Statham,   William H. Macy  ,93712,32000000
    Out of Time  ,2003,PG-13,105," Crime, Drama, Mystery            ",6.5,63,    Carl Franklin  ,      Denzel Washington,   Sanaa Lathan,   Eva Mendes,   Dean Cain  ,57378,40910000
    Mean Machine  ,2001,R,99," Comedy, Crime, Drama            ",6.5,0,    Barry Skolnick  ,      Vinnie Jones,   David Kelly,   David Hemmings,   Ralph Brown  ,35996,90000
    Ned Kelly  ,2003,R,110," Action, Adventure, Biography            ",6.5,0,    Gregor Jordan  ,      Heath Ledger,   Orlando Bloom,   Geoffrey Rush,   Naomi Watts  ,25998,70000
    Basic  ,2003,R,98," Action, Crime, Drama            ",6.5,0,    John McTiernan  ,      John Travolta,   Samuel L. Jackson,   Connie Nielsen,   Tim Daly  ,59611,26540000
    Heist  ,2001,R,109," Action, Crime, Drama            ",6.5,66,    David Mamet  ,      Gene Hackman,   Re ecca Pidgeon,   Danny DeVito,   Delroy Lindo  ,33616,50000
    Swordfish  ,2001,R,99," Action, Crime, Thriller            ",6.5,0,    Dominic Sena  ,      John Travolta,   Hugh Jackman,   Halle Berry,   Don Cheadle  ,176674,69770000
    Bandits  ,2001,PG-13,123," Comedy, Crime, Drama            ",6.5,0,    Barry Levinson  ,      Bruce Willis,   Billy Bo  Thornton,   Cate Blanchett,   Troy Garity  ,65594,41580000
    Awake  ,2007,R,84," Crime, Drama, Mystery            ",6.5,0,    Jo y Harold  ,      Hayden Christensen,   Jessica Al a,   Terrence Howard,   Lena Olin  ,72685,14380000
    Gone in 60 Seconds  ,2000,PG-13,118," Action, Crime, Thriller            ",6.5,0,    Dominic Sena  ,      Nicolas Cage,   Angelina Jolie,   Giovanni Ri isi,   T.J. Cross  ,261656,101650000
    Taxi 2  ,2000,Not Rated,88," Action, Comedy, Crime            ",6.5,0,    Grard Krawczyk  ,      Samy Naceri,   Frdric Diefenthal,   Emma Wiklund,   Marion Cotillard  ,51464,730000
    Batman: The Killing Joke  ,2016,R,76," Animation, Action, Crime            ",6.4,0,    Sam Liu  ,      Kevin Conroy,   Mark Hamill,   Tara Strong,   Ray Wise  ,50163,3780000
    Shaft  ,2019,R,111," Action, Comedy, Crime            ",6.4,0,    Tim Story  ,      Samuel L. Jackson,   Jessie T. Usher,   Richard Roundtree,   Regina Hall  ,45634,21360000
    Free Fire  ,2016,R,91," Action, Comedy, Crime            ",6.4,63,    Ben Wheatley  ,      Sharlto Copley,   Brie Larson,   Armie Hammer,   Cillian Murphy  ,42593,1800000
    Blood Father  ,2016,R,88," Action, Crime, Drama            ",6.4,66,    Jean-Franois Richet  ,      Mel Gi son,   Erin Moriarty,   Diego Luna,   Michael Parks  ,60088,0
    Son of a Gun  ,2014,R,108," Action, Crime, Drama            ",6.4,0,    Julius Avery  ,      Ewan McGregor,   Brenton Thwaites,   Alicia Vikander,   Brendan Kerkvliet  ,26625,0
    Live  y Night  ,2016,R,129," Action, Crime, Drama            ",6.4,0,    Ben Affleck  ,      Ben Affleck,   Elle Fanning,   Brendan Gleeson,   Chris Messina  ,52517,10380000
    The Rover  ,2014,R,103," Action, Crime, Drama            ",6.4,64,    David Michd  ,      Guy Pearce,   Ro ert Pattinson,   Scoot McNairy,   David Field  ,45088,1110000
    Muppets Most Wanted  ,2014,PG,107," Adventure, Comedy, Crime            ",6.4,61,    James Bo in  ,      Ricky Gervais,   Ty Burrell,   Tina Fey,   Steve Whitmire  ,31966,51180000
    The Frozen Ground  ,2013,R,105," Crime, Thriller            ",6.4,0,    Scott Walker  ,      Nicolas Cage,   Vanessa Hudgens,   John Cusack,   Dean Norris  ,58926,0
    Pain & Gain  ,2013,R,129," Action, Comedy, Crime            ",6.4,0,    Michael Bay  ,      Mark Wahl erg,   Dwayne Johnson,   Anthony Mackie,   Tony Shalhou   ,201938,49880000
    Compliance  ,2012,R,90," Crime, Drama, Thriller            ",6.4,68,    Craig Zo el  ,      Ann Dowd,   Dreama Walker,   Pat Healy,   Bill Camp  ,31754,320000
    Let' s Be Cops  ,2014,R,104," Action, Comedy, Crime            ",6.4,0,    Luke Greenfield  ,      Jake Johnson,   Damon Wayans Jr.,   Ro  Riggle,   Nina Do rev  ,127679,82390000
    Kill List  ,2011,Not Rated,95," Action, Crime, Horror            ",6.4,67,    Ben Wheatley  ,      Neil Maskell,   MyAnna Buring,   Harry Simpson,   Michael Smiley  ,36956,30000
    The Voices  ,2014,R,103," Comedy, Crime, Fantasy            ",6.4,0,    Marjane Satrapi  ,      Ryan Reynolds,   Gemma Arterton,   Anna Kendrick,   Jacki Weaver  ,53648,0
    Flypaper  ,2011,Not Rated,87," Comedy, Crime, Mystery            ",6.4,0,    Ro  Minkoff  ,      Patrick Dempsey,   Ashley Judd,   Tim Blake Nelson,   Mekhi Phifer  ,31813,0
    Triple Frontier  ,2019,R,125," Action, Adventure, Crime            ",6.4,61,    J.C. Chandor  ,      Ben Affleck,   Oscar Isaac,   Charlie Hunnam,   Garrett Hedlund  ,109622,0
    The Raven  ,2012,R,110," Crime, Mystery, Thriller            ",6.4,0,    James McTeigue  ,      John Cusack,   Alice Eve,   Luke Evans,   Brendan Gleeson  ,82546,16010000
    Killer Elite  ,2011,R,116," Action, Crime, Thriller            ",6.4,0,    Gary McKendry  ,      Jason Statham,   Clive Owen,   Ro ert De Niro,   Dominic Purcell  ,124298,25120000
    Faster  ,2010,R,98," Action, Crime, Drama            ",6.4,0,    George Tillman Jr.  ,      Dwayne Johnson,   Billy Bo  Thornton,   Maggie Grace,   Mauricio Lopez  ,101290,23240000
    Solace  ,2015,R,101," Crime, Drama, Mystery            ",6.4,0,    Afonso Poyart  ,      Anthony Hopkins,   Jeffrey Dean Morgan,   A  ie Cornish,   Colin Farrell  ,56785,0
    Leaves of Grass  ,2009,R,105," Comedy, Crime, Drama            ",6.4,0,    Tim Blake Nelson  ,      Edward Norton,   Keri Russell,   Henry Max Nelson,   Lucy DeVito  ,26495,70000
    Death Wish  ,2018,R,107," Action, Crime, Drama            ",6.4,0,    Eli Roth  ,         Bruce Willis,  Vincent D    Onofrio,     Elisa eth Shue,     Camila Morrone    ,64432,34020000
    The Informant!  ,2009,R,108," Biography, Comedy, Crime            ",6.4,66,    Steven Soder ergh  ,      Matt Damon,   Tony Hale,   Patton Oswalt,   Lucas McHugh Carroll  ,63083,33310000
    The Taking of Pelham 123  ,2009,R,106," Action, Crime, Thriller            ",6.4,0,    Tony Scott  ,      Denzel Washington,   John Travolta,   Luis Guzmn,   Victor Gojcaj  ,187160,65450000
    The Collector  ,2009,R,90," Action, Crime, Horror            ",6.4,0,    Marcus Dunstan  ,      Josh Stewart,   Andrea Roth,   Juan Fernndez,   William Prael  ,59037,7710000
    The Num er 23  ,2007,R,98," Crime, Mystery, Thriller            ",6.4,0,    Joel Schumacher  ,      Jim Carrey,   Virginia Madsen,   Logan Lerman,   Danny Huston  ,193873,35190000
    Hoodwinked  ,2005,PG,80," Animation, Comedy, Crime            ",6.4,0,    Cory Edwards   ,    Anne Hathaway,   Glenn Close,   Patrick War urton,     ,56799,51390000
    The Longest Yard  ,2005,PG-13,113," Comedy, Crime, Sport            ",6.4,0,    Peter Segal  ,      Adam Sandler,   Burt Reynolds,   Chris Rock,   Nelly  ,163533,158120000
    The Interpreter  ,2005,PG-13,128," Crime, Mystery, Thriller            ",6.4,62,    Sydney Pollack  ,      Nicole Kidman,   Sean Penn,   Catherine Keener,   Jesper Christensen  ,98147,72710000
    Revolver  ,2005,R,111," Action, Crime, Drama            ",6.4,0,    Guy Ritchie  ,      Jason Statham,   Ray Liotta,   Andr 3000,   Vincent Pastore  ,90243,80000
    The Punisher  ,2004,R,124," Action, Crime, Drama            ",6.4,0,    Jonathan Hensleigh  ,      Thomas Jane,   John Travolta,   Samantha Mathis,   Laura Harring  ,150233,33680000
    Blood Work  ,2002,R,110," Action, Crime, Drama            ",6.4,64,    Clint Eastwood  ,      Clint Eastwood,   Jeff Daniels,   Anjelica Huston,   Wanda De Jesus  ,42300,26200000
    Mindhunters  ,2004,R,106," Crime, Horror, Thriller            ",6.4,0,    Renny Harlin  ,      Val Kilmer,   LL Cool J,   Christian Slater,   Eion Bailey  ,58169,4480000
    Once Upon a Time in Mexico  ,2003,R,102," Action, Crime, Thriller            ",6.4,0,    Ro ert Rodriguez  ,      Antonio Banderas,   Salma Hayek,   Johnny Depp,   Willem Dafoe  ,154294,56360000
    Death to Smoochy  ,2002,R,109," Comedy, Crime, Drama            ",6.4,0,    Danny DeVito  ,      Ro in Williams,   Edward Norton,   Catherine Keener,   Danny DeVito  ,38825,8360000
    High Crimes  ,2002,PG-13,115," Crime, Drama, Mystery            ",6.4,0,    Carl Franklin  ,      Jim Caviezel,   Morgan Freeman,   Ashley Judd,   Adam Scott  ,39550,41540000
1922,2017,TV-MA,102," Crime, Drama, Horror            ",6.3,70,    Zak Hilditch  ,      Thomas Jane,   Molly Parker,   Dylan Schmid,   Kaitlyn Bernard  ,54099,0
    The Laundromat  ,2019,R,95," Comedy, Crime, Drama            ",6.3,0,    Steven Soder ergh  ,      Gary Oldman,   Antonio Banderas,   AJ Meijer,   Arsenio Castellanos  ,44774,0
    Hustlers  ,2019,R,110," Comedy, Crime, Drama            ",6.3,79,    Lorene Scafaria  ,      Constance Wu,   Jennifer Lopez,   Julia Stiles,   Mette Towley  ,85272,80550000
    Polar  ,2019,TV-MA,118," Action, Crime, Drama            ",6.3,0,    Jonas kerlund  ,      Mads Mikkelsen,   Vanessa Hudgens,   Katheryn Winnick,   Fei Ren  ,76697,0
    Keanu  ,2016,R,100," Action, Comedy, Crime            ",6.3,63,    Peter Atencio  ,      Keegan-Michael Key,   Jordan Peele,   Tiffany Haddish,   Method Man  ,45856,20570000
    Cop Car  ,2015,R,88," Crime, Thriller            ",6.3,66,    Jon Watts  ,      Kevin Bacon,   James Freedson-Jackson,   Hays Wellford,   Shea Whigham  ,30600,130000
    The Family  ,2013,R,111," Comedy, Crime, Thriller            ",6.3,0,    Luc Besson  ,         Ro ert De Niro,     Michelle Pfeiffer,     Dianna Agron,  John D    Leo ,111187,36920000
    The Take  ,2016,R,92," Action, Crime, Drama            ",6.3,0,    James Watkins  ,      Idris El a,   Richard Madden,   Charlotte Le Bon,   Kelly Reilly  ,39041,40000
    True Story  ,2015,R,99," Biography, Crime, Drama            ",6.3,0,    Rupert Goold  ,      James Franco,   Jonah Hill,   Felicity Jones,   Maria Dizzia  ,64400,4720000
    Horri le Bosses 2  ,2014,R,108," Comedy, Crime            ",6.3,0,    Sean Anders  ,      Jason Bateman,   Jason Sudeikis,   Charlie Day,   Jennifer Aniston  ,159418,54450000
    Secret in Their Eyes  ,2015,PG-13,111," Crime, Drama, Mystery            ",6.3,0,    Billy Ray  ,      Chiwetel Ejiofor,   Nicole Kidman,   Julia Ro erts,   Dean Norris  ,44293,20180000
    Triple 9  ,2016,R,115," Action, Crime, Thriller            ",6.3,0,    John Hillcoat  ,      Casey Affleck,   Chiwetel Ejiofor,   Anthony Mackie,   Aaron Paul  ,67471,12630000
    Deadfall  ,2012,R,95," Crime, Drama, Thriller            ",6.3,0,    Stefan Ruzowitzky  ,      Eric Bana,   Olivia Wilde,   Charlie Hunnam,   Sissy Spacek  ,38176,70000
    Central Intelligence  ,2016,PG-13,107," Action, Comedy, Crime            ",6.3,0,    Rawson Marshall Thur er  ,      Dwayne Johnson,   Kevin Hart,   Danielle Nicolet,   Amy Ryan  ,161079,127440000
    The American  ,2010,R,105," Crime, Drama, Thriller            ",6.3,61,    Anton Cor ijn  ,      George Clooney,   Paolo Bonacelli,   Violante Placido,   Irina Bjrklund  ,92100,35610000
    The Boondock Saints II: All Saints Day  ,2009,R,118," Action, Crime, Thriller            ",6.3,0,    Troy Duffy  ,      Sean Patrick Flanery,   Norman Reedus,   Billy Connolly,   Clifton Collins Jr.  ,61673,10270000
    Date Night  ,2010,PG-13,88," Comedy, Crime, Romance            ",6.3,0,    Shawn Levy  ,      Steve Carell,   Tina Fey,   Mark Wahl erg,   Taraji P. Henson  ,153109,98710000
    Ghost in the Shell  ,2017,PG-13,107," Action, Crime, Drama            ",6.3,0,    Rupert Sanders  ,      Scarlett Johansson,   Pilou As k,   Takeshi Kitano,   Juliette Binoche  ,197702,40560000
    All Good Things  ,2010,R,101," Crime, Drama, Mystery            ",6.3,0,    Andrew Jarecki  ,      Ryan Gosling,   Kirsten Dunst,   Frank Langella,   Lily Ra e  ,53098,580000
    The Little Things  ,2021,R,128," Crime, Drama, Thriller            ",6.3,0,    John Lee Hancock  ,      Denzel Washington,   Rami Malek,   Jared Leto,   Chris Bauer  ,46425,0
    The Losers  ,2010,PG-13,97," Action, Adventure, Crime            ",6.3,0,    Sylvain White  ,      Idris El a,   Zoe Saldana,   Jeffrey Dean Morgan,   Chris Evans  ,92136,23580000
    Hitman  ,2007,R,100," Action, Crime, Thriller            ",6.3,0,    Xavier Gens  ,      Timothy Olyphant,   Dougray Scott,   Olga Kurylenko,   Ro ert Knepper  ,161379,39690000
    Two for the Money  ,2005,R,122," Crime, Drama, Sport            ",6.3,0,    D.J. Caruso  ,      Matthew McConaughey,   Al Pacino,   Rene Russo,   Armand Assante  ,43574,22860000
    Assault on Precinct 13  ,2005,R,109," Action, Crime, Drama            ",6.3,0,    Jean-Franois Richet  ,      Ethan Hawke,   Laurence Fish urne,   Ga riel Byrne,   Maria Bello  ,73619,19980000
    The Producers  ,2005,PG-13,134," Comedy, Crime, Musical            ",6.3,0,    Susan Stroman  ,      Nathan Lane,   Matthew Broderick,   Uma Thurman,   Will Ferrell  ,41118,19380000
    Transporter 2  ,2005,PG-13,87," Action, Crime, Thriller            ",6.3,0,    Louis Leterrier  ,      Jason Statham,   Am er Valletta,   Kate Nauta,   Alessandro Gassmann  ,192232,43100000
    After the Sunset  ,2004,PG-13,97," Action, Comedy, Crime            ",6.3,0,    Brett Ratner  ,      Pierce Brosnan,   Salma Hayek,   Woody Harrelson,   Don Cheadle  ,44894,28330000
    Taking Lives  ,2004,R,103," Crime, Mystery, Thriller            ",6.3,0,    D.J. Caruso  ,      Angelina Jolie,   Ethan Hawke,   Kiefer Sutherland,   Gena Rowlands  ,82174,32680000
    Walking Tall  ,2004,PG-13,86," Action, Crime            ",6.3,0,    Kevin Bray  ,      Dwayne Johnson,   Ashley Scott,   Johnny Knoxville,   Michael Bowen  ,71131,45860000
    Formula 51  ,2001,R,93," Action, Comedy, Crime            ",6.3,0,    Ronny Yu  ,      Samuel L. Jackson,   Ro ert Carlyle,   Emily Mortimer,   Nigel Whitmey  ,47755,5200000
    Miss Congeniality  ,2000,PG-13,109," Action, Comedy, Crime            ",6.3,0,    Donald Petrie  ,      Sandra Bullock,   Michael Caine,   Benjamin Bratt,   Candice Bergen  ,189338,106810000
    Osmosis Jones  ,2001,PG,95," Animation, Action, Adventure            ",6.3,0,    Bo  y Farrelly   ,       Laurence Fish urne,   Chris Rock,   David Hyde Pierce,   Brandy Norwood    ,32513,13600000
    I Care a Lot  ,2020,R,118," Comedy, Crime, Thriller            ",6.2,66,    J Blakeson  ,      Rosamund Pike,   Peter Dinklage,   Eiza Gonzlez,   Dianne Wiest  ,67683,0
    Spenser Confidential  ,2020,R,111," Action, Comedy, Crime            ",6.2,0,    Peter Berg  ,      Mark Wahl erg,   Winston Duke,   Alan Arkin,   Iliza Shlesinger  ,71622,0
    In the Shadow of the Moon  ,2019,TV-MA,115," Crime, Mystery, Sci-Fi            ",6.2,0,    Jim Mickle  ,      Boyd Hol rook,   Cleopatra Coleman,   Bokeem Wood ine,   Michael C. Hall  ,42367,0
    Stu er  ,2019,R,93," Action, Comedy, Crime            ",6.2,0,    Michael Dowse  ,      Dave Bautista,   Kumail Nanjiani,   Mira Sorvino,   Natalie Morales  ,41143,22370000
    Destroyer  ,2018,R,121," Action, Crime, Drama            ",6.2,62,    Karyn Kusama  ,      Nicole Kidman,   To y Ke  ell,   Tatiana Maslany,   Se astian Stan  ,25487,1530000
    Cold Pursuit  ,2019,R,119," Action, Crime, Drama            ",6.2,0,    Hans Petter Moland  ,      Liam Neeson,   Laura Dern,   Michel Richardson,   Michael Eklund  ,58372,32140000
    The Brothers Grims y  ,2016,R,83," Action, Adventure, Comedy            ",6.2,0,    Louis Leterrier  ,      Sacha Baron Cohen,   Mark Strong,   Re el Wilson,   Freddie Crowder  ,93927,6860000
    Inferno  ,2016,PG-13,121," Action, Adventure, Crime            ",6.2,0,    Ron Howard  ,      Tom Hanks,   Felicity Jones,   Irrfan Khan,   Ben Foster  ,161268,34340000
    Dom Hemingway  ,2013,R,93," Comedy, Crime, Drama            ",6.2,0,    Richard Shepard  ,      Jude Law,   Richard E. Grant,   Demin Bichir,   Emilia Clarke  ,25778,520000
    Dark Places  ,2015,R,113," Crime, Drama, Mystery            ",6.2,0,    Gilles Paquet-Brenner  ,      Charlize Theron,   Nicholas Hoult,   Christina Hendricks,   Chlo Grace Moretz  ,42386,0
    Deliver Us from Evil  ,2014,R,118," Action, Biography, Crime            ",6.2,0,    Scott Derrickson  ,      Eric Bana,   Edgar Ramrez,   Olivia Munn,   Chris Coy  ,71859,30580000
    Parker  ,2013,R,118," Action, Crime, Thriller            ",6.2,0,    Taylor Hackford  ,      Jason Statham,   Jennifer Lopez,   Michael Chiklis,   Nick Nolte  ,114759,17620000
    Redemption  ,2013,R,100," Action, Crime, Drama            ",6.2,0,    Steven Knight  ,      Jason Statham,   Agata Buzek,   Vicky McClure,   Benedict Wong  ,66862,30000
    The Fifth Estate  ,2013,R,128," Biography, Crime, Drama            ",6.2,0,    Bill Condon  ,      Benedict Cum er atch,   Daniel Brhl,   Carice van Houten,   Alicia Vikander  ,39043,3250000
    Killing Them Softly  ,2012,R,97," Crime, Drama, Thriller            ",6.2,64,    Andrew Dominik  ,      Brad Pitt,   Ray Liotta,   Richard Jenkins,   Scoot McNairy  ,134573,15030000
    A Lonely Place to Die  ,2011,R,99," Action, Adventure, Crime            ",6.2,0,    Julian Gil ey  ,      Alec Newman,   Ed Speleers,   Melissa George,   Kate Magowan  ,27695,0
    Ride Along  ,2014,PG-13,99," Action, Comedy, Crime            ",6.2,0,    Tim Story  ,      Ice Cu e,   Kevin Hart,   Tika Sumpter,   John Leguizamo  ,104045,134940000
    Blitz  ,2011,R,97," Action, Crime, Thriller            ",6.2,0,    Elliott Lester  ,      Jason Statham,   Paddy Considine,   Aidan Gillen,   Zawe Ashton  ,82332,0
    Broken City  ,2013,R,109," Action, Crime, Drama            ",6.2,0,    Allen Hughes  ,      Mark Wahl erg,   Russell Crowe,   Catherine Zeta-Jones,   Jeffrey Wright  ,76592,19700000
    Seeking Justice  ,2011,R,105," Action, Crime, Drama            ",6.2,0,    Roger Donaldson  ,      Nicolas Cage,   January Jones,   Guy Pearce,   Harold Perrineau  ,44713,40000
    London Boulevard  ,2010,R,103," Crime, Drama            ",6.2,0,    William Monahan  ,      Colin Farrell,   Keira Knightley,   Ray Winstone,   David Thewlis  ,46613,10000
    Takers  ,2010,PG-13,107," Action, Crime, Thriller            ",6.2,0,    John Luessenhop  ,      Chris Brown,   Hayden Christensen,   Matt Dillon,   Michael Ealy  ,58320,57740000
    Crank: High Voltage  ,2009,R,96," Action, Crime, Thriller            ",6.2,0,    Mark Neveldine   ,       Jason Statham,   Amy Smart,   Clifton Collins Jr.,   Dwight Yoakam    ,141290,13630000
    Lions for Lam s  ,2007,R,92," Crime, Drama, Mystery            ",6.2,0,    Ro ert Redford  ,      Tom Cruise,   Meryl Streep,   Ro ert Redford,   Michael Pea  ,47578,15000000
    Untracea le  ,2008,R,101," Crime, Mystery, Thriller            ",6.2,0,    Gregory Ho lit  ,      Diane Lane,   Colin Hanks,   Joseph Cross,   Billy Burke  ,47680,28690000
    Red State  ,2011,R,88," Action, Crime, Horror            ",6.2,0,    Kevin Smith  ,      Michael Parks,   Melissa Leo,   John Goodman,   Michael Angarano  ,62247,1100000
    War  ,2007,R,103," Action, Crime, Thriller            ",6.2,0,    Philip G. Atwell  ,      Jet Li,   Jason Statham,   Nadine Velazquez,   John Lone  ,85877,22490000
    Saw III  ,2006,R,108," Crime, Horror, Mystery            ",6.2,0,    Darren Lynn Bousman  ,      To in Bell,   Shawnee Smith,   Angus Macfadyen,   Bahar Soomekh  ,179189,80240000
