title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Dodge all: A True Underdog Story  ,2004,PG-13,92," Comedy, Sport            ",6.7,0,    Rawson Marshall Thur er  ,      Ben Stiller,   Christine Taylor,   Vince Vaughn,   Rip Torn  ,230361,114330000
    Blood and Bone  ,2009,R,93," Action, Crime, Drama            ",6.7,0,    Ben Ramsey  ,      Michael Jai White,   Julian Sands,   Eamonn Walker,   Dante Basco  ,31437,0
    Hidalgo  ,2004,PG-13,136," Action, Adventure, Biography            ",6.7,0,    Joe Johnston  ,      Viggo Mortensen,   Omar Sharif,   Zuleikha Ro inson,   Louise Lom ard  ,77581,67290000
    The Legend of Bagger Vance  ,2000,PG-13,126," Drama, Fantasy, Sport            ",6.7,0,    Ro ert Redford  ,      Will Smith,   Matt Damon,   Charlize Theron,   Bruce McGill  ,53833,30700000
    Never Back Down  ,2008,PG-13,113," Action, Drama, Sport            ",6.6,0,    Jeff Wadlow  ,      Sean Faris,   Djimon Hounsou,   Am er Heard,   Cam Gigandet  ,96295,24850000
"    Run, Fat Boy, Run  ",2007,PG-13,100," Comedy, Romance, Sport            ",6.6,0,    David Schwimmer  ,      Simon Pegg,   Thandie Newton,   Hank Azaria,   Dylan Moran  ,65779,6000000
    Talladega Nights: The Ballad of Ricky Bo  y  ,2006,PG-13,108," Comedy, Sport            ",6.6,66,    Adam McKay  ,      Will Ferrell,   John C. Reilly,   Sacha Baron Cohen,   Gary Cole  ,168600,148210000
    Bend It Like Beckham  ,2002,PG-13,112," Comedy, Drama, Romance            ",6.6,66,    Gurinder Chadha  ,      Parminder Nagra,   Keira Knightley,   Jonathan Rhys Meyers,   Anupam Kher  ,104732,32540000
    The Replacements  ,2000,PG-13,118," Comedy, Sport            ",6.6,0,    Howard Deutch  ,      Keanu Reeves,   Gene Hackman,   Brooke Langton,   Orlando Jones  ,58670,44740000
    Mean Machine  ,2001,R,99," Comedy, Crime, Drama            ",6.5,0,    Barry Skolnick  ,      Vinnie Jones,   David Kelly,   David Hemmings,   Ralph Brown  ,35996,90000
    Tur o  ,2013,PG,96," Animation, Adventure, Comedy            ",6.4,0,    David Soren  ,      Ryan Reynolds,   Paul Giamatti,   Maya Rudolph,   Samuel L. Jackson  ,85513,83030000
    Grudge Match  ,2013,PG-13,113," Comedy, Drama, Sport            ",6.4,0,    Peter Segal  ,      Ro ert De Niro,   Sylvester Stallone,   Kim Basinger,   Alan Arkin  ,57995,29810000
    Here Comes the Boom  ,2012,PG,105," Action, Comedy, Sport            ",6.4,0,    Frank Coraci  ,      Kevin James,   Salma Hayek,   Henry Winkler,   Greg Germann  ,86429,45290000
    17 Again  ,2009,PG-13,102," Comedy, Drama, Fantasy            ",6.4,0,    Burr Steers  ,      Zac Efron,   Matthew Perry,   Leslie Mann,   Thomas Lennon  ,182361,64170000
    Stick It  ,2006,PG-13,103," Comedy, Drama, Sport            ",6.4,0,    Jessica Bendinger  ,      Missy Peregrym,   Jeff Bridges,   Vanessa Lengies,   Nikki SooHoo  ,26638,26870000
    The Longest Yard  ,2005,PG-13,113," Comedy, Crime, Sport            ",6.4,0,    Peter Segal  ,      Adam Sandler,   Burt Reynolds,   Chris Rock,   Nelly  ,163535,158120000
    Hard all  ,2001,PG-13,106," Drama, Sport            ",6.4,0,    Brian Ro  ins  ,      Keanu Reeves,   Diane Lane,   John Hawkes,   Bryan Hearne  ,28420,40220000
    She' s the Man  ,2006,PG-13,105," Comedy, Romance, Sport            ",6.3,0,    Andy Fickman  ,      Amanda Bynes,   Laura Ramsey,   Channing Tatum,   Vinnie Jones  ,146473,2340000
    Blades of Glory  ,2007,PG-13,93," Comedy, Sport            ",6.3,64,    Josh Gordon   ,       Will Ferrell,   Jon Heder,   Amy Poehler,   Will Arnett    ,158766,118590000
    Two for the Money  ,2005,R,122," Crime, Drama, Sport            ",6.3,0,    D.J. Caruso  ,      Matthew McConaughey,   Al Pacino,   Rene Russo,   Armand Assante  ,43574,22860000
    Wim ledon  ,2004,PG-13,98," Comedy, Romance, Sport            ",6.3,0,    Richard Loncraine  ,      Kirsten Dunst,   Paul Bettany,   Jon Favreau,   Sam Neill  ,60371,17000000
    The Karate Kid  ,2010,PG,140," Action, Drama, Family            ",6.2,61,    Harald Zwart  ,      Jackie Chan,   Jaden Smith,   Taraji P. Henson,   Wenwen Han  ,163768,176590000
    Fever Pitch  ,2005,PG-13,104," Comedy, Drama, Romance            ",6.2,0,    Bo  y Farrelly   ,       Drew Barrymore,   Jimmy Fallon,   Jason Spevack,   Jack Kehler    ,42631,42070000
    Undisputed  ,2002,R,94," Action, Crime, Drama            ",6.2,0,    Walter Hill  ,      Wesley Snipes,   Ving Rhames,   Peter Falk,   Michael Rooker  ,29151,12400000
    Cars 2  ,2011,G,106," Animation, Adventure, Comedy            ",6.1,0,    John Lasseter   ,       Owen Wilson,   Larry the Ca le Guy,   Michael Caine,   Emily Mortimer    ,162881,191450000
    Fired Up!  ,2009,PG-13,90," Comedy, Sport            ",6.1,0,    Will Gluck  ,         Eric Christian Olsen,  Nicholas D    Agosto,     Sarah Roemer,     Molly Sims    ,42161,17230000
    The Game Plan  ,2007,PG,110," Comedy, Family, Sport            ",6.1,0,    Andy Fickman  ,      Dwayne Johnson,   Kyra Sedgwick,   Madison Pettis,   Roselyn Sanchez  ,59469,90650000
    Speed Racer  ,2008,PG,135," Action, Adventure, Comedy            ",6.0,0,    Lana Wachowski   ,       Emile Hirsch,   Matthew Fox,   Christina Ricci,   Nicholas Elia    ,69228,43950000
    Ice Princess  ,2005,G,98," Comedy, Drama, Family            ",6.0,0,    Tim Fywell  ,      Michelle Trachten erg,   Kim Cattrall,   Trevor Blumas,   Joan Cusack  ,25154,24380000
    Leatherheads  ,2008,PG-13,114," Comedy, Drama, Romance            ",6.0,0,    George Clooney  ,      George Clooney,   Rene Zellweger,   John Krasinski,   David de Vries  ,31096,31200000
    Bring It On  ,2000,PG-13,98," Comedy, Romance, Sport            ",6.0,0,    Peyton Reed  ,      Kirsten Dunst,   Eliza Dushku,   Jesse Bradford,   Ga rielle Union  ,88138,68380000
    Goal II: Living the Dream  ,2007,PG-13,115," Adventure, Drama, Sport            ",5.9,0,    Jaume Collet-Serra  ,      Kuno Becker,   Alessandro Nivola,   Anna Friel,   Stephen Dillane  ,31544,0
    Semi-Pro  ,2008,R,91," Comedy, Sport            ",5.8,0,    Kent Alterman  ,      Will Ferrell,   Woody Harrelson,   Andr 3000,   Maura Tierney  ,78837,33470000
    Nacho Li re  ,2006,PG,92," Comedy, Family, Sport            ",5.8,0,    Jared Hess  ,      Jack Black,   Ana de la Reguera,   Hctor Jimnez,   Darius Rose  ,81851,80200000
    The Ringer  ,2005,PG-13,94," Comedy, Sport            ",5.8,0,    Barry W. Blaustein  ,      Johnny Knoxville,   Katherine Heigl,   Brian Cox,   Jed Rees  ,35256,35420000
    Playing for Keeps  ,2012,PG-13,105," Comedy, Romance, Sport            ",5.7,0,    Ga riele Muccino  ,      Gerard Butler,   Jessica Biel,   Dennis Quaid,   Noah Lomax  ,29038,13100000
    Blue Crush  ,2002,PG-13,104," Drama, Romance, Sport            ",5.7,61,    John Stockwell  ,      Kate Bosworth,   Michelle Rodriguez,   Matthew Davis,   Sanoe Lake  ,30189,40390000
    Fighting  ,2009,PG-13,105," Action, Crime, Drama            ",5.6,61,    Dito Montiel  ,      Channing Tatum,   Terrence Howard,   Luis Guzmn,   Zulay Henao  ,31999,23040000
    Kicking & Screaming  ,2005,PG,95," Comedy, Family, Romance            ",5.6,0,    Jesse Dylan  ,      Will Ferrell,   Ro ert Duvall,   Josh Hutcherson,   Mike Ditka  ,36355,52580000
    The Benchwarmers  ,2006,PG-13,85," Comedy, Sport            ",5.5,0,    Dennis Dugan  ,      David Spade,   Jon Heder,   Ro  Schneider,   Jon Lovitz  ,48431,59840000
    Point Break  ,2015,PG-13,114," Action, Adventure, Crime            ",5.4,0,    Ericson Core  ,      Edgar Ramrez,   Luke Bracey,   Ray Winstone,   Teresa Palmer  ,58958,28780000
    Balls of Fury  ,2007,PG-13,90," Comedy, Crime, Sport            ",5.3,0,    Ro ert Ben Garant  ,      Dan Fogler,   Christopher Walken,   George Lopez,   Maggie Q  ,40888,32840000
    Snow Dogs  ,2002,PG,99," Adventure, Comedy, Family            ",5.2,0,    Brian Levant  ,      Cu a Gooding Jr.,   James Co urn,   Sisq,   Nichelle Nichols  ,25488,81170000
    Mr. Woodcock  ,2007,PG-13,87," Comedy, Romance, Sport            ",5.1,0,    Craig Gillespie  ,      Billy Bo  Thornton,   Seann William Scott,   Susan Sarandon,   Amy Poehler  ,35077,25630000
    Tooth Fairy  ,2010,PG,101," Comedy, Family, Fantasy            ",5.0,0,    Michael Lem eck  ,      Dwayne Johnson,   Ashley Judd,   Julie Andrews,   Stephen Merchant  ,42649,60020000
    Her ie Fully Loaded  ,2005,G,101," Adventure, Comedy, Family            ",4.8,0,    Angela Ro inson  ,      Lindsay Lohan,   Michael Keaton,   Cheryl Hines,   Breckin Meyer  ,45349,66020000
    Driven  ,2001,PG-13,116," Action, Drama, Sport            ",4.6,0,    Renny Harlin  ,      Sylvester Stallone,   Kip Pardue,   Til Schweiger,   Burt Reynolds  ,39445,32720000
    The Love Guru  ,2008,PG-13,87," Comedy, Romance, Sport            ",3.8,0,    Marco Schna el  ,      Mike Myers,   Jessica Al a,   Romany Malco,   Jessica Simpson  ,50627,32240000
    Roller all  ,2002,PG-13,98," Action, Sci-Fi, Sport            ",3.1,0,    John McTiernan  ,      Chris Klein,   Jean Reno,   LL Cool J,   Re ecca Romijn  ,25854,18990000
