title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Spirited Away  ,2001,PG,125," Animation, Adventure, Family            ",8.6,96,    Hayao Miyazaki  ,      Daveigh Chase,   Suzanne Pleshette,   Miyu Irino,   Rumi Hiiragi  ,659229,10060000
    Your Name.  ,2016,PG,106," Animation, Drama, Fantasy            ",8.4,79,    Makoto Shinkai  ,      Rynosuke Kamiki,   Mone Kamishiraishi,   Ry Narita,   Aoi Yki  ,200311,5020000
    Spider-Man: Into the Spider-Verse  ,2018,PG,117," Animation, Action, Adventure            ",8.4,87,    Bo  Persichetti   ,             Shameik Moore,      Jake Johnson,   Hailee Steinfeld,     ,384623,190240000
    Coco  ,2017,PG,105," Animation, Adventure, Family            ",8.4,81,    Lee Unkrich   ,       Anthony Gonzalez,   Gael Garca Bernal,   Benjamin Bratt,   Alanna U ach    ,392925,209730000
    WALLE  ,2008,G,98," Animation, Adventure, Family            ",8.4,95,    Andrew Stanton  ,      Ben Burtt,   Elissa Knight,   Jeff Garlin,   Fred Willard  ,1007561,223810000
    Klaus  ,2019,PG,96," Animation, Adventure, Comedy            ",8.2,65,    Sergio Pa los   ,       Jason Schwartzman,   J.K. Simmons,   Rashida Jones,   Will Sasso    ,108260,0
    Up  ,2009,PG,96," Animation, Adventure, Comedy            ",8.2,88,    Pete Docter   ,       Edward Asner,   Jordan Nagai,   John Ratzen erger,   Christopher Plummer    ,942819,293000000
    Toy Story 3  ,2010,G,103," Animation, Adventure, Comedy            ",8.2,92,    Lee Unkrich  ,      Tom Hanks,   Tim Allen,   Joan Cusack,   Ned Beatty  ,762232,415000000
    Howl' s Moving Castle  ,2004,PG,119," Animation, Adventure, Family            ",8.2,80,    Hayao Miyazaki  ,      Chieko Baish,   Takuya Kimura,   Tatsuya Gashin,   Akihiro Miwa  ,338473,4710000
    A Silent Voice: The Movie  ,2016,Not Rated,130," Animation, Drama, Family            ",8.1,78,    Naoko Yamada  ,      Miyu Irino,   Saori Hayami,   Aoi Yki,   Kensh Ono  ,50394,0
    Soul  ,2020,PG,100," Animation, Adventure, Comedy            ",8.1,83,    Pete Docter   ,       Jamie Foxx,   Tina Fey,   Graham Norton,   Rachel House    ,199494,0
    Wolf Children  ,2012,PG,117," Animation, Drama, Fantasy            ",8.1,71,    Mamoru Hosoda  ,      Aoi Miyazaki,   Takao Osawa,   Haru Kuroki,   Yukito Nishii  ,39301,0
    Inside Out  ,2015,PG,95," Animation, Adventure, Comedy            ",8.1,94,    Pete Docter   ,       Amy Poehler,   Bill Hader,   Lewis Black,   Mindy Kaling    ,623223,356460000
    Song of the Sea  ,2014,PG,93," Animation, Adventure, Drama            ",8.1,85,    Tomm Moore  ,      David Rawle,   Brendan Gleeson,   Lisa Hannigan,   Fionnula Flanagan  ,52444,860000
    Mary and Max  ,2009,Not Rated,92," Animation, Comedy, Drama            ",8.1,0,    Adam Elliot  ,      Toni Collette,   Philip Seymour Hoffman,   Eric Bana,   Barry Humphries  ,165507,0
    How to Train Your Dragon  ,2010,PG,98," Animation, Action, Adventure            ",8.1,75,    Dean DeBlois   ,       Jay Baruchel,   Gerard Butler,   Christopher Mintz-Plasse,   Craig Ferguson    ,671491,217580000
    Finding Nemo  ,2003,G,100," Animation, Adventure, Comedy            ",8.1,90,    Andrew Stanton   ,       Al ert Brooks,   Ellen DeGeneres,   Alexander Gould,   Willem Dafoe    ,955699,380840000
"    Monsters, Inc.  ",2001,G,92," Animation, Adventure, Comedy            ",8.1,79,    Pete Docter   ,    Billy Crystal,   John Goodman,   Mary Gi  s,     ,821554,289920000
    Zootopia  ,2016,PG,108," Animation, Adventure, Comedy            ",8.0,78,    Byron Howard   ,    Ginnifer Goodwin,   Jason Bateman,   Idris El a,     ,437996,341270000
    The Tale of The Princess Kaguya  ,2013,PG,137," Animation, Adventure, Drama            ",8.0,89,    Isao Takahata  ,      Chlo Grace Moretz,   James Caan,   Mary Steen urgen,   James Marsden  ,39465,1510000
    Persepolis  ,2007,PG-13,96," Animation, Biography, Drama            ",8.0,90,    Vincent Paronnaud   ,       Chiara Mastroianni,   Catherine Deneuve,   Gena Rowlands,   Danielle Darrieux    ,89132,4450000
    Ratatouille  ,2007,G,111," Animation, Adventure, Comedy            ",8.0,96,    Brad Bird   ,       Brad Garrett,   Lou Romano,   Patton Oswalt,   Ian Holm    ,646831,206450000
    The Incredi les  ,2004,PG,115," Animation, Action, Adventure            ",8.0,90,    Brad Bird  ,      Craig T. Nelson,   Samuel L. Jackson,   Holly Hunter,   Jason Lee  ,661100,261440000
    Isle of Dogs  ,2018,PG-13,101," Animation, Adventure, Comedy            ",7.9,82,    Wes Anderson  ,      Bryan Cranston,   Koyu Rankin,   Edward Norton,   Bo  Bala an  ,141498,32020000
    Fantastic Mr. Fox  ,2009,PG,87," Animation, Adventure, Comedy            ",7.9,83,    Wes Anderson  ,      George Clooney,   Meryl Streep,   Bill Murray,   Jason Schwartzman  ,202334,21000000
    Cow oy Be op: The Movie  ,2001,18SG,115," Animation, Action, Crime            ",7.9,61,    Shin  ichir Watana e   ,      Yoshiyuki Takei  ,    Beau Billingslea,   Melissa Fahn,,43201,1000000
    Paddington 2  ,2017,PG,103," Animation, Adventure, Comedy            ",7.8,88,    Paul King  ,      Ben Whishaw,   Hugh Grant,   Hugh Bonneville,   Sally Hawkins  ,62544,40440000
    Ku o and the Two Strings  ,2016,PG,101," Animation, Action, Adventure            ",7.8,84,    Travis Knight  ,      Charlize Theron,   Art Parkinson,   Matthew McConaughey,   Ralph Fiennes  ,118878,48020000
    Loving Vincent  ,2017,PG-13,94," Animation, Biography, Crime            ",7.8,62,    Dorota Ko iela   ,       Douglas Booth,   Jerome Flynn,   Ro ert Gulaczyk,   Helen McCrory    ,51443,6740000
    Big Hero 6  ,2014,PG,102," Animation, Action, Adventure            ",7.8,74,    Don Hall   ,       Ryan Potter,   Scott Adsit,   Jamie Chung,   T.J. Miller    ,413918,222530000
    The Wind Rises  ,2013,PG-13,126," Animation, Biography, Drama            ",7.8,83,    Hayao Miyazaki  ,      Hideaki Anno,   Hidetoshi Nishijima,   Miori Takimoto,   Masahiko Nishimura  ,74711,5210000
    Toy Story 4  ,2019,G,100," Animation, Adventure, Comedy            ",7.8,84,    Josh Cooley  ,      Tom Hanks,   Tim Allen,   Annie Potts,   Tony Hale  ,207077,434040000
    How to Train Your Dragon 2  ,2014,PG,102," Animation, Action, Adventure            ",7.8,76,    Dean DeBlois  ,      Jay Baruchel,   Cate Blanchett,   Gerard Butler,   Craig Ferguson  ,307563,177000000
    Tokyo Godfathers  ,2003,PG-13,92," Animation, Adventure, Comedy            ",7.8,73,    Satoshi Kon   ,       Tru Emori,   Yoshiaki Umegaki,   Aya Okamoto,   Shz zuka    ,32072,130000
    The Triplets of Belleville  ,2003,PG-13,80," Animation, Comedy, Drama            ",7.8,91,    Sylvain Chomet  ,      Michle Caucheteux,   Jean-Claude Donda,   Michel Ro in,   Monica Viegas  ,50800,7000000
    Waking Life  ,2001,R,99," Animation, Drama, Fantasy            ",7.8,83,    Richard Linklater  ,      Ethan Hawke,   Trevor Jack Brooks,   Lorelei Linklater,   Wiley Wiggins  ,60984,2890000
    Shrek  ,2001,PG,90," Animation, Adventure, Comedy            ",7.8,84,    Andrew Adamson   ,       Mike Myers,   Eddie Murphy,   Cameron Diaz,   John Lithgow    ,617322,267670000
    When Marnie Was There  ,2014,PG,103," Animation, Drama, Family            ",7.7,72,    James Simone   ,       Sara Takatsuki,   Kasumi Arimura,   Nanako Matsushima,   Susumu Terajima    ,33467,770000
    Wreck-It Ralph  ,2012,PG,101," Animation, Adventure, Comedy            ",7.7,72,    Rich Moore  ,      John C. Reilly,   Jack McBrayer,   Jane Lynch,   Sarah Silverman  ,382715,189420000
    The Little Prince  ,2015,PG,108," Animation, Adventure, Drama            ",7.7,70,    Mark Os orne  ,      Jeff Bridges,   Mackenzie Foy,   Rachel McAdams,   Marion Cotillard  ,57201,1340000
    The Lego Movie  ,2014,PG,100," Animation, Action, Adventure            ",7.7,83,    Christopher Miller   ,       Chris Pratt,   Will Ferrell,   Eliza eth Banks,   Will Arnett    ,325374,257760000
    Ponyo  ,2008,G,101," Animation, Adventure, Comedy            ",7.7,86,    Hayao Miyazaki  ,      Cate Blanchett,   Matt Damon,   Liam Neeson,   Tomoko Yamaguchi  ,126886,15090000
    Paprika  ,2006,R,90," Animation, Drama, Fantasy            ",7.7,81,    Satoshi Kon  ,      Megumi Hayashi ara,   Tru Emori,   Katsunosuke Hori,   Tru Furuya  ,72214,880000
    The Girl Who Leapt Through Time  ,2006,TV-PG,98," Animation, Adventure, Comedy            ",7.7,0,    Mamoru Hosoda  ,      Riisa Naka,   Takuya Ishida,   Mitsutaka Itakura,   Ayami Kakiuchi  ,60861,0
    Tangled  ,2010,PG,100," Animation, Adventure, Comedy            ",7.7,71,    Nathan Greno   ,       Mandy Moore,   Zachary Levi,   Donna Murphy,   Ron Perlman    ,408688,200820000
    Coraline  ,2009,PG,100," Animation, Drama, Family            ",7.7,80,    Henry Selick  ,      Dakota Fanning,   Teri Hatcher,   John Hodgman,   Jennifer Saunders  ,199165,75290000
    Vampire Hunter D: Bloodlust  ,2000,R,103," Animation, Action, Fantasy            ",7.7,62,    Yoshiaki Kawajiri  ,      Andrew Philpot,   John Rafter Lee,   Pamela Adlon,   Wendee Lee  ,29398,150000
    I Lost My Body  ,2019,TV-MA,81," Animation, Drama, Fantasy            ",7.6,81,    Jrmy Clapin  ,         Hakim Faris,     Victoire Du Bois,  Patrick d    Assumao,     Alfonso Arfi    ,27211,0
    Incredi les 2  ,2018,PG,118," Animation, Action, Adventure            ",7.6,80,    Brad Bird  ,      Craig T. Nelson,   Holly Hunter,   Sarah Vowell,   Huck Milner  ,253470,608580000
    Moana  ,2016,PG,107," Animation, Adventure, Comedy            ",7.6,81,    Ron Clements   ,         Chris Williams    ,   Auli    i Cravalho,     Dwayne Johnson,,276538,248760000
    The Secret World of Arrietty  ,2010,G,94," Animation, Adventure, Family            ",7.6,80,    Hiromasa Yone ayashi  ,      Amy Poehler,   Will Arnett,   Mirai Shida,   Rynosuke Kamiki  ,81991,19200000
    Despica le Me  ,2010,PG,95," Animation, Comedy, Crime            ",7.6,72,    Pierre Coffin   ,       Steve Carell,   Jason Segel,   Russell Brand,   Julie Andrews    ,503538,251510000
    5 Centimeters Per Second  ,2007,TV-PG,63," Animation, Drama, Family            ",7.6,0,    Makoto Shinkai  ,      Kenji Mizuhashi,   Yoshimi Kondou,   Satomi Hanamura,   Ayaka Onoue  ,51777,0
    The Secret of Kells  ,2009,Not Rated,75," Animation, Adventure, Family            ",7.6,81,    Tomm Moore   ,       Evan McGuire,   Brendan Gleeson,   Mick Lally,   Christen Mooney    ,32216,690000
    Raya and the Last Dragon  ,2021,PG,107," Animation, Action, Adventure            ",7.5,75,    Don Hall   ,      John Ripa  ,    Kelly Marie Tran,   Awkwafina,,26006,0
    The Red Turtle  ,2016,PG,80," Animation, Family, Fantasy            ",7.5,86,    Michael Dudok de Wit  ,      Emmanuel Garijo,   Tom Hudson,   Baptiste Goy,   Axel Devillers  ,31732,920000
    The Garden of Words  ,2013,TV-14,46," Animation, Drama, Romance            ",7.5,0,    Makoto Shinkai  ,      Miyu Irino,   Kana Hanazawa,   Fumi Hirano,   Gou Maeda  ,35666,0
    How to Train Your Dragon: The Hidden World  ,2019,PG,104," Animation, Action, Adventure            ",7.5,71,    Dean DeBlois  ,      Jay Baruchel,   America Ferrera,   F. Murray A raham,   Cate Blanchett  ,106424,160800000
    Summer Wars  ,2009,PG,114," Animation, Action, Adventure            ",7.5,63,    Mamoru Hosoda  ,      Rynosuke Kamiki,   Nanami Sakura a,   Mitsuki Tanimura,   Takahiro Yokokawa  ,26460,80000
    The Illusionist  ,2010,PG,80," Animation, Drama, Fantasy            ",7.5,82,    Sylvain Chomet  ,      Jean-Claude Donda,   Eilidh Rankin,   Duncan MacNeil,   Raymond Mearns  ,33810,2230000
