title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    Jumanji: The Next Level  ,2019,PG-13,123," Action, Adventure, Comedy            ",6.6,0,    Jake Kasdan  ,      Dwayne Johnson,   Jack Black,   Kevin Hart,   Karen Gillan  ,192477,316830000
    The Old Guard  ,2020,R,125," Action, Adventure, Fantasy            ",6.6,70,    Gina Prince-Bythewood  ,      Charlize Theron,   KiKi Layne,   Matthias Schoenaerts,   Marwan Kenzari  ,130183,0
    Smallfoot  ,2018,PG,96," Animation, Adventure, Comedy            ",6.6,0,    Karey Kirkpatrick   ,       Channing Tatum,   James Corden,   Zendaya,   Common    ,34640,83240000
    Peter Ra  it  ,2018,PG,95," Adventure, Comedy, Family            ",6.6,0,    Will Gluck  ,      James Corden,   Fayssal Bazzi,   Domhnall Gleeson,   Sia  ,35771,115250000
    Maleficent: Mistress of Evil  ,2019,PG,119," Adventure, Family, Fantasy            ",6.6,0,    Joachim Rnning  ,      Angelina Jolie,   Elle Fanning,   Harris Dickinson,   Michelle Pfeiffer  ,86900,113930000
    Fantastic Beasts: The Crimes of Grindelwald  ,2018,PG-13,134," Adventure, Family, Fantasy            ",6.6,0,    David Yates  ,      Eddie Redmayne,   Katherine Waterston,   Dan Fogler,   Johnny Depp  ,226580,159560000
    Kong: Skull Island  ,2017,PG-13,118," Action, Adventure, Fantasy            ",6.6,62,    Jordan Vogt-Ro erts  ,      Tom Hiddleston,   Samuel L. Jackson,   Brie Larson,   John C. Reilly  ,274873,168050000
    The Lego Movie 2: The Second Part  ,2019,PG,107," Animation, Action, Adventure            ",6.6,65,    Mike Mitchell  ,      Chris Pratt,   Eliza eth Banks,   Will Arnett,   Tiffany Haddish  ,55898,105810000
    Star Wars: Episode IX - The Rise of Skywalker  ,2019,PG-13,141," Action, Adventure, Fantasy            ",6.6,0,    J.J. A rams  ,      Daisy Ridley,   John Boyega,   Oscar Isaac,   Adam Driver  ,380456,515200000
    Home  ,2015,PG,94," Animation, Adventure, Comedy            ",6.6,0,    Tim Johnson  ,      Jim Parsons,   Rihanna,   Steve Martin,   Jennifer Lopez  ,92517,177400000
    The Final Girls  ,2015,PG-13,91," Comedy, Drama, Fantasy            ",6.6,0,    Todd Strauss-Schulson  ,      Taissa Farmiga,   Malin Akerman,   Adam Devine,   Thomas Middleditch  ,35317,0
    The Amazing Spider-Man 2  ,2014,PG-13,142," Action, Adventure, Fantasy            ",6.6,0,    Marc We    ,      Andrew Garfield,   Emma Stone,   Jamie Foxx,   Paul Giamatti  ,419409,202850000
    Ender' s Game  ,2013,PG-13,114," Action, Adventure, Fantasy            ",6.6,0,    Gavin Hood  ,      Harrison Ford,   Asa Butterfield,   Hailee Steinfeld,   A igail Breslin  ,224843,61740000
    The Odd Life of Timothy Green  ,2012,PG,105," Comedy, Drama, Family            ",6.6,0,    Peter Hedges  ,      Jennifer Garner,   Joel Edgerton,   CJ Adams,   Odeya Rush  ,45127,51850000
    Pirates of the Cari  ean: On Stranger Tides  ,2011,PG-13,136," Action, Adventure, Fantasy            ",6.6,0,    Ro  Marshall  ,      Johnny Depp,   Penlope Cruz,   Ian McShane,   Geoffrey Rush  ,484065,241060000
    Pontypool  ,2008,Not Rated,93," Fantasy, Horror, Thriller            ",6.6,0,    Bruce McDonald  ,      Stephen McHattie,   Lisa Houle,   Georgina Reilly,   Hrant Alianak  ,29497,0
    The For idden Kingdom  ,2008,PG-13,104," Action, Adventure, Fantasy            ",6.6,0,    Ro  Minkoff  ,      Jackie Chan,   Jet Li,   Michael Angarano,   Juana Collignon  ,101654,52080000
    Underworld: Rise of the Lycans  ,2009,R,92," Action, Fantasy, Thriller            ",6.6,0,    Patrick Tatopoulos  ,      Rhona Mitra,   Michael Sheen,   Bill Nighy,   Steven Mackintosh  ,151856,45800000
    Prince of Persia: The Sands of Time  ,2010,PG-13,116," Action, Adventure, Fantasy            ",6.6,0,    Mike Newell  ,      Jake Gyllenhaal,   Gemma Arterton,   Ben Kingsley,   Alfred Molina  ,272890,90760000
    Scoop  ,2006,PG-13,96," Comedy, Crime, Fantasy            ",6.6,0,    Woody Allen  ,      Scarlett Johansson,   Hugh Jackman,   Jim Dunk,   Ro ert Bathurst  ,81137,10530000
    Puss in Boots  ,2011,PG,90," Animation, Action, Adventure            ",6.6,65,    Chris Miller  ,      Antonio Banderas,   Salma Hayek,   Zach Galifianakis,   Billy Bo  Thornton  ,145344,149260000
    Flushed Away  ,2006,PG,85," Animation, Adventure, Comedy            ",6.6,74,    David Bowers   ,       Hugh Jackman,   Kate Winslet,   Ian McKellen,   Jean Reno    ,114238,64670000
    Monster House  ,2006,PG,91," Animation, Comedy, Family            ",6.6,68,    Gil Kenan  ,      Mitchel Musso,   Sam Lerner,   Spencer Locke,   Ryan Whitney  ,102425,73660000
    Charlie and the Chocolate Factory  ,2005,PG,115," Adventure, Comedy, Family            ",6.6,72,    Tim Burton  ,      Johnny Depp,   Freddie Highmore,   David Kelly,   Helena Bonham Carter  ,431952,206460000
    The Polar Express  ,2004,G,100," Animation, Adventure, Comedy            ",6.6,61,    Ro ert Zemeckis  ,      Tom Hanks,   Chris Coppola,   Michael Jeter,   Leslie Zemeckis  ,181624,183370000
    Asterix & O elix: Mission Cleopatra  ,2002,PG,107," Adventure, Comedy, Family            ",6.6,0,    Alain Cha at  ,      Grard Depardieu,   Christian Clavier,   Jamel De  ouze,   Monica Bellucci  ,49464,3120000
    The Gift  ,2000,R,111," Drama, Fantasy, Horror            ",6.6,62,    Sam Raimi  ,      Cate Blanchett,   Katie Holmes,   Keanu Reeves,   Giovanni Ri isi  ,64029,12010000
    It Chapter Two  ,2019,R,169," Drama, Fantasy, Horror            ",6.5,0,    Andy Muschietti  ,      Jessica Chastain,   James McAvoy,   Bill Hader,   Isaiah Mustafa  ,210737,211590000
    The Endless  ,2017,Not Rated,111," Drama, Fantasy, Horror            ",6.5,80,    Justin Benson   ,       Aaron Moorhead,   Justin Benson,   Callie Hernandez,   Tate Ellington    ,34934,270000
    Crimson Peak  ,2015,R,119," Drama, Fantasy, Horror            ",6.5,66,    Guillermo del Toro  ,      Mia Wasikowska,   Jessica Chastain,   Tom Hiddleston,   Charlie Hunnam  ,131193,31090000
    Mowgli: Legend of the Jungle  ,2018,PG-13,104," Adventure, Drama, Fantasy            ",6.5,0,    Andy Serkis  ,      Christian Bale,   Cate Blanchett,   Benedict Cum er atch,   Naomie Harris  ,56918,0
    Valerian and the City of a Thousand Planets  ,2017,PG-13,136," Action, Adventure, Fantasy            ",6.5,0,    Luc Besson  ,      Dane DeHaan,   Cara Delevingne,   Clive Owen,   Rihanna  ,163914,41190000
    Pirates of the Cari  ean: Dead Men Tell No Tales  ,2017,PG-13,129," Action, Adventure, Fantasy            ",6.5,0,    Joachim Rnning   ,       Johnny Depp,   Geoffrey Rush,   Javier Bardem,   Orlando Bloom    ,267042,172560000
    Before I Fall  ,2017,PG-13,98," Drama, Fantasy, Mystery            ",6.5,0,    Ry Russo-Young  ,      Zoey Deutch,   Halston Sage,   Cynthy Wu,   Medalion Rahimi  ,46789,12240000
    Trolls  ,2016,PG,92," Animation, Adventure, Comedy            ",6.5,0,    Mike Mitchell   ,       Anna Kendrick,   Justin Tim erlake,   Zooey Deschanel,   Christopher Mintz-Plasse    ,73039,153710000
    Ice Age: Continental Drift  ,2012,PG,88," Animation, Adventure, Comedy            ",6.5,0,    Steve Martino   ,       Ray Romano,   Denis Leary,   John Leguizamo,   Aziz Ansari    ,193167,161320000
    Byzantium  ,2012,R,118," Drama, Fantasy, Horror            ",6.5,66,    Neil Jordan  ,      Saoirse Ronan,   Gemma Arterton,   Sam Riley,   Cale  Landry Jones  ,41420,80000
    Horns  ,2013,R,120," Comedy, Crime, Drama            ",6.5,0,    Alexandre Aja  ,      Daniel Radcliffe,   Juno Temple,   Max Minghella,   Joe Anderson  ,78283,160000
    Evil Dead  ,2013,R,91," Action, Adventure, Fantasy            ",6.5,0,    Fede Alvarez  ,      Jane Levy,   Shiloh Fernandez,   Jessica Lucas,   Lou Taylor Pucci  ,157220,54240000
    [Rec]  ,2009,R,85," Action, Adventure, Fantasy            ",6.5,0,    Jaume Balaguer   ,       Jonathan D. Mellor,   Manuela Velasco,   scar Zafra,   Ariel Casas    ,69032,30000
    City of Em er  ,2008,PG,90," Adventure, Family, Fantasy            ",6.5,0,    Gil Kenan  ,      Saoirse Ronan,   To y Jones,   Bill Murray,   David Ryall  ,63076,7870000
    The Chronicles of Narnia: Prince Caspian  ,2008,PG,150," Action, Adventure, Family            ",6.5,62,    Andrew Adamson  ,      Ben Barnes,   Skandar Keynes,   Georgie Henley,   William Moseley  ,195610,141620000
    The Crazies  ,2010,R,101," Adventure, Fantasy, Horror            ",6.5,0,    Breck Eisner  ,      Radha Mitchell,   Timothy Olyphant,   Danielle Pana aker,   Joe Anderson  ,112084,39120000
    The Spiderwick Chronicles  ,2008,PG,96," Action, Adventure, Drama            ",6.5,62,    Mark Waters  ,      Freddie Highmore,   Sarah Bolger,   David Strathairn,   Mary-Louise Parker  ,88985,71200000
    Tideland  ,2005,R,120," Drama, Fantasy, Horror            ",6.5,0,    Terry Gilliam  ,      Jeff Bridges,   Jennifer Tilly,   Jodelle Ferland,   Janet McTeer  ,32018,70000
    Day Watch  ,2006,R,132," Action, Fantasy, Horror            ",6.5,0,    Timur Bekmam etov  ,      Konstantin Kha enskiy,   Mariya Poroshina,   Vladimir Menshov,   Galina Tyunina  ,33394,450000
    Nanny McPhee  ,2005,PG,97," Comedy, Family, Fantasy            ",6.5,0,    Kirk Jones  ,      Emma Thompson,   Colin Firth,   Angela Lans ury,   Kelly Macdonald  ,68599,47140000
    Silent Hill  ,2006,R,125," Action, Adventure, Fantasy            ",6.5,0,    Christophe Gans  ,      Radha Mitchell,   Laurie Holden,   Sean Bean,   De orah Kara Unger  ,214569,46980000
    Star Wars: Episode II - Attack of the Clones  ,2002,PG,142," Action, Adventure, Fantasy            ",6.5,0,    George Lucas  ,      Hayden Christensen,   Natalie Portman,   Ewan McGregor,   Christopher Lee  ,647341,310680000
    When We First Met  ,2018,TV-14,97," Comedy, Fantasy, Romance            ",6.4,0,    Ari Sandel  ,      Adam Devine,   Alexandra Daddario,   Shelley Hennig,   Andrew Bachelor  ,42955,0
    A Cure for Wellness  ,2016,R,146," Drama, Fantasy, Horror            ",6.4,0,    Gore Ver inski  ,      Dane DeHaan,   Jason Isaacs,   Mia Goth,   Ivo Nandi  ,87918,8110000
    The BFG  ,2016,PG,117," Adventure, Family, Fantasy            ",6.4,66,    Steven Spiel erg  ,      Mark Rylance,   Ru y Barnhill,   Penelope Wilton,   Jemaine Clement  ,78323,55480000
    The Night Before  ,2015,R,101," Comedy, Fantasy            ",6.4,0,    Jonathan Levine  ,      Joseph Gordon-Levitt,   Seth Rogen,   Jillian Bell,   Lizzy Caplan  ,67341,43040000
    Tale of Tales  ,2015,R,134," Drama, Fantasy, Horror            ",6.4,72,    Matteo Garrone  ,      Salma Hayek,   Vincent Cassel,   To y Jones,   John C. Reilly  ,26622,80000
    Cloudy with a Chance of Meat alls 2  ,2013,PG,95," Animation, Adventure, Comedy            ",6.4,0,    Cody Cameron   ,       Bill Hader,   Anna Faris,   Will Forte,   Neil Patrick Harris    ,91697,119790000
    Tomorrowland  ,2015,PG,130," Action, Adventure, Family            ",6.4,0,    Brad Bird  ,      George Clooney,   Britt Ro ertson,   Hugh Laurie,   Raffey Cassidy  ,173035,93440000
    John Dies at the End  ,2012,R,99," Comedy, Fantasy, Horror            ",6.4,0,    Don Coscarelli  ,      Chase Williamson,   Ro  Mayes,   Paul Giamatti,   Clancy Brown  ,36318,140000
    The Woman in Black  ,2012,PG-13,95," Drama, Fantasy, Horror            ",6.4,62,    James Watkins  ,      Daniel Radcliffe,   Janet McTeer,   Ciarn Hinds,   Emma Shorey  ,174803,54330000
    The Voices  ,2014,R,103," Comedy, Crime, Fantasy            ",6.4,0,    Marjane Satrapi  ,      Ryan Reynolds,   Gemma Arterton,   Anna Kendrick,   Jacki Weaver  ,53648,0
    Underworld: Awakening  ,2012,R,88," Action, Fantasy, Horror            ",6.4,0,    Mns Mrlind   ,       Kate Beckinsale,   Michael Ealy,   India Eisley,   Stephen Rea    ,146501,62320000
    The Lorax  ,2012,PG,86," Animation, Adventure, Comedy            ",6.4,0,    Chris Renaud   ,       Zac Efron,   Taylor Swift,   Danny DeVito,   Ed Helms    ,99622,214030000
    Charlie St. Cloud  ,2010,PG-13,99," Drama, Fantasy, Romance            ",6.4,0,    Burr Steers  ,      Zac Efron,   Kim Basinger,   Charlie Tahan,   Amanda Crew  ,58944,31160000
    Upside Down  ,2012,PG-13,109," Drama, Fantasy, Romance            ",6.4,0,    Juan Solanas  ,      Jim Sturgess,   Kirsten Dunst,   Timothy Spall,   Blu Mankuma  ,69581,100000
    Ghost usters  ,2016,PG-13,117," Action, Comedy, Fantasy            ",6.4,0,    Paul Feig  ,      Melissa McCarthy,   Kristen Wiig,   Kate McKinnon,   Leslie Jones  ,205464,128340000
    Hereafter  ,2010,PG-13,129," Drama, Fantasy, Romance            ",6.4,0,    Clint Eastwood  ,      Matt Damon,   Ccile de France,   Bryce Dallas Howard,   Thierry Neuvic  ,90542,32750000
    The Invention of Lying  ,2009,PG-13,100," Comedy, Fantasy, Romance            ",6.4,0,    Ricky Gervais   ,       Ricky Gervais,   Jennifer Garner,   Jonah Hill,   Louis C.K.    ,129569,18440000
    Alice in Wonderland  ,2010,PG,108," Adventure, Family, Fantasy            ",6.4,0,    Tim Burton  ,      Mia Wasikowska,   Johnny Depp,   Helena Bonham Carter,   Anne Hathaway  ,386076,334190000
    17 Again  ,2009,PG-13,102," Comedy, Drama, Fantasy            ",6.4,0,    Burr Steers  ,      Zac Efron,   Matthew Perry,   Leslie Mann,   Thomas Lennon  ,182361,64170000
    The Water Horse  ,2007,PG,112," Adventure, Family, Fantasy            ",6.4,71,    Jay Russell  ,      Emily Watson,   David Morrissey,   Alex Etel,   Bruce Allpress  ,38012,40410000
    Tales from Earthsea  ,2006,PG-13,115," Animation, Adventure, Fantasy            ",6.4,0,    Gor Miyazaki  ,         Timothy Dalton,     Willem Dafoe,     Mariska Hargitay,  Jun    ichi Okada ,35883,50000
    Night at the Museum  ,2006,PG,108," Adventure, Comedy, Family            ",6.4,0,    Shawn Levy  ,      Ben Stiller,   Carla Gugino,   Ricky Gervais,   Dick Van Dyke  ,316656,250860000
    Hancock  ,2008,PG-13,92," Action, Drama, Fantasy            ",6.4,0,    Peter Berg  ,      Will Smith,   Charlize Theron,   Jason Bateman,   Jae Head  ,446748,227950000
    Day reakers  ,2009,R,98," Action, Adventure, Fantasy            ",6.4,0,    Michael Spierig   ,       Ethan Hawke,   Willem Dafoe,   Sam Neill,   Harriet Minto-Day    ,122525,30100000
    Night Watch  ,2004,R,114," Action, Fantasy, Horror            ",6.4,0,    Timur Bekmam etov  ,      Konstantin Kha enskiy,   Vladimir Menshov,   Mariya Poroshina,   Valeriy Zolotukhin  ,52419,1490000
    Click  ,2006,PG-13,107," Comedy, Drama, Fantasy            ",6.4,0,    Frank Coraci  ,      Adam Sandler,   Kate Beckinsale,   Christopher Walken,   David Hasselhoff  ,307479,137360000
    The Mummy Returns  ,2001,PG-13,130," Action, Adventure, Fantasy            ",6.4,0,    Stephen Sommers  ,      Brendan Fraser,   Rachel Weisz,   John Hannah,   Arnold Vosloo  ,302179,202020000
    What Women Want  ,2000,PG-13,127," Comedy, Fantasy, Romance            ",6.4,0,    Nancy Meyers  ,      Mel Gi son,   Helen Hunt,   Marisa Tomei,   Alan Alda  ,192602,182810000
    Final Fantasy: The Spirits Within  ,2001,PG-13,106," Animation, Action, Adventure            ",6.4,0,    Hirono u Sakaguchi   ,       Alec Baldwin,   Steve Buscemi,   Ming-Na Wen,   Ving Rhames    ,80061,32130000
    Kate & Leopold  ,2001,PG-13,118," Comedy, Fantasy, Romance            ",6.4,0,    James Mangold  ,      Meg Ryan,   Hugh Jackman,   Liev Schrei er,   Breckin Meyer  ,79326,47120000
    Apostle  ,2018,TV-MA,130," Drama, Fantasy, Horror            ",6.3,62,    Gareth Evans  ,      Dan Stevens,   Richard Elfyn,   Paul Higgins,   Bill Milner  ,44406,0
    Bright  ,2017,TV-MA,117," Action, Fantasy, Thriller            ",6.3,0,    David Ayer  ,      Will Smith,   Joel Edgerton,   Noomi Rapace,   Edgar Ramrez  ,170240,0
    Hotel Transylvania 3: Summer Vacation  ,2018,PG,97," Animation, Adventure, Comedy            ",6.3,0,    Genndy Tartakovsky  ,      Adam Sandler,   Andy Sam erg,   Selena Gomez,   Kevin James  ,58625,167510000
    The Boss Ba y  ,2017,PG,97," Animation, Adventure, Comedy            ",6.3,0,    Tom McGrath  ,      Alec Baldwin,   Steve Buscemi,   Jimmy Kimmel,   Lisa Kudrow  ,109857,175000000
    Dum o  ,2019,PG,112," Adventure, Family, Fantasy            ",6.3,0,    Tim Burton  ,      Colin Farrell,   Michael Keaton,   Danny DeVito,   Eva Green  ,67089,114770000
    Despica le Me 3  ,2017,PG,89," Animation, Adventure, Comedy            ",6.3,0,    Kyle Balda   ,    Steve Carell,   Kristen Wiig,   Trey Parker,     ,115173,264620000
    The Shack  ,2017,PG-13,132," Drama, Fantasy            ",6.3,0,    Stuart Hazeldine  ,      Sam Worthington,   Octavia Spencer,   Tim McGraw,   Radha Mitchell  ,30883,57390000
    The Grinch  ,2018,PG,85," Animation, Comedy, Family            ",6.3,0,    Yarrow Cheney   ,       Benedict Cum er atch,   Cameron Seely,   Rashida Jones,   Pharrell Williams    ,56673,270620000
    Rio 2  ,2014,G,101," Animation, Adventure, Comedy            ",6.3,0,    Carlos Saldanha  ,      Jesse Eisen erg,   Anne Hathaway,   Jemaine Clement,   Andy Garcia  ,80984,131540000
    Oz the Great and Powerful  ,2013,PG,130," Adventure, Family, Fantasy            ",6.3,0,    Sam Raimi  ,      James Franco,   Michelle Williams,   Rachel Weisz,   Mila Kunis  ,199597,234910000
    The Change-Up  ,2011,R,112," Comedy, Fantasy            ",6.3,0,    David Do kin  ,      Jason Bateman,   Ryan Reynolds,   Olivia Wilde,   Leslie Mann  ,168602,37240000
    A Little Bit of Heaven  ,2011,PG-13,106," Comedy, Drama, Fantasy            ",6.3,0,    Nicole Kassell  ,      Kate Hudson,   Gael Garca Bernal,   Kathy Bates,   Peter Dinklage  ,27829,10000
    Tom  Raider  ,2018,PG-13,119," Action, Adventure, Fantasy            ",6.3,0,    Roar Uthaug  ,      Alicia Vikander,   Dominic West,   Walton Goggins,   Daniel Wu  ,192308,58250000
    47 Ronin  ,2013,PG-13,128," Action, Drama, Fantasy            ",6.3,0,    Carl Rinsch  ,      Keanu Reeves,   Hiroyuki Sanada,   Ko Shi asaki,   Tadano u Asano  ,146535,38360000
    Dead Snow  ,2009,Not Rated,91," Comedy, Fantasy, Horror            ",6.3,61,    Tommy Wirkola  ,      Jeppe Beck Laursen,   Charlotte Frogner,   Jenny Skavlan,   Vegar Hoel  ,64318,40000
    Dorian Gray  ,2009,R,112," Drama, Fantasy, Mystery            ",6.3,0,    Oliver Parker  ,      Ben Barnes,   Colin Firth,   Re ecca Hall,   John Hollingworth  ,61018,0
    Goose umps  ,2015,PG,103," Adventure, Comedy, Family            ",6.3,0,    Ro  Letterman  ,      Jack Black,   Dylan Minnette,   Odeya Rush,   Ryan Lee  ,81436,80080000
    The Warrior' s Way  ,2010,R,100," Action, Fantasy, Western            ",6.3,0,    Sngmoo Lee  ,      Jang Dong-Gun,   Kate Bosworth,   Geoffrey Rush,   Danny Huston  ,25399,5660000
    The Chronicles of Narnia: The Voyage of the Dawn Treader  ,2010,PG,113," Adventure, Family, Fantasy            ",6.3,0,    Michael Apted  ,      Ben Barnes,   Skandar Keynes,   Georgie Henley,   Will Poulter  ,142699,104390000
    Justice League  ,2017,PG-13,120," Action, Adventure, Fantasy            ",6.3,0,    Zack Snyder  ,      Ben Affleck,   Gal Gadot,   Jason Momoa,   Ezra Miller  ,389940,229020000
    Shrek Forever After  ,2010,PG,93," Animation, Adventure, Comedy            ",6.3,0,    Mike Mitchell  ,      Mike Myers,   Cameron Diaz,   Eddie Murphy,   Antonio Banderas  ,186181,238370000
    Dracula Untold  ,2014,PG-13,92," Action, Drama, Fantasy            ",6.3,0,    Gary Shore  ,      Luke Evans,   Dominic Cooper,   Sarah Gadon,   Art Parkinson  ,181048,56280000
    The Uninvited  ,2009,PG-13,87," Drama, Fantasy, Horror            ",6.3,0,    Charles Guard   ,       Emily Browning,   Arielle Ke  el,   Eliza eth Banks,   David Strathairn    ,76655,28570000
    The Nines  ,2007,R,100," Drama, Fantasy, Mystery            ",6.3,0,    John August  ,      Ryan Reynolds,   Hope Davis,   Melissa McCarthy,   Elle Fanning  ,32809,60000
