title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Dark Knight  ,2008,PG-13,152," Action, Crime, Drama            ",9.0,84,    Christopher Nolan  ,      Christian Bale,   Heath Ledger,   Aaron Eckhart,   Michael Caine  ,2321573,534860000
    Inception  ,2010,PG-13,148," Action, Adventure, Sci-Fi            ",8.8,74,    Christopher Nolan  ,      Leonardo DiCaprio,   Joseph Gordon-Levitt,   Elliot Page,   Ken Watana e  ,2085470,292580000
    Parasite  ,2019,R,132," Comedy, Drama, Thriller            ",8.6,96,    Bong Joon Ho  ,      Kang-ho Song,   Lee Sun-kyun,   Cho Yeo-jeong,   Choi Woo-sik  ,575451,53370000
    Raatchasan  ,2018,Not Rated,170," Action, Crime, Thriller            ",8.5,0,    Ram Kumar  ,      Vishnu Vishal,   Amala Paul,   Radha Ravi,   Sangili Murugan  ,26123,0
    The Prestige  ,2006,PG-13,130," Drama, Mystery, Sci-Fi            ",8.5,66,    Christopher Nolan  ,      Christian Bale,   Hugh Jackman,   Scarlett Johansson,   Michael Caine  ,1200476,53090000
    The Departed  ,2006,R,151," Crime, Drama, Thriller            ",8.5,85,    Martin Scorsese  ,      Leonardo DiCaprio,   Matt Damon,   Jack Nicholson,   Mark Wahl erg  ,1199471,132380000
    Joker  ,2019,R,122," Crime, Drama, Thriller            ",8.4,0,    Todd Phillips  ,      Joaquin Phoenix,   Ro ert De Niro,   Zazie Beetz,   Frances Conroy  ,961966,335450000
    Vikram Vedha  ,2017,Not Rated,147," Action, Crime, Drama            ",8.4,0,    Gayatri   ,       Madhavan,   Vijay Sethupathi,   Shraddha Srinath,   Kathir    ,29120,0
    Drishyam  ,2013,Not Rated,160," Crime, Drama, Thriller            ",8.4,0,    Jeethu Joseph  ,      Mohanlal,   Meena,   Asha Sharath,   Ansi a  ,33529,0
    The Lives of Others  ,2006,R,137," Drama, Mystery, Thriller            ",8.4,89,    Florian Henckel von Donnersmarck  ,      Ulrich Mhe,   Martina Gedeck,   Se astian Koch,   Ulrich Tukur  ,361559,11290000
    Old oy  ,2003,R,120," Action, Drama, Mystery            ",8.4,77,    Chan-wook Park  ,      Choi Min-sik,   Yoo Ji-Tae,   Kang Hye-jeong,   Kim Byeong-Ok  ,520020,710000
    Memento  ,2000,R,113," Mystery, Thriller            ",8.4,80,    Christopher Nolan  ,      Guy Pearce,   Carrie-Anne Moss,   Joe Pantoliano,   Mark Boone Junior  ,1133403,25540000
1917,2019,R,119," Drama, Thriller, War            ",8.3,78,    Sam Mendes  ,      Dean-Charles Chapman,   George MacKay,   Daniel Mays,   Colin Firth  ,441563,159230000
    Tum  ad  ,2018,Not Rated,104," Drama, Fantasy, Horror            ",8.3,0,    Rahi Anil Barve   ,    Sohum Shah,   Jyoti Malshe,   Anita Date,     ,28617,0
    Andhadhun  ,2018,Not Rated,139," Crime, Drama, Music            ",8.3,0,    Sriram Raghavan  ,      Ayushmann Khurrana,   Ta u,   Radhika Apte,   Anil Dhawan  ,73465,1370000
    Talvar  ,2015,Not Rated,132," Crime, Drama, Mystery            ",8.2,0,    Meghna Gulzar  ,      Irrfan Khan,   Konkona Sen Sharma,   Neeraj Ka i,   Sohum Shah  ,31393,340000
    Drishyam  ,2015,Not Rated,163," Crime, Drama, Mystery            ",8.2,0,    Nishikant Kamat  ,      Ajay Devgn,   Shriya Saran,   Ta u,   Rajat Kapoor  ,71792,740000
    Gangs of Wasseypur  ,2012,Not Rated,321," Action, Comedy, Crime            ",8.2,89,    Anurag Kashyap  ,      Manoj Bajpayee,   Richa Chadha,   Nawazuddin Siddiqui,   Tigmanshu Dhulia  ,83171,0
    Paan Singh Tomar  ,2012,Not Rated,135," Action, Biography, Crime            ",8.2,0,    Tigmanshu Dhulia  ,      Irrfan Khan,   Mahie Gill,   Rajesh A hay,   Hemendra Dandotiya  ,33401,40000
    The Secret in Their Eyes  ,2009,R,129," Drama, Mystery, Romance            ",8.2,80,    Juan Jos Campanella  ,      Ricardo Darn,   Soledad Villamil,   Pa lo Rago,   Carla Quevedo  ,194765,6390000
    Shutter Island  ,2010,R,138," Mystery, Thriller            ",8.2,63,    Martin Scorsese  ,      Leonardo DiCaprio,   Emily Mortimer,   Mark Ruffalo,   Ben Kingsley  ,1142487,128010000
    V for Vendetta  ,2005,R,132," Action, Drama, Sci-Fi            ",8.2,62,    James McTeigue  ,      Hugo Weaving,   Natalie Portman,   Rupert Graves,   Stephen Rea  ,1038925,70510000
    The Invisi le Guest  ,2016,TV-MA,106," Crime, Drama, Mystery            ",8.1,0,    Oriol Paulo  ,      Mario Casas,   Ana Wagener,   Jose Coronado,   Br ara Lennie  ,146638,0
    The Handmaiden  ,2016,Not Rated,145," Drama, Romance, Thriller            ",8.1,84,    Chan-wook Park  ,      Kim Min-hee,   Jung-woo Ha,   Cho Jin-woong,   So-ri Moon  ,116482,2010000
    The Blue Elephant  ,2014,Not Rated,170," Drama, Horror, Mystery            ",8.1,0,    Marwan Hamed  ,      Karim A del Aziz,   Khaled El-Sawi,   Nelly Karim,   Muhammad Mamdooh  ,26770,0
    Haider  ,2014,Not Rated,160," Action, Crime, Drama            ",8.1,0,    Vishal Bhardwaj  ,      Shahid Kapoor,   Ta u,   Shraddha Kapoor,   Kay Kay Menon  ,50646,900000
    Logan  ,2017,R,137," Action, Drama, Sci-Fi            ",8.1,77,    James Mangold  ,      Hugh Jackman,   Patrick Stewart,   Dafne Keen,   Boyd Hol rook  ,654602,226280000
    Room  ,2015,R,118," Drama, Thriller            ",8.1,86,    Lenny A rahamson  ,      Brie Larson,   Jaco  Trem lay,   Sean Bridgers,   Wendy Crewson  ,375787,14680000
    Wild Tales  ,2014,R,122," Comedy, Drama, Thriller            ",8.1,77,    Damin Szifron  ,      Daro Grandinetti,   Mara Marull,   Mnica Villa,   Diego Starosta  ,179088,3110000
    1 - Nenokkadine  ,2014,Not Rated,170," Action, Thriller            ",8.1,0,    Sukumar  ,      Mahesh Ba u,   Kriti Sanon,   Nassar,   Pradeep Singh Rawat  ,43225,0
    Gone Girl  ,2014,R,149," Drama, Mystery, Thriller            ",8.1,79,    David Fincher  ,      Ben Affleck,   Rosamund Pike,   Neil Patrick Harris,   Tyler Perry  ,869414,167770000
    Vishwaroopam  ,2013,Not Rated,148," Action, Thriller            ",8.1,0,    Kamal Haasan  ,      Pooja Kumar,   Miles Anderson,   Kamal Haasan,   Rahul Bose  ,38843,0
    Kahaani  ,2012,Not Rated,122," Mystery, Thriller            ",8.1,0,    Sujoy Ghosh  ,      Vidya Balan,   Param rata Chattopadhyay,   Indraneil Sengupta,   Nawazuddin Siddiqui  ,58107,1040000
    Prisoners  ,2013,R,153," Crime, Drama, Mystery            ",8.1,70,    Denis Villeneuve  ,      Hugh Jackman,   Jake Gyllenhaal,   Viola Davis,   Melissa Leo  ,607702,61000000
    Mad Max: Fury Road  ,2015,R,120," Action, Adventure, Sci-Fi            ",8.1,90,    George Miller  ,      Tom Hardy,   Charlize Theron,   Nicholas Hoult,   Zo Kravitz  ,889839,154060000
    A Wednesday  ,2008,Not Rated,104," Action, Crime, Drama            ",8.1,0,    Neeraj Pandey  ,      Anupam Kher,   Naseeruddin Shah,   Jimmy Sheirgill,   Aamir Bashir  ,74140,0
    No Country for Old Men  ,2007,R,122," Crime, Drama, Thriller            ",8.1,91,    Ethan Coen   ,       Tommy Lee Jones,   Javier Bardem,   Josh Brolin,   Woody Harrelson    ,864814,74280000
    Memories of Murder  ,2003,Not Rated,132," Crime, Drama, Mystery            ",8.1,82,    Bong Joon Ho  ,      Kang-ho Song,   Kim Sang-kyung,   Roe-ha Kim,   Jae-ho Song  ,142705,10000
    Kill Bill: Vol. 1  ,2003,R,111," Action, Crime, Drama            ",8.1,69,    Quentin Tarantino  ,      Uma Thurman,   David Carradine,   Daryl Hannah,   Michael Madsen  ,1007921,70100000
    Amores Perros  ,2000,R,154," Drama, Thriller            ",8.1,83,    Alejandro G. Irritu  ,      Emilio Echevarra,   Gael Garca Bernal,   Goya Toledo,   lvaro Guerrero  ,225102,5380000
    Ba y  ,2015,Not Rated,159," Action, Thriller            ",8.0,0,    Neeraj Pandey  ,      Akshay Kumar,   Danny Denzongpa,   Rana Daggu ati,   Taapsee Pannu  ,53038,0
    Special 26  ,2013,Not Rated,144," Crime, Drama, Thriller            ",8.0,0,    Neeraj Pandey  ,      Akshay Kumar,   Anupam Kher,   Manoj Bajpayee,   Jimmy Sheirgill  ,51322,1080000
    The Raid 2  ,2014,R,150," Action, Crime, Thriller            ",8.0,71,    Gareth Evans  ,      Iko Uwais,   Yayan Ruhian,   Arifin Putra,   Oka Antara  ,114932,2630000
    The Imitation Game  ,2014,PG-13,114," Biography, Drama, Thriller            ",8.0,73,    Morten Tyldum  ,      Benedict Cum er atch,   Keira Knightley,   Matthew Goode,   Allen Leech  ,691023,91130000
    Blade Runner 2049  ,2017,R,164," Action, Drama, Mystery            ",8.0,81,    Denis Villeneuve  ,      Harrison Ford,   Ryan Gosling,   Ana de Armas,   Dave Bautista  ,468421,92050000
    Elite Squad 2: The Enemy Within  ,2010,Not Rated,115," Action, Crime, Drama            ",8.0,71,    Jos Padilha  ,      Wagner Moura,   Irandhir Santos,   Andr Ramiro,   Milhem Cortaz  ,79527,100000
    The Breath  ,2009,0,128," Action, Drama, Thriller            ",8.0,0,    Levent Semerci   ,       Mete Horozoglu,   Ilker Kizmaz,   Baris Bagci,   zgr Eren Ko    ,31995,0
    Black Swan  ,2010,R,108," Drama, Thriller            ",8.0,79,    Darren Aronofsky  ,      Natalie Portman,   Mila Kunis,   Vincent Cassel,   Winona Ryder  ,703943,106950000
    Elite Squad  ,2007,R,115," Action, Crime, Drama            ",8.0,0,    Jos Padilha  ,      Wagner Moura,   Andr Ramiro,   Caio Junqueira,   Milhem Cortaz  ,98590,10000
    Blood Diamond  ,2006,R,143," Adventure, Drama, Thriller            ",8.0,64,    Edward Zwick  ,      Leonardo DiCaprio,   Djimon Hounsou,   Jennifer Connelly,   Kagiso Kuypers  ,502545,57370000
    The Bourne Ultimatum  ,2007,PG-13,115," Action, Mystery, Thriller            ",8.0,85,    Paul Greengrass  ,      Matt Damon,   Edgar Ramrez,   Joan Allen,   Julia Stiles  ,606657,227470000
    Sin City  ,2005,R,124," Crime, Thriller            ",8.0,74,    Frank Miller   ,    Mickey Rourke,   Clive Owen,   Bruce Willis,     ,740046,74100000
    Casino Royale  ,2006,PG-13,144," Action, Adventure, Thriller            ",8.0,80,    Martin Camp ell  ,      Daniel Craig,   Eva Green,   Judi Dench,   Jeffrey Wright  ,585074,167450000
    Kill Bill: Vol. 2  ,2004,R,137," Action, Crime, Thriller            ",8.0,83,    Quentin Tarantino  ,      Uma Thurman,   David Carradine,   Michael Madsen,   Daryl Hannah  ,688424,66210000
    Infernal Affairs  ,2002,R,101," Action, Crime, Drama            ",8.0,75,    Andrew Lau   ,       Andy Lau,   Tony Chiu-Wai Leung,   Anthony Chau-Sang Wong,   Eric Tsang    ,118302,170000
    Donnie Darko  ,2001,R,113," Drama, Mystery, Sci-Fi            ",8.0,88,    Richard Kelly  ,      Jake Gyllenhaal,   Jena Malone,   Mary McDonnell,   Holmes Os orne  ,744047,1480000
    Knives Out  ,2019,PG-13,130," Comedy, Crime, Drama            ",7.9,82,    Rian Johnson  ,      Daniel Craig,   Chris Evans,   Ana de Armas,   Jamie Lee Curtis  ,470649,165360000
    Nightcrawler  ,2014,R,117," Crime, Drama, Thriller            ",7.9,76,    Dan Gilroy  ,      Jake Gyllenhaal,   Rene Russo,   Bill Paxton,   Riz Ahmed  ,471771,32380000
    Thuppakki  ,2012,Not Rated,165," Action, Thriller            ",7.9,0,    A.R. Murugadoss  ,      Joseph Vijay,   Kajal Aggarwal,   Vidyut Jammwal,   Sathyan  ,25575,0
    X-Men: Days of Future Past  ,2014,PG-13,132," Action, Adventure, Sci-Fi            ",7.9,75,    Bryan Singer  ,      Patrick Stewart,   Ian McKellen,   Hugh Jackman,   James McAvoy  ,663726,233920000
    Waar  ,2013,0,130," Action, Crime, Drama            ",7.9,0,    Bilal Lashari  ,      Shaan Shahid,   Hamza Ali A  asi,   Shamoon A  asi,   Ayesha Khan  ,29390,0
    District 9  ,2009,R,112," Action, Sci-Fi, Thriller            ",7.9,81,    Neill Blomkamp  ,      Sharlto Copley,   David James,   Jason Cope,   Nathalie Boltt  ,640792,115650000
    In Bruges  ,2008,R,107," Comedy, Crime, Drama            ",7.9,67,    Martin McDonagh  ,      Colin Farrell,   Brendan Gleeson,   Ciarn Hinds,   Eliza eth Berrington  ,392386,7760000
    Mystic River  ,2003,R,138," Crime, Drama, Mystery            ",7.9,84,    Clint Eastwood  ,      Sean Penn,   Tim Ro  ins,   Kevin Bacon,   Emmy Rossum  ,421850,90140000
    Cow oy Be op: The Movie  ,2001,18SG,115," Animation, Action, Crime            ",7.9,61,    Shin  ichir Watana e   ,      Yoshiyuki Takei  ,    Beau Billingslea,   Melissa Fahn,,43203,1000000
    The Bourne Identity  ,2002,PG-13,119," Action, Mystery, Thriller            ",7.9,68,    Doug Liman  ,      Franka Potente,   Matt Damon,   Chris Cooper,   Clive Owen  ,511380,121660000
    Nine Queens  ,2000,R,114," Crime, Drama, Thriller            ",7.9,80,    Fa in Bielinsky  ,      Ricardo Darn,   Gastn Pauls,   Graciela Tenen aum,   Mara Mercedes Villagra  ,50000,1220000
    Children of Men  ,2006,R,109," Adventure, Drama, Sci-Fi            ",7.9,84,    Alfonso Cuarn  ,      Julianne Moore,   Clive Owen,   Chiwetel Ejiofor,   Michael Caine  ,467416,35550000
    Mulholland Drive  ,2001,R,147," Drama, Mystery, Thriller            ",7.9,85,    David Lynch  ,      Naomi Watts,   Laura Harring,   Justin Theroux,   Jeanne Bates  ,324813,7220000
    Raazi  ,2018,Not Rated,138," Action, Drama, Thriller            ",7.8,0,    Meghna Gulzar  ,      Alia Bhatt,   Vicky Kaushal,   Rajit Kapoor,   Shishir Sharma  ,25617,0
    Dunkirk  ,2017,PG-13,106," Action, Drama, History            ",7.8,94,    Christopher Nolan  ,      Fionn Whitehead,   Barry Keoghan,   Mark Rylance,   Tom Hardy  ,562406,188370000
    The Hateful Eight  ,2015,R,168," Crime, Drama, Mystery            ",7.8,68,    Quentin Tarantino  ,      Samuel L. Jackson,   Kurt Russell,   Jennifer Jason Leigh,   Walton Goggins  ,522776,54120000
    Confessions  ,2010,Not Rated,106," Drama, Thriller            ",7.8,0,    Tetsuya Nakashima  ,      Takako Matsu,   Yoshino Kimura,   Masaki Okada,   Yukito Nishii  ,35971,0
    I Saw the Devil  ,2010,Not Rated,144," Action, Crime, Drama            ",7.8,67,    Jee-woon Kim  ,      Lee Byung-Hun,   Choi Min-sik,   Jeon Gook-Hwan,   Ho-jin Chun  ,112665,130000
    The Girl with the Dragon Tattoo  ,2011,R,158," Crime, Drama, Mystery            ",7.8,71,    David Fincher  ,      Daniel Craig,   Rooney Mara,   Christopher Plummer,   Stellan Skarsgrd  ,426555,102520000
    Captain Phillips  ,2013,PG-13,134," Adventure, Biography, Crime            ",7.8,82,    Paul Greengrass  ,      Tom Hanks,   Barkhad A di,   Barkhad A dirahman,   Catherine Keener  ,424249,107100000
    The Man from Nowhere  ,2010,R,119," Action, Crime, Drama            ",7.8,0,    Jeong- eom Lee  ,      Won Bin,   Sae-ron Kim,   Tae-hoon Kim,   Hee-won Kim  ,63433,10000
    Mother  ,2009,R,129," Crime, Drama, Mystery            ",7.8,79,    Bong Joon Ho  ,      Hye-ja Kim,   Won Bin,   Jin Goo,   Je-mun Yun  ,53911,550000
    The Chaser  ,2008,Not Rated,125," Action, Crime, Thriller            ",7.8,64,    Hong-jin Na  ,      Kim Yoon-seok,   Jung-woo Ha,   Yeong-hie Seo,   Kim Yoo-Jeong  ,59099,0
    The White Ri  on  ,2009,R,144," Drama, History, Mystery            ",7.8,82,    Michael Haneke  ,      Christian Friedel,   Ernst Jaco i,   Leonie Benesch,   Ulrich Tukur  ,69089,2220000
    The Girl with the Dragon Tattoo  ,2009,R,152," Crime, Drama, Mystery            ",7.8,76,    Niels Arden Oplev  ,      Michael Nyqvist,   Noomi Rapace,   Ewa Frling,   Lena Endre  ,209657,10100000
    Skyfall  ,2012,PG-13,143," Action, Adventure, Thriller            ",7.8,81,    Sam Mendes  ,      Daniel Craig,   Javier Bardem,   Naomie Harris,   Judi Dench  ,633059,304360000
    The Trial of the Chicago 7  ,2020,R,129," Drama, History, Thriller            ",7.8,77,    Aaron Sorkin  ,      Eddie Redmayne,   Alex Sharp,   Sacha Baron Cohen,   Jeremy Strong  ,109157,0
    Taken  ,2008,PG-13,90," Action, Thriller            ",7.8,0,    Pierre Morel  ,      Liam Neeson,   Maggie Grace,   Famke Janssen,   Leland Orser  ,567016,145000000
    Apocalypto  ,2006,R,139," Action, Adventure, Drama            ",7.8,68,    Mel Gi son  ,      Gerardo Taracena,   Raoul Max Trujillo,   Dalia Hernndez,   Rudy Young lood  ,292519,50870000
    Hot Fuzz  ,2007,R,121," Action, Comedy, Mystery            ",7.8,81,    Edgar Wright  ,      Simon Pegg,   Nick Frost,   Martin Freeman,   Bill Nighy  ,466150,23640000
    Serenity  ,2005,PG-13,119," Action, Adventure, Sci-Fi            ",7.8,74,    Joss Whedon  ,      Nathan Fillion,   Gina Torres,   Chiwetel Ejiofor,   Alan Tudyk  ,284231,25510000
    Joint Security Area  ,2000,Not Rated,110," Action, Drama, Thriller            ",7.8,0,    Chan-wook Park  ,      Lee Yeong-ae,   Lee Byung-Hun,   Kang-ho Song,   Kim Tae-Woo  ,26830,0
    The Count of Monte Cristo  ,2002,PG-13,131," Action, Adventure, Drama            ",7.8,61,    Kevin Reynolds  ,      Jim Caviezel,   Guy Pearce,   Christopher Adamson,   JB Blanc  ,129649,54230000
    Wind River  ,2017,R,107," Crime, Drama, Mystery            ",7.7,73,    Taylor Sheridan  ,      Kelsey As ille,   Jeremy Renner,   Julia Jones,   Teo Briones  ,209624,33800000
    Get Out  ,2017,R,104," Horror, Mystery, Thriller            ",7.7,85,    Jordan Peele  ,      Daniel Kaluuya,   Allison Williams,   Bradley Whitford,   Catherine Keener  ,498949,176040000
    Mission: Impossi le - Fallout  ,2018,PG-13,147," Action, Adventure, Thriller            ",7.7,86,    Christopher McQuarrie  ,      Tom Cruise,   Henry Cavill,   Ving Rhames,   Simon Pegg  ,294544,220160000
    Kingsman: The Secret Service  ,2014,R,129," Action, Adventure, Comedy            ",7.7,0,    Matthew Vaughn  ,      Colin Firth,   Taron Egerton,   Samuel L. Jackson,   Michael Caine  ,594171,128260000
    Captain America: The Winter Soldier  ,2014,PG-13,136," Action, Adventure, Sci-Fi            ",7.7,70,    Anthony Russo   ,       Chris Evans,   Samuel L. Jackson,   Scarlett Johansson,   Ro ert Redford    ,742842,259770000
    Gravity  ,2013,PG-13,91," Drama, Sci-Fi, Thriller            ",7.7,96,    Alfonso Cuarn  ,      Sandra Bullock,   George Clooney,   Ed Harris,   Orto Ignatiussen  ,773093,274090000
    Argo  ,2012,R,120," Biography, Drama, Thriller            ",7.7,86,    Ben Affleck  ,      Ben Affleck,   Bryan Cranston,   John Goodman,   Alan Arkin  ,576336,136030000
    Paprika  ,2006,R,90," Animation, Drama, Fantasy            ",7.7,81,    Satoshi Kon  ,      Megumi Hayashi ara,   Tru Emori,   Katsunosuke Hori,   Tru Furuya  ,72217,880000
    Changeling  ,2008,R,141," Biography, Crime, Drama            ",7.7,63,    Clint Eastwood  ,      Angelina Jolie,   Colm Feore,   Amy Ryan,   Gattlin Griffith  ,240496,35740000
    Death Note  ,2006,Not Rated,126," Crime, Drama, Fantasy            ",7.7,0,    Shsuke Kaneko  ,         Tatsuya Fujiwara,  Ken    ichi Matsuyama,     Asaka Seto,     Y Kashii    ,28765,0
    Ex Machina  ,2014,R,108," Drama, Sci-Fi, Thriller            ",7.7,78,    Alex Garland  ,      Alicia Vikander,   Domhnall Gleeson,   Oscar Isaac,   Sonoya Mizuno  ,477798,25440000
    The Last King of Scotland  ,2006,R,123," Biography, Drama, History            ",7.7,74,    Kevin Macdonald  ,      James McAvoy,   Forest Whitaker,   Gillian Anderson,   Kerry Washington  ,176278,17610000
    Zodiac  ,2007,R,157," Crime, Drama, Mystery            ",7.7,78,    David Fincher  ,      Jake Gyllenhaal,   Ro ert Downey Jr.,   Mark Ruffalo,   Anthony Edwards  ,471873,33080000
    Lucky Num er Slevin  ,2006,R,110," Action, Crime, Drama            ",7.7,0,    Paul McGuigan  ,      Josh Hartnett,   Ben Kingsley,   Morgan Freeman,   Lucy Liu  ,300345,22490000
    Black Book  ,2006,R,145," Drama, Thriller, War            ",7.7,71,    Paul Verhoeven  ,      Carice van Houten,   Se astian Koch,   Thom Hoffman,   Halina Reijn  ,72942,4400000
    Crash  ,2004,R,112," Crime, Drama, Thriller            ",7.7,66,    Paul Haggis  ,      Don Cheadle,   Sandra Bullock,   Thandie Newton,   Karina Arroyave  ,421012,54580000
    The Bourne Supremacy  ,2004,PG-13,108," Action, Mystery, Thriller            ",7.7,73,    Paul Greengrass  ,      Matt Damon,   Franka Potente,   Joan Allen,   Brian Cox  ,436866,176240000
    The Machinist  ,2004,R,101," Drama, Thriller            ",7.7,61,    Brad Anderson  ,      Christian Bale,   Jennifer Jason Leigh,   Aitana Snchez-Gijn,   John Sharian  ,360667,1080000
    Man on Fire  ,2004,R,146," Action, Crime, Drama            ",7.7,0,    Tony Scott  ,      Denzel Washington,   Christopher Walken,   Dakota Fanning,   Radha Mitchell  ,331528,77910000
    Coraline  ,2009,PG,100," Animation, Drama, Family            ",7.7,80,    Henry Selick  ,      Dakota Fanning,   Teri Hatcher,   John Hodgman,   Jennifer Saunders  ,199166,75290000
    Road to Perdition  ,2002,R,117," Crime, Drama, Thriller            ",7.7,72,    Sam Mendes  ,      Tom Hanks,   Tyler Hoechlin,   Ro  Maxey,   Liam Aiken  ,248409,104450000
    The Experiment  ,2001,R,120," Drama, Thriller            ",7.7,0,    Oliver Hirsch iegel  ,      Moritz Blei treu,   Christian Berkel,   Oliver Stokowski,   Wotan Wilke Mhring  ,91111,140000
    Ocean' s Eleven  ,2001,PG-13,116," Crime, Thriller            ",7.7,74,    Steven Soder ergh  ,      George Clooney,   Brad Pitt,   Julia Ro erts,   Matt Damon  ,520218,183420000
    Training Day  ,2001,R,122," Crime, Drama, Thriller            ",7.7,69,    Antoine Fuqua  ,      Denzel Washington,   Ethan Hawke,   Scott Glenn,   Tom Berenger  ,394495,76630000
    Dark Waters  ,2019,PG-13,126," Biography, Drama, History            ",7.6,73,    Todd Haynes  ,      Mark Ruffalo,   Anne Hathaway,   Tim Ro  ins,   Bill Pullman  ,63944,0
    Mersal  ,2017,Not Rated,172," Action, Thriller            ",7.6,0,    Atlee Kumar  ,      Joseph Vijay,   Aakshath Das,   S.J. Suryah,   Kajal Aggarwal  ,25946,0
    Train to Busan  ,2016,Not Rated,118," Action, Horror, Thriller            ",7.6,72,    Sang-ho Yeon  ,      Gong Yoo,   Jung Yu-mi,   Ma Dong-seok,   Su-an Kim  ,169436,2130000
    Hotel Mum ai  ,2018,R,123," Action, Drama, History            ",7.6,62,    Anthony Maras  ,      Dev Patel,   Armie Hammer,   Nazanin Boniadi,   Anupam Kher  ,54232,9650000
    Victoria  ,2015,Not Rated,138," Crime, Drama, Romance            ",7.6,77,    Se astian Schipper  ,      Laia Costa,   Frederick Lau,   Franz Rogowski,   Burak Yigit  ,53474,0
    Ba y Driver  ,2017,R,113," Action, Crime, Drama            ",7.6,86,    Edgar Wright  ,      Ansel Elgort,   Jon Bernthal,   Jon Hamm,   Eiza Gonzlez  ,444825,107830000
    Bridge of Spies  ,2015,PG-13,142," Drama, History, Thriller            ",7.6,81,    Steven Spiel erg  ,      Tom Hanks,   Mark Rylance,   Alan Alda,   Amy Ryan  ,289980,72310000
    Sicario  ,2015,R,121," Action, Crime, Drama            ",7.6,82,    Denis Villeneuve  ,      Emily Blunt,   Josh Brolin,   Benicio Del Toro,   Jon Bernthal  ,374829,46890000
    Who Am I  ,2014,Not Rated,102," Crime, Drama, Mystery            ",7.6,0,    Baran  o Odar  ,         Tom Schilling,  Elyas M    Barek,     Wotan Wilke Mhring,     Antoine Monot Jr.    ,49675,0
    Hell or High Water  ,2016,R,102," Action, Crime, Drama            ",7.6,88,    David Mackenzie  ,      Chris Pine,   Ben Foster,   Jeff Bridges,   Gil Birmingham  ,205924,26860000
    The Body  ,2012,0,112," Mystery, Thriller            ",7.6,0,    Oriol Paulo  ,      Jose Coronado,   Hugo Silva,   Beln Rueda,   Aura Garrido  ,58439,0
    The Raid: Redemption  ,2011,R,101," Action, Thriller            ",7.6,73,    Gareth Evans  ,      Iko Uwais,   Ananda George,   Ray Sahetapy,   Donny Alamsyah  ,191530,4110000
    End of Watch  ,2012,R,109," Action, Crime, Drama            ",7.6,68,    David Ayer  ,      Jake Gyllenhaal,   Michael Pea,   Anna Kendrick,   America Ferrera  ,229362,41000000
    The Impossi le  ,2012,PG-13,114," Drama, History, Thriller            ",7.6,73,    J.A. Bayona  ,      Naomi Watts,   Ewan McGregor,   Tom Holland,   Oaklee Pendergast  ,202662,19020000
    Rise of the Planet of the Apes  ,2011,PG-13,105," Action, Drama, Sci-Fi            ",7.6,68,    Rupert Wyatt  ,      James Franco,   Andy Serkis,   Freida Pinto,   Karin Konoval  ,497654,176760000
    Celda 211  ,2009,0,113," Action, Adventure, Crime            ",7.6,0,    Daniel Monzn  ,      Luis Tosar,   Al erto Ammann,   Antonio Resines,   Manuel Morn  ,64177,0
    The Skin I Live In  ,2011,R,120," Drama, Horror, Thriller            ",7.6,70,    Pedro Almodvar  ,      Antonio Banderas,   Elena Anaya,   Jan Cornet,   Marisa Paredes  ,140130,3190000
    Sin Nom re  ,2009,R,96," Adventure, Crime, Drama            ",7.6,77,    Cary Joji Fukunaga  ,      Paulina Gaitan,   Marco Antonio Aguirre,   Leonardo Alonso,   Karla Cecilia Alvarado  ,31330,2530000
    The Wave  ,2008,Not Rated,107," Drama, Thriller            ",7.6,0,    Dennis Gansel  ,      Jrgen Vogel,   Frederick Lau,   Max Riemelt,   Jennifer Ulrich  ,103376,0
    Eastern Promises  ,2007,R,100," Action, Crime, Drama            ",7.6,82,    David Cronen erg  ,      Naomi Watts,   Viggo Mortensen,   Armin Mueller-Stahl,   Josef Altin  ,229070,17110000
    A Bittersweet Life  ,2005,Not Rated,119," Action, Crime, Drama            ",7.6,0,    Jee-woon Kim  ,      Lee Byung-Hun,   Shin Min-a,   Yeong-cheol Kim,   Hwang Jung-min  ,36822,0
    Inside Man  ,2006,R,129," Crime, Drama, Mystery            ",7.6,76,    Spike Lee  ,      Denzel Washington,   Clive Owen,   Jodie Foster,   Christopher Plummer  ,342738,88510000
    Gone Ba y Gone  ,2007,R,114," Crime, Drama, Mystery            ",7.6,72,    Ben Affleck  ,      Morgan Freeman,   Ed Harris,   Casey Affleck,   Michelle Monaghan  ,252171,20300000
    Lady Vengeance  ,2005,R,115," Crime, Drama, Thriller            ",7.6,75,    Chan-wook Park  ,      Nam-mi Kang,   Jeong-nam Choi,   Hye-Sook Go,   Bok-hwa Baek  ,72535,210000
    The Illusionist  ,2006,PG-13,110," Drama, Fantasy, Mystery            ",7.6,68,    Neil Burger  ,      Edward Norton,   Jessica Biel,   Paul Giamatti,   Rufus Sewell  ,355968,39870000
    Sophie Scholl: The Final Days  ,2005,Not Rated,120," Biography, Crime, Drama            ",7.6,76,    Marc Rothemund  ,      Julia Jentsch,   Fa ian Hinrichs,   Alexander Held,   Johanna Gastdorf  ,26574,680000
