title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
"Lock, Stock and Two Smoking Barrels",1998),R,107," Action, Comedy, Crime            ",8.2,66        ,Guy Ritchie,"['Jason Flemyng, ', 'Dexter Fletcher, ', 'Nick Moran, ', 'Jason Statham', '']",538976,$3.90M
Andaz Apna Apna,1994),PG,160," Action, Comedy, Romance            ",8.2,0,Rajkumar Santoshi,"['Aamir Khan, ', 'Salman Khan, ', 'Raveena Tandon, ', 'Karisma Kapoor', '']",49514,0
Time of the Gypsies,1988),R,142," Comedy, Crime, Drama            ",8.2,0,Emir Kusturica,"['Davor Dujmovic, ', 'Bora Todorovic, ', 'Ljubica Adzovic, ', 'Husnija Hasimovic', '']",27172,$0.28M
Sholay,1975),Not Rated,162," Action, Adventure, Comedy            ",8.2,0,Ramesh Sippy,"['Sanjeev Kumar, ', 'Dharmendra, ', 'Amitabh Bachchan, ', 'Amjad Khan', '']",51552,0
Monty Python and the Holy Grail,1975),PG,91," Adventure, Comedy, Fantasy            ",8.2,91        ,"Terry Gilliam, ","['    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Gilliam']",503529,$1.23M
Some Like It Hot,1959),Passed,121," Comedy, Music, Romance            ",8.2,98        ,Billy Wilder,"['Marilyn Monroe, ', 'Tony Curtis, ', 'Jack Lemmon, ', 'George Raft', '']",245703,$25.00M
To Be or Not to Be,1942),Passed,99," Comedy, War            ",8.2,86        ,Ernst Lubitsch,"['Carole Lombard, ', 'Jack Benny, ', 'Robert Stack, ', 'Felix Bressart', '']",30563,0
The Gold Rush,1925),Passed,95," Adventure, Comedy, Drama            ",8.2,0,Charles Chaplin,"['Charles Chaplin, ', 'Mack Swain, ', 'Tom Murray, ', 'Henry Bergman', '']",102013,$5.45M
Sherlock Jr.,1924),Passed,45," Action, Comedy, Romance            ",8.2,0,Buster Keaton,"['Buster Keaton, ', 'Kathryn McGuire, ', 'Joe Keaton, ', 'Erwin Connelly', '']",42644,$0.98M
"Three Billboards Outside Ebbing, Missouri",2017),R,115," Comedy, Crime, Drama            ",8.1,88        ,Martin McDonagh,"['Frances McDormand, ', 'Woody Harrelson, ', 'Sam Rockwell, ', 'Caleb Landry Jones', '']",439692,$54.51M
Wild Tales,2014),R,122," Comedy, Drama, Thriller            ",8.1,77        ,Damián Szifron,"['Darío Grandinetti, ', 'María Marull, ', 'Mónica Villa, ', 'Diego Starosta', '']",179088,$3.11M
Soul,2020),PG,100," Animation, Adventure, Comedy            ",8.1,83        ,"Pete Docter, ","['    Stars:', 'Jamie Foxx, ', 'Tina Fey, ', 'Graham Norton, ', 'Rachel House']",199526,0
PK,2014),Not Rated,153," Comedy, Drama, Musical            ",8.1,0,Rajkumar Hirani,"['Aamir Khan, ', 'Anushka Sharma, ', 'Sanjay Dutt, ', 'Boman Irani', '']",164401,$10.62M
OMG: Oh My God!,2012),Not Rated,125," Comedy, Drama, Fantasy            ",8.1,0,Umesh Shukla,"['Paresh Rawal, ', 'Akshay Kumar, ', 'Mithun Chakraborty, ', 'Mahesh Manjrekar', '']",52083,$0.92M
The Grand Budapest Hotel,2014),R,99," Adventure, Comedy, Crime            ",8.1,88        ,Wes Anderson,"['Ralph Fiennes, ', 'F. Murray Abraham, ', 'Mathieu Amalric, ', 'Adrien Brody', '']",715702,$59.10M
Inside Out,I) (2015),PG,95," Animation, Adventure, Comedy            ",8.1,94        ,"Pete Docter, ","['    Stars:', 'Amy Poehler, ', 'Bill Hader, ', 'Lewis Black, ', 'Mindy Kaling']",623223,$356.46M
Barfi!,2012),Not Rated,151," Comedy, Drama, Romance            ",8.1,0,Anurag Basu,"['Ranbir Kapoor, ', 'Priyanka Chopra, ', ""Ileana D'Cruz, "", 'Saurabh Shukla', '']",76133,$2.80M
Zindagi Na Milegi Dobara,2011),Not Rated,155," Comedy, Drama            ",8.1,0,Zoya Akhtar,"['Hrithik Roshan, ', 'Farhan Akhtar, ', 'Abhay Deol, ', 'Katrina Kaif', '']",68445,$3.11M
Mary and Max,2009),Not Rated,92," Animation, Comedy, Drama            ",8.1,0,Adam Elliot,"['Toni Collette, ', 'Philip Seymour Hoffman, ', 'Eric Bana, ', 'Barry Humphries', '']",165507,0
Lage Raho Munna Bhai,2006),Not Rated,144," Comedy, Drama, Romance            ",8.1,0,Rajkumar Hirani,"['Sanjay Dutt, ', 'Arshad Warsi, ', 'Vidya Balan, ', 'Boman Irani', '']",43350,$2.22M
Munna Bhai M.B.B.S.,2003),Not Rated,156," Comedy, Drama            ",8.1,0,Rajkumar Hirani,"['Sanjay Dutt, ', 'Arshad Warsi, ', 'Gracy Singh, ', 'Sunil Dutt', '']",74419,0
Dil Chahta Hai,2001),Not Rated,183," Comedy, Drama, Romance            ",8.1,0,Farhan Akhtar,"['Aamir Khan, ', 'Saif Ali Khan, ', 'Akshaye Khanna, ', 'Preity Zinta', '']",67117,$0.30M
Finding Nemo,2003),G,100," Animation, Adventure, Comedy            ",8.1,90        ,"Andrew Stanton, ","['    Stars:', 'Albert Brooks, ', 'Ellen DeGeneres, ', 'Alexander Gould, ', 'Willem Dafoe']",955707,$380.84M
"Monsters, Inc.",2001),G,92," Animation, Adventure, Comedy            ",8.1,79        ,"Pete Docter, ","['| ', '    Stars:', 'Billy Crystal, ', 'John Goodman, ', 'Mary Gibbs, ']",821554,$289.92M
The Truman Show,1998),PG,103," Comedy, Drama            ",8.1,90        ,Peter Weir,"['Jim Carrey, ', 'Ed Harris, ', 'Laura Linney, ', 'Noah Emmerich', '']",948893,$125.62M
"Black Cat, White Cat",1998),R,127," Comedy, Crime, Romance            ",8.1,73        ,Emir Kusturica,"['Bajram Severdzan, ', ""Srdjan 'Zika' Todorovic, "", 'Branka Katic, ', 'Florijan Ajdini', '']",51139,$0.35M
The Big Lebowski,1998),R,117," Comedy, Crime, Sport            ",8.1,71        ,"Joel Coen, ","['    Stars:', 'Jeff Bridges, ', 'John Goodman, ', 'Julianne Moore, ', 'Steve Buscemi']",737381,$17.50M
Underground,1995),Not Rated,167," Comedy, Drama, Fantasy            ",8.1,0,Emir Kusturica,"[""Predrag 'Miki' Manojlovic, "", 'Lazar Ristovski, ', 'Mirjana Jokovic, ', 'Slavko Stimac', '']",55489,$0.17M
Chungking Express,1994),PG-13,102," Comedy, Crime, Drama            ",8.1,77        ,Kar-Wai Wong,"['Brigitte Lin, ', 'Takeshi Kaneshiro, ', 'Tony Chiu-Wai Leung, ', 'Faye Wong', '']",64252,$0.60M
Dead Poets Society,1989),PG,128," Comedy, Drama            ",8.1,79        ,Peter Weir,"['Robin Williams, ', 'Robert Sean Leonard, ', 'Ethan Hawke, ', 'Josh Charles', '']",430341,$95.86M
Monty Python's Life of Brian,1979),R,94, Comedy            ,8.1,77        ,Terry Jones,"['Graham Chapman, ', 'John Cleese, ', 'Michael Palin, ', 'Terry Gilliam', '']",369570,$20.05M
Paper Moon,1973),PG,102," Comedy, Crime, Drama            ",8.1,77        ,Peter Bogdanovich,"[""Ryan O'Neal, "", ""Tatum O'Neal, "", 'Madeline Kahn, ', 'John Hillerman', '']",42569,$30.93M
Sanjuro,1962),Not Rated,96," Action, Comedy, Crime            ",8.1,0,Akira Kurosawa,"['Toshirô Mifune, ', 'Tatsuya Nakadai, ', 'Keiju Kobayashi, ', 'Yûnosuke Itô', '']",33474,0
The Shop Around the Corner,1940),Not Rated,99," Comedy, Drama, Romance            ",8.1,96        ,Ernst Lubitsch,"['Margaret Sullavan, ', 'James Stewart, ', 'Frank Morgan, ', 'Joseph Schildkraut', '']",28704,$0.20M
Mr. Smith Goes to Washington,1939),Passed,129," Comedy, Drama            ",8.1,73        ,Frank Capra,"['James Stewart, ', 'Jean Arthur, ', 'Claude Rains, ', 'Edward Arnold', '']",107630,$9.60M
It Happened One Night,1934),Approved,105," Comedy, Romance            ",8.1,87        ,Frank Capra,"['Clark Gable, ', 'Claudette Colbert, ', 'Walter Connolly, ', 'Roscoe Karns', '']",94814,$4.36M
The Circus,1928),Passed,72," Comedy, Romance            ",8.1,90        ,Charles Chaplin,"['Charles Chaplin, ', 'Merna Kennedy, ', 'Al Ernest Garcia, ', 'Harry Crocker', '']",30539,0
The General,1926),Passed,67," Action, Adventure, Comedy            ",8.1,0,"Clyde Bruckman, ","['    Stars:', 'Buster Keaton, ', 'Marion Mack, ', 'Glen Cavender, ', 'Jim Farley']",81828,$1.03M
Badhaai Ho,2018),Not Rated,124," Comedy, Drama            ",8.0,0,Amit Ravindernath Sharma,"['Ayushmann Khurrana, ', 'Neena Gupta, ', 'Gajraj Rao, ', 'Sanya Malhotra', '']",28294,0
Bajrangi Bhaijaan,2015),Not Rated,163," Action, Adventure, Comedy            ",8.0,0,Kabir Khan,"['Salman Khan, ', 'Harshaali Malhotra, ', 'Nawazuddin Siddiqui, ', 'Kareena Kapoor', '']",72801,$8.18M
La La Land,2016),PG-13,128," Comedy, Drama, Music            ",8.0,94        ,Damien Chazelle,"['Ryan Gosling, ', 'Emma Stone, ', 'Rosemarie DeWitt, ', 'J.K. Simmons', '']",511748,$151.10M
Zootopia,2016),PG,108," Animation, Adventure, Comedy            ",8.0,78        ,"Byron Howard, ","['| ', '    Stars:', 'Ginnifer Goodwin, ', 'Jason Bateman, ', 'Idris Elba, ']",437996,$341.27M
Guardians of the Galaxy,2014),PG-13,121," Action, Adventure, Comedy            ",8.0,76        ,James Gunn,"['Chris Pratt, ', 'Vin Diesel, ', 'Bradley Cooper, ', 'Zoe Saldana', '']",1051098,$333.18M
Deadpool,2016),R,108," Action, Adventure, Comedy            ",8.0,65        ,Tim Miller,"['Ryan Reynolds, ', 'Morena Baccarin, ', 'T.J. Miller, ', 'Ed Skrein', '']",910336,$363.07M
G.O.R.A.,2004),0,127," Adventure, Comedy, Sci-Fi            ",8.0,0,Ömer Faruk Sorak,"['Cem Yilmaz, ', 'Özge Özberk, ', 'Ozan Güven, ', 'Safak Sezer', '']",57499,0
Ratatouille,2007),G,111," Animation, Adventure, Comedy            ",8.0,96        ,"Brad Bird, ","['    Stars:', 'Brad Garrett, ', 'Lou Romano, ', 'Patton Oswalt, ', 'Ian Holm']",646831,$206.45M
My Sassy Girl,2001),Not Rated,137," Comedy, Drama, Romance            ",8.0,0,Jae-young Kwak,"['Tae-Hyun Cha, ', 'Jun Ji-Hyun, ', 'In-mun Kim, ', 'Song Wok-suk', '']",45574,0
Vizontele,2001),0,110," Comedy, Drama            ",8.0,0,"Yilmaz Erdogan, ","['    Stars:', 'Yilmaz Erdogan, ', 'Demet Akbag, ', 'Altan Erkekli, ', 'Cem Yilmaz']",33863,0
The Iron Giant,1999),PG,86," Animation, Action, Adventure            ",8.0,85        ,Brad Bird,"['Eli Marienthal, ', 'Harry Connick Jr., ', 'Jennifer Aniston, ', 'Vin Diesel', '']",173221,$23.16M
Knockin' on Heaven's Door,1997),Not Rated,87," Action, Crime, Comedy            ",8.0,0,Thomas Jahn,"['Til Schweiger, ', 'Jan Josef Liefers, ', 'Thierry van Werveke, ', 'Moritz Bleibtreu', '']",27915,$0.00M
Secrets & Lies,1996),R,136," Comedy, Drama            ",8.0,91        ,Mike Leigh,"['Timothy Spall, ', 'Brenda Blethyn, ', 'Phyllis Logan, ', 'Claire Rushbrook', '']",37980,$13.42M
Groundhog Day,1993),PG,101," Comedy, Fantasy, Romance            ",8.0,72        ,Harold Ramis,"['Bill Murray, ', 'Andie MacDowell, ', 'Chris Elliott, ', 'Stephen Tobolowsky', '']",582774,$70.91M
Aladdin,1992),G,90," Animation, Adventure, Comedy            ",8.0,86        ,"Ron Clements, ","['    Stars:', 'Scott Weinger, ', 'Robin Williams, ', 'Linda Larkin, ', 'Jonathan Freeman']",375973,$217.35M
Do the Right Thing,1989),R,120," Comedy, Drama            ",8.0,93        ,Spike Lee,"['Danny Aiello, ', 'Ossie Davis, ', 'Ruby Dee, ', 'Richard Edson', '']",90773,$27.55M
Being There,1979),PG,130," Comedy, Drama            ",8.0,83        ,Hal Ashby,"['Peter Sellers, ', 'Shirley MacLaine, ', 'Melvyn Douglas, ', 'Jack Warden', '']",66084,$30.18M
Annie Hall,1977),PG,93," Comedy, Romance            ",8.0,92        ,Woody Allen,"['Woody Allen, ', 'Diane Keaton, ', 'Tony Roberts, ', 'Carol Kane', '']",252933,$39.20M
Young Frankenstein,1974),PG,106, Comedy            ,8.0,80        ,Mel Brooks,"['Gene Wilder, ', 'Madeline Kahn, ', 'Marty Feldman, ', 'Peter Boyle', '']",144235,$86.30M
The Graduate,1967),PG,106," Comedy, Drama, Romance            ",8.0,83        ,Mike Nichols,"['Dustin Hoffman, ', 'Anne Bancroft, ', 'Katharine Ross, ', 'William Daniels', '']",255071,$104.95M
La Dolce Vita,1960),Not Rated,174," Comedy, Drama            ",8.0,95        ,Federico Fellini,"['Marcello Mastroianni, ', 'Anita Ekberg, ', 'Anouk Aimée, ', 'Yvonne Furneaux', '']",67143,$19.52M
Stalag 17,1953),Not Rated,120," Comedy, Drama, War            ",8.0,84        ,Billy Wilder,"['William Holden, ', 'Don Taylor, ', 'Otto Preminger, ', 'Robert Strauss', '']",51242,0
Roman Holiday,1953),Not Rated,118," Comedy, Romance            ",8.0,78        ,William Wyler,"['Gregory Peck, ', 'Audrey Hepburn, ', 'Eddie Albert, ', 'Hartley Power', '']",128112,0
Kind Hearts and Coronets,1949),Not Rated,106," Comedy, Crime            ",8.0,0,Robert Hamer,"['Dennis Price, ', 'Alec Guinness, ', 'Valerie Hobson, ', 'Joan Greenwood', '']",34707,0
Arsenic and Old Lace,1942),Not Rated,118," Comedy, Crime, Thriller            ",8.0,0,Frank Capra,"['Cary Grant, ', 'Priscilla Lane, ', 'Raymond Massey, ', 'Jack Carson', '']",65459,0
The Rules of the Game,1939),Not Rated,110," Comedy, Drama            ",8.0,0,Jean Renoir,"['Marcel Dalio, ', 'Nora Gregor, ', 'Paulette Dubost, ', 'Mila Parély', '']",26890,0
The Thin Man,1934),TV-PG,91," Comedy, Crime, Mystery            ",8.0,86        ,W.S. Van Dyke,"['William Powell, ', 'Myrna Loy, ', ""Maureen O'Sullivan, "", 'Nat Pendleton', '']",26829,0
Knives Out,2019),PG-13,130," Comedy, Crime, Drama            ",7.9,82        ,Rian Johnson,"['Daniel Craig, ', 'Chris Evans, ', 'Ana de Armas, ', 'Jamie Lee Curtis', '']",470649,$165.36M
Marriage Story,2019),R,137," Comedy, Drama, Romance            ",7.9,94        ,Noah Baumbach,"['Adam Driver, ', 'Scarlett Johansson, ', 'Julia Greer, ', 'Azhy Robertson', '']",251993,$2.00M
Isle of Dogs,2018),PG-13,101," Animation, Adventure, Comedy            ",7.9,82        ,Wes Anderson,"['Bryan Cranston, ', 'Koyu Rankin, ', 'Edward Norton, ', 'Bob Balaban', '']",141498,$32.02M
Hunt for the Wilderpeople,2016),PG-13,101," Adventure, Comedy, Drama            ",7.9,81        ,Taika Waititi,"['Sam Neill, ', 'Julian Dennison, ', 'Rima Te Wiata, ', 'Rachel House', '']",113170,$5.20M
Captain Fantastic,2016),R,118," Comedy, Drama            ",7.9,72        ,Matt Ross,"['Viggo Mortensen, ', 'George MacKay, ', 'Samantha Isler, ', 'Annalise Basso', '']",192522,$5.88M
Sing Street,2016),PG-13,106," Comedy, Drama, Music            ",7.9,79        ,John Carney,"['Ferdia Walsh-Peelo, ', 'Aidan Gillen, ', 'Maria Doyle Kennedy, ', 'Jack Reynor', '']",85859,$3.24M
Thor: Ragnarok,2017),PG-13,130," Action, Adventure, Comedy            ",7.9,74        ,Taika Waititi,"['Chris Hemsworth, ', 'Tom Hiddleston, ', 'Cate Blanchett, ', 'Mark Ruffalo', '']",597099,$315.06M
