title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
The Invisible Guest,2016),TV-MA,106," Crime, Drama, Mystery            ",8.1,0,Oriol Paulo,"['Mario Casas, ', 'Ana Wagener, ', 'Jose Coronado, ', 'Bárbara Lennie', '']",146638,0
The Blue Elephant,2014),Not Rated,170," Drama, Horror, Mystery            ",8.1,0,Marwan Hamed,"['Karim Abdel Aziz, ', 'Khaled El-Sawi, ', 'Nelly Karim, ', 'Muhammad Mamdooh', '']",26770,0
Gone Girl,2014),R,149," Drama, Mystery, Thriller            ",8.1,79        ,David Fincher,"['Ben Affleck, ', 'Rosamund Pike, ', 'Neil Patrick Harris, ', 'Tyler Perry', '']",869414,$167.77M
Kahaani,2012),Not Rated,122," Mystery, Thriller            ",8.1,0,Sujoy Ghosh,"['Vidya Balan, ', 'Parambrata Chattopadhyay, ', 'Indraneil Sengupta, ', 'Nawazuddin Siddiqui', '']",58107,$1.04M
Prisoners,2013),R,153," Crime, Drama, Mystery            ",8.1,70        ,Denis Villeneuve,"['Hugh Jackman, ', 'Jake Gyllenhaal, ', 'Viola Davis, ', 'Melissa Leo', '']",607702,$61.00M
A Wednesday,2008),Not Rated,104," Action, Crime, Drama            ",8.1,0,Neeraj Pandey,"['Anupam Kher, ', 'Naseeruddin Shah, ', 'Jimmy Sheirgill, ', 'Aamir Bashir', '']",74140,0
Harry Potter and the Deathly Hallows: Part 2,2011),PG-13,130," Adventure, Drama, Fantasy            ",8.1,85        ,David Yates,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Michael Gambon', '']",771110,$381.01M
Memories of Murder,2003),Not Rated,132," Crime, Drama, Mystery            ",8.1,82        ,Bong Joon Ho,"['Kang-ho Song, ', 'Kim Sang-kyung, ', 'Roe-ha Kim, ', 'Jae-ho Song', '']",142705,$0.01M
The Sixth Sense,1999),PG-13,107," Drama, Mystery, Thriller            ",8.1,64        ,M. Night Shyamalan,"['Bruce Willis, ', 'Haley Joel Osment, ', 'Toni Collette, ', 'Olivia Williams', '']",916533,$293.51M
Three Colors: Red,1994),R,99," Drama, Mystery, Romance            ",8.1,100        ,Krzysztof Kieslowski,"['Irène Jacob, ', 'Jean-Louis Trintignant, ', 'Frédérique Feder, ', 'Jean-Pierre Lorit', '']",91901,$4.04M
Chungking Express,1994),PG-13,102," Comedy, Crime, Drama            ",8.1,77        ,Kar-Wai Wong,"['Brigitte Lin, ', 'Takeshi Kaneshiro, ', 'Tony Chiu-Wai Leung, ', 'Faye Wong', '']",64253,$0.60M
The Thing,1982),R,109," Horror, Mystery, Sci-Fi            ",8.1,0,John Carpenter,"['Kurt Russell, ', 'Wilford Brimley, ', 'Keith David, ', 'Richard Masur', '']",374100,$13.78M
Chinatown,1974),R,130," Drama, Mystery, Thriller            ",8.1,92        ,Roman Polanski,"['Jack Nicholson, ', 'Faye Dunaway, ', 'John Huston, ', 'Perry Lopez', '']",296751,$8.49M
Solaris,1972),PG,167," Drama, Mystery, Sci-Fi            ",8.1,90        ,Andrei Tarkovsky,"['Natalya Bondarchuk, ', 'Donatas Banionis, ', 'Jüri Järvet, ', 'Vladislav Dvorzhetskiy', '']",81879,0
Le Samouraï,1967),GP,101," Crime, Drama, Mystery            ",8.1,0,Jean-Pierre Melville,"['Alain Delon, ', 'François Périer, ', 'Nathalie Delon, ', 'Cathy Rosier', '']",45941,$0.04M
The Third Man,1949),Approved,93," Film-Noir, Mystery, Thriller            ",8.1,97        ,Carol Reed,"['Orson Welles, ', 'Joseph Cotten, ', 'Alida Valli, ', 'Trevor Howard', '']",159689,$0.45M
Rebecca,1940),Approved,130," Drama, Mystery, Romance            ",8.1,86        ,Alfred Hitchcock,"['Laurence Olivier, ', 'Joan Fontaine, ', 'George Sanders, ', 'Judith Anderson', '']",124944,$4.36M
The Cabinet of Dr. Caligari,1920),Not Rated,67," Fantasy, Horror, Mystery            ",8.1,0,Robert Wiene,"['Werner Krauss, ', 'Conrad Veidt, ', 'Friedrich Feher, ', 'Lil Dagover', '']",57890,0
Zootopia,2016),PG,108," Animation, Adventure, Comedy            ",8.0,78        ,"Byron Howard, ","['| ', '    Stars:', 'Ginnifer Goodwin, ', 'Jason Bateman, ', 'Idris Elba, ']",438001,$341.27M
Blade Runner 2049,2017),R,164," Action, Drama, Mystery            ",8.0,81        ,Denis Villeneuve,"['Harrison Ford, ', 'Ryan Gosling, ', 'Ana de Armas, ', 'Dave Bautista', '']",468421,$92.05M
Darbareye Elly,2009),TV-PG,119," Drama, Mystery            ",8.0,87        ,Asghar Farhadi,"['Golshifteh Farahani, ', 'Shahab Hosseini, ', 'Taraneh Alidoosti, ', ""Merila Zare'i"", '']",46465,$0.11M
The Bourne Ultimatum,2007),PG-13,115," Action, Mystery, Thriller            ",8.0,85        ,Paul Greengrass,"['Matt Damon, ', 'Edgar Ramírez, ', 'Joan Allen, ', 'Julia Stiles', '']",606657,$227.47M
Infernal Affairs,2002),R,101," Action, Crime, Drama            ",8.0,75        ,"Andrew Lau, ","['    Stars:', 'Andy Lau, ', 'Tony Chiu-Wai Leung, ', 'Anthony Chau-Sang Wong, ', 'Eric Tsang']",118302,$0.17M
Donnie Darko,2001),R,113," Drama, Mystery, Sci-Fi            ",8.0,88        ,Richard Kelly,"['Jake Gyllenhaal, ', 'Jena Malone, ', 'Mary McDonnell, ', 'Holmes Osborne', '']",744047,$1.48M
Perfect Blue,1997),R,81," Animation, Crime, Mystery            ",8.0,0,Satoshi Kon,"['Junko Iwao, ', 'Rica Matsumoto, ', 'Shinpachi Tsuji, ', 'Masaaki Ôkura', '']",59459,$0.78M
12 Monkeys,1995),R,129," Mystery, Sci-Fi, Thriller            ",8.0,74        ,Terry Gilliam,"['Bruce Willis, ', 'Madeleine Stowe, ', 'Brad Pitt, ', 'Joseph Melito', '']",581535,$57.14M
Ghost in the Shell,1995),TV-MA,83," Animation, Action, Crime            ",8.0,76        ,Mamoru Oshii,"['Atsuko Tanaka, ', 'Iemasa Kayumi, ', 'Akio Ôtsuka, ', 'Kôichi Yamadera', '']",130422,$0.52M
Sleuth,1972),PG,138," Mystery, Thriller            ",8.0,0,Joseph L. Mankiewicz,"['Laurence Olivier, ', 'Michael Caine, ', 'Alec Cawthorne, ', 'John Matthews', '']",44937,$4.08M
Anatomy of a Murder,1959),Not Rated,161," Crime, Drama, Mystery            ",8.0,95        ,Otto Preminger,"['James Stewart, ', 'Lee Remick, ', 'Ben Gazzara, ', ""Arthur O'Connell"", '']",60223,$11.90M
Diabolique,1955),Not Rated,117," Crime, Drama, Horror            ",8.0,0,Henri-Georges Clouzot,"['Simone Signoret, ', 'Véra Clouzot, ', 'Paul Meurisse, ', 'Charles Vanel', '']",61790,0
In a Lonely Place,1950),Not Rated,94," Drama, Film-Noir, Mystery            ",8.0,0,Nicholas Ray,"['Humphrey Bogart, ', 'Gloria Grahame, ', 'Frank Lovejoy, ', 'Carl Benton Reid', '']",27147,0
Rope,1948),Approved,80," Crime, Drama, Mystery            ",8.0,73        ,Alfred Hitchcock,"['James Stewart, ', 'John Dall, ', 'Farley Granger, ', 'Dick Hogan', '']",130806,0
Laura,1944),Passed,88," Drama, Film-Noir, Mystery            ",8.0,0,Otto Preminger,"['Gene Tierney, ', 'Dana Andrews, ', 'Clifton Webb, ', 'Vincent Price', '']",42997,$4.36M
The Maltese Falcon,1941),Not Rated,100," Film-Noir, Mystery            ",8.0,96        ,John Huston,"['Humphrey Bogart, ', 'Mary Astor, ', 'Gladys George, ', 'Peter Lorre', '']",149652,$2.11M
The Thin Man,1934),TV-PG,91," Comedy, Crime, Mystery            ",8.0,86        ,W.S. Van Dyke,"['William Powell, ', 'Myrna Loy, ', ""Maureen O'Sullivan, "", 'Nat Pendleton', '']",26829,0
Knives Out,2019),PG-13,130," Comedy, Crime, Drama            ",7.9,82        ,Rian Johnson,"['Daniel Craig, ', 'Chris Evans, ', 'Ana de Armas, ', 'Jamie Lee Curtis', '']",470649,$165.36M
Moon,2009),R,97," Drama, Mystery, Sci-Fi            ",7.9,67        ,Duncan Jones,"['Sam Rockwell, ', 'Kevin Spacey, ', 'Dominique McElligott, ', 'Rosie Shaw', '']",336763,$5.01M
The Man from Earth,2007),Not Rated,87," Drama, Fantasy, Mystery            ",7.9,0,Richard Schenkman,"['David Lee Smith, ', 'Tony Todd, ', 'John Billingsley, ', 'Ellen Crawford', '']",175129,0
Mystic River,2003),R,138," Crime, Drama, Mystery            ",7.9,84        ,Clint Eastwood,"['Sean Penn, ', 'Tim Robbins, ', 'Kevin Bacon, ', 'Emmy Rossum', '']",421850,$90.14M
Harry Potter and the Prisoner of Azkaban,2004),PG,142," Adventure, Family, Fantasy            ",7.9,82        ,Alfonso Cuarón,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Richard Griffiths', '']",557187,$249.36M
Talk to Her,2002),R,112," Drama, Mystery, Romance            ",7.9,86        ,Pedro Almodóvar,"['Rosario Flores, ', 'Javier Cámara, ', 'Darío Grandinetti, ', 'Leonor Watling', '']",105142,$9.28M
The Bourne Identity,2002),PG-13,119," Action, Mystery, Thriller            ",7.9,68        ,Doug Liman,"['Franka Potente, ', 'Matt Damon, ', 'Chris Cooper, ', 'Clive Owen', '']",511380,$121.66M
Mulholland Drive,2001),R,147," Drama, Mystery, Thriller            ",7.9,85        ,David Lynch,"['Naomi Watts, ', 'Laura Harring, ', 'Justin Theroux, ', 'Jeanne Bates', '']",324813,$7.22M
Three Colors: Blue,1993),R,94," Drama, Music, Mystery            ",7.9,85        ,Krzysztof Kieslowski,"['Juliette Binoche, ', 'Zbigniew Zamachowski, ', 'Julie Delpy, ', 'Benoît Régent', '']",90997,$1.32M
In the Heat of the Night,1967),Approved,110," Crime, Drama, Mystery            ",7.9,75        ,Norman Jewison,"['Sidney Poitier, ', 'Rod Steiger, ', 'Warren Oates, ', 'Lee Grant', '']",68375,$24.38M
Charade,1963),Passed,113," Comedy, Mystery, Romance            ",7.9,83        ,Stanley Donen,"['Cary Grant, ', 'Audrey Hepburn, ', 'Walter Matthau, ', 'James Coburn', '']",69460,$13.47M
L'Avventura,1960),Not Rated,144," Drama, Mystery            ",7.9,0,Michelangelo Antonioni,"['Gabriele Ferzetti, ', 'Monica Vitti, ', 'Lea Massari, ', 'Dominique Blanchar', '']",26826,0
The Big Sleep,1946),Passed,114," Crime, Film-Noir, Mystery            ",7.9,0,Howard Hawks,"['Humphrey Bogart, ', 'Lauren Bacall, ', 'John Ridgely, ', 'Martha Vickers', '']",79157,$6.54M
The Hateful Eight,2015),R,168," Crime, Drama, Mystery            ",7.8,68        ,Quentin Tarantino,"['Samuel L. Jackson, ', 'Kurt Russell, ', 'Jennifer Jason Leigh, ', 'Walton Goggins', '']",522776,$54.12M
Loving Vincent,2017),PG-13,94," Animation, Biography, Crime            ",7.8,62        ,"Dorota Kobiela, ","['    Stars:', 'Douglas Booth, ', 'Jerome Flynn, ', 'Robert Gulaczyk, ', 'Helen McCrory']",51445,$6.74M
The Past,2013),PG-13,130," Drama, Mystery            ",7.8,85        ,Asghar Farhadi,"['Bérénice Bejo, ', 'Tahar Rahim, ', 'Ali Mosaffa, ', 'Pauline Burlet', '']",45232,$1.33M
The Best Offer,2013),R,131," Crime, Drama, Mystery            ",7.8,0,Giuseppe Tornatore,"['Geoffrey Rush, ', 'Jim Sturgess, ', 'Sylvia Hoeks, ', 'Donald Sutherland', '']",109390,$0.09M
The Girl with the Dragon Tattoo,2011),R,158," Crime, Drama, Mystery            ",7.8,71        ,David Fincher,"['Daniel Craig, ', 'Rooney Mara, ', 'Christopher Plummer, ', 'Stellan Skarsgård', '']",426555,$102.52M
Mother,2009),R,129," Crime, Drama, Mystery            ",7.8,79        ,Bong Joon Ho,"['Hye-ja Kim, ', 'Won Bin, ', 'Jin Goo, ', 'Je-mun Yun', '']",53911,$0.55M
The White Ribbon,2009),R,144," Drama, History, Mystery            ",7.8,82        ,Michael Haneke,"['Christian Friedel, ', 'Ernst Jacobi, ', 'Leonie Benesch, ', 'Ulrich Tukur', '']",69089,$2.22M
The Girl with the Dragon Tattoo,2009),R,152," Crime, Drama, Mystery            ",7.8,76        ,Niels Arden Oplev,"['Michael Nyqvist, ', 'Noomi Rapace, ', 'Ewa Fröling, ', 'Lena Endre', '']",209657,$10.10M
Atonement,2007),R,123," Drama, Mystery, Romance            ",7.8,85        ,Joe Wright,"['Keira Knightley, ', 'James McAvoy, ', 'Brenda Blethyn, ', 'Saoirse Ronan', '']",253640,$50.93M
Hot Fuzz,2007),R,121," Action, Comedy, Mystery            ",7.8,81        ,Edgar Wright,"['Simon Pegg, ', 'Nick Frost, ', 'Martin Freeman, ', 'Bill Nighy', '']",466150,$23.64M
The Game,1997),R,129," Drama, Mystery, Thriller            ",7.8,61        ,David Fincher,"['Michael Douglas, ', 'Deborah Kara Unger, ', 'Sean Penn, ', 'James Rebhorn', '']",347713,$48.32M
The Fugitive,1993),PG-13,130," Action, Crime, Drama            ",7.8,87        ,Andrew Davis,"['Harrison Ford, ', 'Tommy Lee Jones, ', 'Sela Ward, ', 'Julianne Moore', '']",269178,$183.88M
Batman: Mask of the Phantasm,1993),PG,76," Animation, Action, Crime            ",7.8,0,"Kevin Altieri, ","['Dan Riba, ', 'Eric Radomski, ', 'Bruce Timm', '| ', '    Stars:']",44095,$5.62M
The Double Life of Véronique,1991),R,98," Drama, Fantasy, Music            ",7.8,86        ,Krzysztof Kieslowski,"['Irène Jacob, ', 'Wladyslaw Kowalski, ', 'Halina Gryglaszewska, ', 'Kalina Jedrusik', '']",42995,$2.00M
Mississippi Burning,1988),R,128," Crime, Drama, History            ",7.8,65        ,Alan Parker,"['Gene Hackman, ', 'Willem Dafoe, ', 'Frances McDormand, ', 'Brad Dourif', '']",89120,$34.60M
The Conversation,1974),PG,113," Drama, Mystery, Thriller            ",7.8,85        ,Francis Ford Coppola,"['Gene Hackman, ', 'John Cazale, ', 'Allen Garfield, ', 'Frederic Forrest', '']",99725,$4.42M
The Lady Vanishes,1938),Not Rated,96," Mystery, Thriller            ",7.8,98        ,Alfred Hitchcock,"['Margaret Lockwood, ', 'Michael Redgrave, ', 'Paul Lukas, ', 'May Whitty', '']",47879,0
Wind River,2017),R,107," Crime, Drama, Mystery            ",7.7,73        ,Taylor Sheridan,"['Kelsey Asbille, ', 'Jeremy Renner, ', 'Julia Jones, ', 'Teo Briones', '']",209624,$33.80M
Get Out,I) (2017),R,104," Horror, Mystery, Thriller            ",7.7,85        ,Jordan Peele,"['Daniel Kaluuya, ', 'Allison Williams, ', 'Bradley Whitford, ', 'Catherine Keener', '']",498949,$176.04M
When Marnie Was There,2014),PG,103," Animation, Drama, Family            ",7.7,72        ,"James Simone, ","['    Stars:', 'Sara Takatsuki, ', 'Kasumi Arimura, ', 'Nanako Matsushima, ', 'Susumu Terajima']",33470,$0.77M
Harry Potter and the Deathly Hallows: Part 1,2010),PG-13,146," Adventure, Family, Fantasy            ",7.7,65        ,David Yates,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Bill Nighy', '']",483399,$295.98M
Paprika,2006),R,90," Animation, Drama, Fantasy            ",7.7,81        ,Satoshi Kon,"['Megumi Hayashibara, ', 'Tôru Emori, ', 'Katsunosuke Hori, ', 'Tôru Furuya', '']",72217,$0.88M
Changeling,2008),R,141," Biography, Crime, Drama            ",7.7,63        ,Clint Eastwood,"['Angelina Jolie, ', 'Colm Feore, ', 'Amy Ryan, ', 'Gattlin Griffith', '']",240496,$35.74M
The Girl Who Leapt Through Time,2006),TV-PG,98," Animation, Adventure, Comedy            ",7.7,0,Mamoru Hosoda,"['Riisa Naka, ', 'Takuya Ishida, ', 'Mitsutaka Itakura, ', 'Ayami Kakiuchi', '']",60864,0
Death Note,2006),Not Rated,126," Crime, Drama, Fantasy            ",7.7,0,Shûsuke Kaneko,"['Tatsuya Fujiwara, ', ""Ken'ichi Matsuyama, "", 'Asaka Seto, ', 'Yû Kashii', '']",28765,0
Zodiac,2007),R,157," Crime, Drama, Mystery            ",7.7,78        ,David Fincher,"['Jake Gyllenhaal, ', 'Robert Downey Jr., ', 'Mark Ruffalo, ', 'Anthony Edwards', '']",471873,$33.08M
The Bourne Supremacy,2004),PG-13,108," Action, Mystery, Thriller            ",7.7,73        ,Paul Greengrass,"['Matt Damon, ', 'Franka Potente, ', 'Joan Allen, ', 'Brian Cox', '']",436866,$176.24M
Harry Potter and the Goblet of Fire,2005),PG-13,157," Adventure, Family, Fantasy            ",7.7,81        ,Mike Newell,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Eric Sykes', '']",553207,$290.01M
Open Your Eyes,1997),R,119," Drama, Mystery, Sci-Fi            ",7.7,0,Alejandro Amenábar,"['Eduardo Noriega, ', 'Penélope Cruz, ', 'Chete Lera, ', 'Fele Martínez', '']",64388,$0.37M
Primal Fear,1996),R,129," Crime, Drama, Mystery            ",7.7,0,Gregory Hoblit,"['Richard Gere, ', 'Laura Linney, ', 'Edward Norton, ', 'John Mahoney', '']",191392,$56.12M
Glengarry Glen Ross,1992),R,100," Crime, Drama, Mystery            ",7.7,82        ,James Foley,"['Al Pacino, ', 'Jack Lemmon, ', 'Alec Baldwin, ', 'Alan Arkin', '']",96448,$10.73M
Who Framed Roger Rabbit,1988),PG,104," Animation, Adventure, Comedy            ",7.7,83        ,Robert Zemeckis,"['Bob Hoskins, ', 'Christopher Lloyd, ', 'Joanna Cassidy, ', 'Charles Fleischer', '']",183017,$156.45M
The Vanishing,1988),Not Rated,107," Mystery, Thriller            ",7.7,0,George Sluizer,"['Bernard-Pierre Donnadieu, ', 'Gene Bervoets, ', 'Johanna ter Steege, ', 'Gwen Eckhaus', '']",34225,0
The Name of the Rose,1986),R,130," Crime, Drama, Mystery            ",7.7,0,Jean-Jacques Annaud,"['Sean Connery, ', 'Christian Slater, ', 'Helmut Qualtinger, ', 'Elya Baskin', '']",102637,$7.15M
Blue Velvet,1986),R,120," Drama, Mystery, Thriller            ",7.7,76        ,David Lynch,"['Isabella Rossellini, ', 'Kyle MacLachlan, ', 'Dennis Hopper, ', 'Laura Dern', '']",182705,$8.55M
The Birds,1963),PG-13,119," Drama, Horror, Mystery            ",7.7,90        ,Alfred Hitchcock,"['Rod Taylor, ', 'Tippi Hedren, ', 'Jessica Tandy, ', 'Suzanne Pleshette', '']",172800,$11.40M
Searching,III) (201,PG-13,102," Drama, Mystery, Thriller            ",7.6,71        ,Aneesh Chaganty,"['John Cho, ', 'Debra Messing, ', 'Joseph Lee, ', 'Michelle La', '']",142529,$26.02M
Sicario,2015),R,121," Action, Crime, Drama            ",7.6,82        ,Denis Villeneuve,"['Emily Blunt, ', 'Josh Brolin, ', 'Benicio Del Toro, ', 'Jon Bernthal', '']",374829,$46.89M
Who Am I,2014),Not Rated,102," Crime, Drama, Mystery            ",7.6,0,Baran bo Odar,"['Tom Schilling, ', ""Elyas M'Barek, "", 'Wotan Wilke Möhring, ', 'Antoine Monot Jr.', '']",49675,0
The Body,2012),0,112," Mystery, Thriller            ",7.6,0,Oriol Paulo,"['Jose Coronado, ', 'Hugo Silva, ', 'Belén Rueda, ', 'Aura Garrido', '']",58439,0
Sherlock Holmes,2009),PG-13,128," Action, Adventure, Mystery            ",7.6,0,Guy Ritchie,"['Robert Downey Jr., ', 'Jude Law, ', 'Rachel McAdams, ', 'Mark Strong', '']",585894,$209.03M
Inside Man,2006),R,129," Crime, Drama, Mystery            ",7.6,76        ,Spike Lee,"['Denzel Washington, ', 'Clive Owen, ', 'Jodie Foster, ', 'Christopher Plummer', '']",342738,$88.51M
Gone Baby Gone,2007),R,114," Crime, Drama, Mystery            ",7.6,72        ,Ben Affleck,"['Morgan Freeman, ', 'Ed Harris, ', 'Casey Affleck, ', 'Michelle Monaghan', '']",252171,$20.30M
The Illusionist,2006),PG-13,110," Drama, Fantasy, Mystery            ",7.6,68        ,Neil Burger,"['Edward Norton, ', 'Jessica Biel, ', 'Paul Giamatti, ', 'Rufus Sewell', '']",355968,$39.87M
Harry Potter and the Half-Blood Prince,2009),PG,153," Action, Adventure, Family            ",7.6,78        ,David Yates,"['Daniel Radcliffe, ', 'Emma Watson, ', 'Rupert Grint, ', 'Michael Gambon', '']",479096,$301.96M
Watchmen,2009),R,162," Action, Drama, Mystery            ",7.6,0,Zack Snyder,"['Jackie Earle Haley, ', 'Patrick Wilson, ', 'Carla Gugino, ', 'Malin Akerman', '']",503815,$107.51M
Saw,2004),R,103," Horror, Mystery, Thriller            ",7.6,0,James Wan,"['Cary Elwes, ', 'Leigh Whannell, ', 'Danny Glover, ', 'Ken Leung', '']",381097,$56.00M
A Very Long Engagement,2004),R,133," Drama, Mystery, Romance            ",7.6,76        ,Jean-Pierre Jeunet,"['Audrey Tautou, ', 'Gaspard Ulliel, ', 'Jodie Foster, ', 'Dominique Pinon', '']",71128,$6.17M
The Barbarian Invasions,2003),R,99," Comedy, Crime, Drama            ",7.6,70        ,Denys Arcand,"['Rémy Girard, ', 'Dorothée Berryman, ', 'Stéphane Rousseau, ', 'Marie-Josée Croze', '']",28356,$3.43M
The Others,2001),PG-13,104," Horror, Mystery, Thriller            ",7.6,74        ,Alejandro Amenábar,"['Nicole Kidman, ', 'Christopher Eccleston, ', 'Fionnula Flanagan, ', 'Alakina Mann', '']",339701,$96.52M
Minority Report,2002),PG-13,145," Action, Crime, Mystery            ",7.6,80        ,Steven Spielberg,"['Tom Cruise, ', 'Colin Farrell, ', 'Samantha Morton, ', 'Max von Sydow', '']",511112,$132.07M
