title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
The Mirror,1975),G,107," Biography, Drama            ",8.1,80        ,Andrei Tarkovsky,"['Margarita Terekhova, ', 'Filipp Yankovskiy, ', 'Ignat Daniltsev, ', 'Oleg Yankovskiy', '']",40618,$0.18M
Andrei Rublev,1966),R,205," Biography, Drama, History            ",8.1,0,Andrei Tarkovsky,"['Anatoliy Solonitsyn, ', 'Ivan Lapikov, ', 'Nikolay Grinko, ', 'Nikolay Sergeev', '']",47642,$0.10M
Inherit the Wind,1960),Passed,128," Biography, Drama, History            ",8.1,75        ,Stanley Kramer,"['Spencer Tracy, ', 'Fredric March, ', 'Gene Kelly, ', 'Dick York', '']",27468,0
The Passion of Joan of Arc,1928),Passed,114," Biography, Drama, History            ",8.1,0,Carl Theodor Dreyer,"['Maria Falconetti, ', 'Eugene Silvain, ', 'André Berley, ', 'Maurice Schutz', '']",48372,$0.02M
Togo,2019),PG,113," Adventure, Biography, Drama            ",8.0,69        ,Ericson Core,"['Willem Dafoe, ', 'Julianne Nicholson, ', 'Christopher Heyerdahl, ', 'Richard Dormer', '']",38941,0
Lion,2016),PG-13,118," Biography, Drama            ",8.0,69        ,Garth Davis,"['Dev Patel, ', 'Nicole Kidman, ', 'Rooney Mara, ', 'Sunny Pawar', '']",216121,$51.74M
The Imitation Game,2014),PG-13,114," Biography, Drama, Thriller            ",8.0,73        ,Morten Tyldum,"['Benedict Cumberbatch, ', 'Keira Knightley, ', 'Matthew Goode, ', 'Allen Leech', '']",691015,$91.13M
Bohemian Rhapsody,2018),PG-13,134," Biography, Drama, Music            ",8.0,0,Bryan Singer,"['Rami Malek, ', 'Lucy Boynton, ', 'Gwilym Lee, ', 'Ben Hardy', '']",457894,$216.43M
The King's Speech,2010),R,118," Biography, Drama, History            ",8.0,88        ,Tom Hooper,"['Colin Firth, ', 'Geoffrey Rush, ', 'Helena Bonham Carter, ', 'Derek Jacobi', '']",643139,$138.80M
Yip Man,2008),R,106," Action, Biography, Drama            ",8.0,0,Wilson Yip,"['Donnie Yen, ', 'Simon Yam, ', 'Siu-Wong Fan, ', 'Ka Tung Lam', '']",212317,0
Persepolis,2007),PG-13,96," Animation, Biography, Drama            ",8.0,90        ,"Vincent Paronnaud, ","['    Stars:', 'Chiara Mastroianni, ', 'Catherine Deneuve, ', 'Gena Rowlands, ', 'Danielle Darrieux']",89132,$4.45M
Dallas Buyers Club,2013),R,117," Biography, Drama            ",8.0,80        ,Jean-Marc Vallée,"['Matthew McConaughey, ', 'Jennifer Garner, ', 'Jared Leto, ', 'Steve Zahn', '']",445572,$27.30M
The Pursuit of Happyness,2006),PG-13,117," Biography, Drama            ",8.0,64        ,Gabriele Muccino,"['Will Smith, ', 'Thandie Newton, ', 'Jaden Smith, ', 'Brian Howe', '']",452763,$163.57M
The Diving Bell and the Butterfly,2007),PG-13,112," Biography, Drama            ",8.0,92        ,"Julian Schnabel, ","['    Stars:', 'Mathieu Amalric, ', 'Emmanuelle Seigner, ', 'Marie-Josée Croze, ', 'Anne Consigny']",103657,$5.99M
The Sea Inside,I) (2004),PG-13,126," Biography, Drama            ",8.0,74        ,Alejandro Amenábar,"['Javier Bardem, ', 'Belén Rueda, ', 'Lola Dueñas, ', 'Mabel Rivera', '']",77897,$2.09M
Cinderella Man,2005),PG-13,144," Biography, Drama, History            ",8.0,69        ,Ron Howard,"['Russell Crowe, ', 'Renée Zellweger, ', 'Craig Bierko, ', 'Paul Giamatti', '']",177053,$61.65M
The Straight Story,1999),G,112," Biography, Drama            ",8.0,86        ,David Lynch,"['Richard Farnsworth, ', 'Sissy Spacek, ', 'Jane Galloway Heitz, ', 'Joseph A. Carpenter', '']",82670,$6.20M
Gandhi,1982),PG,191," Biography, Drama, History            ",8.0,79        ,Richard Attenborough,"['Ben Kingsley, ', 'John Gielgud, ', 'Rohini Hattangadi, ', 'Roshan Seth', '']",218581,$52.77M
Dog Day Afternoon,1975),R,125," Biography, Crime, Drama            ",8.0,86        ,Sidney Lumet,"['Al Pacino, ', 'John Cazale, ', 'Penelope Allen, ', 'Sully Boyar', '']",237260,$50.00M
Papillon,1973),R,151," Biography, Crime, Drama            ",8.0,0,Franklin J. Schaffner,"['Steve McQueen, ', 'Dustin Hoffman, ', 'Victor Jory, ', 'Don Gordon', '']",122254,$53.27M
Butch Cassidy and the Sundance Kid,1969),PG,110," Biography, Crime, Drama            ",8.0,66        ,George Roy Hill,"['Paul Newman, ', 'Robert Redford, ', 'Katharine Ross, ', 'Strother Martin', '']",202710,$102.31M
The Sound of Music,1965),G,172," Biography, Drama, Family            ",8.0,63        ,Robert Wise,"['Julie Andrews, ', 'Christopher Plummer, ', 'Eleanor Parker, ', 'Richard Haydn', '']",208548,$163.21M
The Irishman,2019),R,209," Biography, Crime, Drama            ",7.9,94        ,Martin Scorsese,"['Robert De Niro, ', 'Al Pacino, ', 'Joe Pesci, ', 'Harvey Keitel', '']",330560,$7.00M
My Left Foot,1989),R,103," Biography, Drama            ",7.9,97        ,Jim Sheridan,"['Daniel Day-Lewis, ', 'Brenda Fricker, ', 'Alison Whelan, ', 'Kirsten Sheridan', '']",68702,$14.74M
All the President's Men,1976),PG,138," Biography, Drama, History            ",7.9,84        ,Alan J. Pakula,"['Dustin Hoffman, ', 'Robert Redford, ', 'Jack Warden, ', 'Martin Balsam', '']",104114,$70.60M
"Aguirre, the Wrath of God",1972),Not Rated,95," Action, Adventure, Biography            ",7.9,0,Werner Herzog,"['Klaus Kinski, ', 'Ruy Guerra, ', 'Helena Rojo, ', 'Del Negro', '']",52769,0
Patton,1970),GP,172," Biography, Drama, War            ",7.9,91        ,Franklin J. Schaffner,"['George C. Scott, ', 'Karl Malden, ', 'Stephen Young, ', 'Michael Strong', '']",94146,$61.70M
The Lion in Winter,1968),PG,134," Biography, Drama, History            ",7.9,0,Anthony Harvey,"[""Peter O'Toole, "", 'Katharine Hepburn, ', 'Anthony Hopkins, ', 'John Castle', '']",29178,$22.28M
Spartacus,1960),PG-13,197," Adventure, Biography, Drama            ",7.9,87        ,Stanley Kubrick,"['Kirk Douglas, ', 'Laurence Olivier, ', 'Jean Simmons, ', 'Charles Laughton', '']",125008,$30.00M
Hidden Figures,2016),PG,127," Biography, Drama, History            ",7.8,74        ,Theodore Melfi,"['Taraji P. Henson, ', 'Octavia Spencer, ', 'Janelle Monáe, ', 'Kevin Costner', '']",203272,$169.61M
M.S. Dhoni: The Untold Story,2016),Not Rated,184," Biography, Drama, Sport            ",7.8,0,Neeraj Pandey,"['Sushant Singh Rajput, ', 'Kiara Advani, ', 'Anupam Kher, ', 'Disha Patani', '']",40875,$1.78M
Loving Vincent,2017),PG-13,94," Animation, Biography, Crime            ",7.8,62        ,"Dorota Kobiela, ","['    Stars:', 'Douglas Booth, ', 'Jerome Flynn, ', 'Robert Gulaczyk, ', 'Helen McCrory']",51443,$6.74M
Pride,I) (2014),R,119," Biography, Comedy, Drama            ",7.8,79        ,Matthew Warchus,"['Bill Nighy, ', 'Imelda Staunton, ', 'Dominic West, ', 'Paddy Considine', '']",52333,0
The Wind Rises,2013),PG-13,126," Animation, Biography, Drama            ",7.8,83        ,Hayao Miyazaki,"['Hideaki Anno, ', 'Hidetoshi Nishijima, ', 'Miori Takimoto, ', 'Masahiko Nishimura', '']",74711,$5.21M
The Big Short,2015),R,130," Biography, Comedy, Drama            ",7.8,81        ,Adam McKay,"['Christian Bale, ', 'Steve Carell, ', 'Ryan Gosling, ', 'Brad Pitt', '']",369737,$70.26M
Captain Phillips,2013),PG-13,134," Adventure, Biography, Crime            ",7.8,82        ,Paul Greengrass,"['Tom Hanks, ', 'Barkhad Abdi, ', 'Barkhad Abdirahman, ', 'Catherine Keener', '']",424248,$107.10M
Straight Outta Compton,2015),R,147," Biography, Drama, History            ",7.8,72        ,F. Gary Gray,"[""O'Shea Jackson Jr., "", 'Corey Hawkins, ', 'Jason Mitchell, ', 'Neil Brown Jr.', '']",180311,$161.20M
The Fighter,I) (2010),R,116," Biography, Drama, Sport            ",7.8,79        ,David O. Russell,"['Mark Wahlberg, ', 'Christian Bale, ', 'Amy Adams, ', 'Melissa Leo', '']",342869,$93.62M
American Gangster,2007),R,157," Biography, Crime, Drama            ",7.8,76        ,Ridley Scott,"['Denzel Washington, ', 'Russell Crowe, ', 'Chiwetel Ejiofor, ', 'Josh Brolin', '']",395099,$130.16M
The World's Fastest Indian,2005),PG-13,127," Biography, Drama, Sport            ",7.8,68        ,Roger Donaldson,"['Anthony Hopkins, ', 'Diane Ladd, ', 'Iain Rea, ', 'Tessa Mitchell', '']",52167,$5.13M
Walk the Line,2005),PG-13,136," Biography, Drama, Music            ",7.8,72        ,James Mangold,"['Joaquin Phoenix, ', 'Reese Witherspoon, ', 'Ginnifer Goodwin, ', 'Robert Patrick', '']",235537,$119.52M
The Motorcycle Diaries,2004),R,126," Adventure, Biography, Drama            ",7.8,75        ,Walter Salles,"['Gael García Bernal, ', 'Rodrigo De la Serna, ', 'Mía Maestro, ', 'Mercedes Morán', '']",97134,$16.76M
Remember the Titans,2000),PG,113," Biography, Drama, Sport            ",7.8,0,Boaz Yakin,"['Denzel Washington, ', 'Will Patton, ', 'Wood Harris, ', 'Ryan Hurst', '']",199352,$115.65M
The Insider,1999),R,157," Biography, Drama, Thriller            ",7.8,84        ,Michael Mann,"['Russell Crowe, ', 'Al Pacino, ', 'Christopher Plummer, ', 'Diane Venora', '']",160833,$28.97M
October Sky,1999),PG,108," Biography, Drama, Family            ",7.8,71        ,Joe Johnston,"['Jake Gyllenhaal, ', 'Chris Cooper, ', 'Laura Dern, ', 'Chris Owen', '']",83370,$32.48M
Ed Wood,1994),R,127," Biography, Comedy, Drama            ",7.8,70        ,Tim Burton,"['Johnny Depp, ', 'Martin Landau, ', 'Sarah Jessica Parker, ', 'Patricia Arquette', '']",165626,$5.89M
Tombstone,1993),R,130," Action, Biography, Drama            ",7.8,0,"George P. Cosmatos, ","['    Stars:', 'Kurt Russell, ', 'Val Kilmer, ', 'Sam Elliott, ', 'Bill Paxton']",127968,$56.51M
Awakenings,1990),PG-13,121," Biography, Drama            ",7.8,74        ,Penny Marshall,"['Robert De Niro, ', 'Robin Williams, ', 'Julie Kavner, ', 'Ruth Nelson', '']",126817,$52.10M
Glory,1989),R,122," Biography, Drama, History            ",7.8,78        ,Edward Zwick,"['Matthew Broderick, ', 'Denzel Washington, ', 'Cary Elwes, ', 'Morgan Freeman', '']",124066,$26.83M
The Killing Fields,1984),R,141," Biography, Drama, History            ",7.8,76        ,Roland Joffé,"['Sam Waterston, ', 'Haing S. Ngor, ', 'John Malkovich, ', 'Julian Sands', '']",51941,$34.70M
The Right Stuff,1983),PG,193," Adventure, Biography, Drama            ",7.8,91        ,Philip Kaufman,"['Sam Shepard, ', 'Scott Glenn, ', 'Ed Harris, ', 'Dennis Quaid', '']",56496,$21.50M
Bonnie and Clyde,1967),R,111," Action, Biography, Crime            ",7.8,86        ,Arthur Penn,"['Warren Beatty, ', 'Faye Dunaway, ', 'Michael J. Pollard, ', 'Gene Hackman', '']",103129,0
Sanju,2018),TV-MA,155," Biography, Comedy, Drama            ",7.7,0,Rajkumar Hirani,"['Ranbir Kapoor, ', 'Paresh Rawal, ', 'Manisha Koirala, ', 'Vicky Kaushal', '']",47860,$7.91M
The Theory of Everything,2014),PG-13,123," Biography, Drama, Romance            ",7.7,72        ,James Marsh,"['Eddie Redmayne, ', 'Felicity Jones, ', 'Tom Prior, ', 'Sophie Perry', '']",407894,$35.89M
The Social Network,2010),PG-13,120," Biography, Drama            ",7.7,95        ,David Fincher,"['Jesse Eisenberg, ', 'Andrew Garfield, ', 'Justin Timberlake, ', 'Rooney Mara', '']",630481,$96.96M
Argo,2012),R,120," Biography, Drama, Thriller            ",7.7,86        ,Ben Affleck,"['Ben Affleck, ', 'Bryan Cranston, ', 'John Goodman, ', 'Alan Arkin', '']",576330,$136.03M
Frost/Nixon,2008),R,122," Biography, Drama, History            ",7.7,80        ,Ron Howard,"['Frank Langella, ', 'Michael Sheen, ', 'Kevin Bacon, ', 'Sam Rockwell', '']",103742,$18.59M
Changeling,2008),R,141," Biography, Crime, Drama            ",7.7,63        ,Clint Eastwood,"['Angelina Jolie, ', 'Colm Feore, ', 'Amy Ryan, ', 'Gattlin Griffith', '']",240495,$35.74M
The Last King of Scotland,2006),R,123," Biography, Drama, History            ",7.7,74        ,Kevin Macdonald,"['James McAvoy, ', 'Forest Whitaker, ', 'Gillian Anderson, ', 'Kerry Washington', '']",176277,$17.61M
Control,2007),R,122," Biography, Drama, Music            ",7.7,78        ,Anton Corbijn,"['Sam Riley, ', 'Samantha Morton, ', 'Craig Parkinson, ', 'Alexandra Maria Lara', '']",61871,$0.87M
Ray,I) (2004),PG-13,152," Biography, Drama, Music            ",7.7,73        ,Taylor Hackford,"['Jamie Foxx, ', 'Regina King, ', 'Kerry Washington, ', 'Clifton Powell', '']",139228,$75.33M
Donnie Brasco,1997),R,127," Biography, Crime, Drama            ",7.7,76        ,Mike Newell,"['Al Pacino, ', 'Johnny Depp, ', 'Michael Madsen, ', 'Bruno Kirby', '']",282015,$41.91M
Shine,1996),PG-13,105," Biography, Drama, Music            ",7.7,87        ,Scott Hicks,"['Geoffrey Rush, ', 'Armin Mueller-Stahl, ', 'Justin Braine, ', 'Sonia Todd', '']",51557,$35.81M
Il Postino,1994),PG,108," Biography, Comedy, Drama            ",7.7,81        ,"Michael Radford, ","['    Stars:', 'Massimo Troisi, ', 'Philippe Noiret, ', 'Maria Grazia Cucinotta, ', 'Renato Scarpa']",33847,$21.85M
Malcolm X,1992),PG-13,202," Biography, Drama, History            ",7.7,73        ,Spike Lee,"['Denzel Washington, ', 'Angela Bassett, ', 'Delroy Lindo, ', 'Spike Lee', '']",86830,$48.17M
The Last Emperor,1987),PG-13,163," Biography, Drama, History            ",7.7,76        ,Bernardo Bertolucci,"['John Lone, ', 'Joan Chen, ', ""Peter O'Toole, "", 'Ruocheng Ying', '']",95181,$43.98M
Serpico,1973),R,130," Biography, Crime, Drama            ",7.7,87        ,Sidney Lumet,"['Al Pacino, ', 'John Randolph, ', 'Jack Kehoe, ', 'Biff McGuire', '']",110852,$29.80M
A Man for All Seasons,1966),G,120," Biography, Drama, History            ",7.7,72        ,Fred Zinnemann,"['Paul Scofield, ', 'Wendy Hiller, ', 'Robert Shaw, ', 'Leo McKern', '']",31565,$28.35M
Dark Waters,2019),PG-13,126," Biography, Drama, History            ",7.6,73        ,Todd Haynes,"['Mark Ruffalo, ', 'Anne Hathaway, ', 'Tim Robbins, ', 'Bill Pullman', '']",63942,0
The Two Popes,2019),PG-13,125," Biography, Comedy, Drama            ",7.6,75        ,Fernando Meirelles,"['Anthony Hopkins, ', 'Jonathan Pryce, ', 'Juan Minujín, ', 'Luis Gnecco', '']",108871,0
The Boy Who Harnessed the Wind,2019),TV-PG,113," Biography, Drama, History            ",7.6,68        ,Chiwetel Ejiofor,"['Chiwetel Ejiofor, ', 'Maxwell Simba, ', 'Felix Lemburo, ', 'Robert Agengo', '']",29809,0
Just Mercy,2019),PG-13,137," Biography, Crime, Drama            ",7.6,68        ,Destin Daniel Cretton,"['Michael B. Jordan, ', 'Jamie Foxx, ', 'Brie Larson, ', 'Charlie Pye Jr.', '']",48787,0
Only the Brave,2017),PG-13,134," Action, Biography, Drama            ",7.6,72        ,Joseph Kosinski,"['Josh Brolin, ', 'Miles Teller, ', 'Jeff Bridges, ', 'Jennifer Connelly', '']",59300,$18.34M
Philomena,2013),PG-13,98," Biography, Comedy, Drama            ",7.6,77        ,Stephen Frears,"['Judi Dench, ', 'Steve Coogan, ', 'Sophie Kennedy Clark, ', 'Mare Winningham', '']",94569,$37.71M
The Greatest Showman,2017),PG,105," Biography, Drama, Musical            ",7.6,0,Michael Gracey,"['Hugh Jackman, ', 'Michelle Williams, ', 'Zac Efron, ', 'Zendaya', '']",242602,$174.34M
Moneyball,2011),PG-13,133," Biography, Drama, Sport            ",7.6,87        ,Bennett Miller,"['Brad Pitt, ', 'Robin Wright, ', 'Jonah Hill, ', 'Philip Seymour Hoffman', '']",373430,$75.61M
Hunger,2008),Not Rated,96," Biography, Drama            ",7.6,82        ,Steve McQueen,"['Stuart Graham, ', 'Laine Megaw, ', 'Brian Milligan, ', 'Liam McMahon', '']",66564,$0.15M
The Blind Side,2009),PG-13,129," Biography, Drama, Sport            ",7.6,0,John Lee Hancock,"['Quinton Aaron, ', 'Sandra Bullock, ', 'Tim McGraw, ', 'Jae Head', '']",295501,$255.96M
Freedom Writers,2007),PG-13,123," Biography, Crime, Drama            ",7.6,64        ,Richard LaGravenese,"['Hilary Swank, ', 'Imelda Staunton, ', 'Patrick Dempsey, ', 'Scott Glenn', '']",70857,$36.61M
La Vie En Rose,2007),PG-13,140," Biography, Drama, Music            ",7.6,66        ,Olivier Dahan,"['Marion Cotillard, ', 'Sylvie Testud, ', 'Pascal Greggory, ', 'Emmanuelle Seigner', '']",83161,$10.30M
Fearless,2006),PG-13,104," Action, Biography, Drama            ",7.6,70        ,Ronny Yu,"['Jet Li, ', 'Li Sun, ', 'Yong Dong, ', 'Yun Qu', '']",73059,$24.63M
Sophie Scholl: The Final Days,2005),Not Rated,120," Biography, Crime, Drama            ",7.6,76        ,Marc Rothemund,"['Julia Jentsch, ', 'Fabian Hinrichs, ', 'Alexander Held, ', 'Johanna Gastdorf', '']",26574,$0.68M
Finding Neverland,2004),PG,106," Biography, Drama, Family            ",7.6,67        ,Marc Forster,"['Johnny Depp, ', 'Kate Winslet, ', 'Julie Christie, ', 'Radha Mitchell', '']",199416,$51.68M
Blow,2001),R,124," Biography, Crime, Drama            ",7.6,0,Ted Demme,"['Johnny Depp, ', 'Penélope Cruz, ', 'Franka Potente, ', 'Rachel Griffiths', '']",242113,$52.99M
The Hurricane,1999),R,146," Biography, Drama, Sport            ",7.6,74        ,Norman Jewison,"['Denzel Washington, ', 'Vicellous Shannon, ', 'Deborah Kara Unger, ', 'Liev Schreiber', '']",92101,$50.67M
Chaplin,1992),PG-13,143," Biography, Comedy, Drama            ",7.6,0,Richard Attenborough,"['Robert Downey Jr., ', 'Geraldine Chaplin, ', 'Paul Rhys, ', 'John Thaw', '']",53924,$9.49M
Escape from Alcatraz,1979),PG,112," Action, Biography, Crime            ",7.6,76        ,Don Siegel,"['Clint Eastwood, ', 'Patrick McGoohan, ', 'Roberts Blossom, ', 'Jack Thibeau', '']",122858,$43.00M
Midnight Express,1978),R,121," Biography, Crime, Drama            ",7.6,0,Alan Parker,"['Brad Davis, ', 'Irene Miracle, ', 'Bo Hopkins, ', 'Paolo Bonacelli', '']",74214,$35.00M
BlacKkKlansman,2018),R,135," Biography, Comedy, Crime            ",7.5,83        ,Spike Lee,"['John David Washington, ', 'Adam Driver, ', 'Laura Harrier, ', 'Topher Grace', '']",227025,$49.28M
"I, Tonya",2017),R,119," Biography, Comedy, Drama            ",7.5,77        ,Craig Gillespie,"['Margot Robbie, ', 'Sebastian Stan, ', 'Allison Janney, ', 'Julianne Nicholson', '']",184865,$30.01M
The Favourite,2018),R,119," Biography, Comedy, Drama            ",7.5,91        ,Yorgos Lanthimos,"['Olivia Colman, ', 'Emma Stone, ', 'Rachel Weisz, ', 'Nicholas Hoult', '']",175010,$34.37M
Richard Jewell,2019),R,131," Biography, Crime, Drama            ",7.5,68        ,Clint Eastwood,"['Paul Walter Hauser, ', 'Sam Rockwell, ', 'Brandon Stanley, ', 'Ryan Boz', '']",65996,0
Trumbo,2015),R,124," Biography, Crime, Drama            ",7.5,0,Jay Roach,"['Bryan Cranston, ', 'Diane Lane, ', 'Helen Mirren, ', 'Louis C.K.', '']",77103,$7.86M
Fruitvale Station,2013),R,85," Biography, Crime, Drama            ",7.5,85        ,Ryan Coogler,"['Michael B. Jordan, ', 'Melonie Diaz, ', 'Octavia Spencer, ', 'Kevin Durand', '']",76361,$16.10M
Saving Mr. Banks,2013),PG-13,125," Biography, Comedy, Drama            ",7.5,65        ,John Lee Hancock,"['Emma Thompson, ', 'Tom Hanks, ', 'Annie Rose Buckley, ', 'Colin Farrell', '']",153086,$83.30M
127 Hours,2010),R,94," Biography, Drama            ",7.5,82        ,Danny Boyle,"['James Franco, ', 'Amber Tamblyn, ', 'Kate Mara, ', 'Sean Bott', '']",349949,$18.34M
Ip Man 2,2010),R,108," Action, Biography, Drama            ",7.5,67        ,Wilson Yip,"['Donnie Yen, ', 'Xiaoming Huang, ', 'Sammo Kam-Bo Hung, ', 'Lynn Xiong', '']",98445,$0.21M
A Royal Affair,2012),R,137," Biography, Drama, History            ",7.5,73        ,Nikolaj Arcel,"['Alicia Vikander, ', 'Mads Mikkelsen, ', 'Mikkel Boe Følsgaard, ', 'Trine Dyrholm', '']",44549,$1.55M
Mesrine: Killer Instinct,2008),R,113," Action, Biography, Crime            ",7.5,71        ,Jean-François Richet,"['Vincent Cassel, ', 'Cécile de France, ', 'Gérard Depardieu, ', 'Gilles Lellouche', '']",32298,$0.55M
The Damned United,2009),R,98," Biography, Drama, Sport            ",7.5,81        ,Tom Hooper,"['Colm Meaney, ', 'Henry Goodman, ', 'David Roper, ', 'Jimmy Reddington', '']",41629,$0.45M
Lone Survivor,2013),R,121," Action, Biography, Drama            ",7.5,0,Peter Berg,"['Mark Wahlberg, ', 'Taylor Kitsch, ', 'Emile Hirsch, ', 'Ben Foster', '']",267905,$125.10M
