title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
Son of Rambow,2007),PG-13,96," Action, Adventure, Comedy            ",7.0,66        ,Garth Jennings,"['Bill Milner, ', 'Will Poulter, ', 'Jessica Hynes, ', 'Anna Wing', '']",30863,$1.78M
Enchanted,2007),PG,107," Animation, Comedy, Family            ",7.0,75        ,Kevin Lima,"['Amy Adams, ', 'Susan Sarandon, ', 'James Marsden, ', 'Patrick Dempsey', '']",177713,$127.81M
An Unfinished Life,2005),PG-13,108," Drama, Family, Romance            ",7.0,0,Lasse Hallström,"['Jennifer Lopez, ', 'Robert Redford, ', 'Morgan Freeman, ', 'Josh Lucas', '']",29082,$8.59M
Elf,2003),PG,97," Adventure, Comedy, Family            ",7.0,64        ,Jon Favreau,"['Will Ferrell, ', 'James Caan, ', 'Bob Newhart, ', 'Zooey Deschanel', '']",232500,$173.40M
Holes,2003),PG,117," Adventure, Comedy, Drama            ",7.0,71        ,Andrew Davis,"['Shia LaBeouf, ', 'Sigourney Weaver, ', 'Jon Voight, ', 'Tim Blake Nelson', '']",78322,$67.41M
Chicken Run,2000),G,84," Animation, Adventure, Comedy            ",7.0,88        ,"Peter Lord, ","['    Stars:', 'Mel Gibson, ', 'Julia Sawalha, ', 'Phil Daniels, ', 'Lynn Ferguson']",178016,$106.83M
Jumanji,1995),PG,104," Adventure, Comedy, Family            ",7.0,0,Joe Johnston,"['Robin Williams, ', 'Kirsten Dunst, ', 'Bonnie Hunt, ', 'Jonathan Hyde', '']",311300,$100.48M
Mrs. Doubtfire,1993),PG-13,125," Comedy, Drama, Family            ",7.0,0,Chris Columbus,"['Robin Williams, ', 'Sally Field, ', 'Pierce Brosnan, ', 'Harvey Fierstein', '']",247574,$219.20M
Homeward Bound: The Incredible Journey,1993),G,84," Adventure, Comedy, Drama            ",7.0,0,Duwayne Dunham,"['Michael J. Fox, ', 'Sally Field, ', 'Don Alder, ', 'Ed Bernard', '']",42276,$41.83M
Cool Runnings,1993),PG,98," Adventure, Comedy, Family            ",7.0,0,Jon Turteltaub,"['John Candy, ', 'Leon, ', 'Doug E. Doug, ', 'Rawle D. Lewis', '']",93902,$68.86M
Pee-wee's Big Adventure,1985),PG,91," Adventure, Comedy, Family            ",7.0,0,Tim Burton,"['Paul Reubens, ', 'Elizabeth Daily, ', 'Mark Holton, ', 'Diane Salinger', '']",49609,$40.90M
Aladdin,2019),PG,128," Adventure, Family, Fantasy            ",6.9,0,Guy Ritchie,"['Will Smith, ', 'Mena Massoud, ', 'Naomi Scott, ', 'Marwan Kenzari', '']",230854,$355.56M
The Lion King,2019),PG,118," Animation, Adventure, Drama            ",6.9,0,Jon Favreau,"['Donald Glover, ', 'Beyoncé, ', 'Seth Rogen, ', 'Chiwetel Ejiofor', '']",215026,$543.64M
Frozen II,2019),PG,103," Animation, Adventure, Comedy            ",6.9,64        ,"Chris Buck, ","['    Stars:', 'Kristen Bell, ', 'Idina Menzel, ', 'Josh Gad, ', 'Jonathan Groff']",140009,$477.37M
Cinderella,I) (2015),PG,105," Drama, Family, Fantasy            ",6.9,67        ,Kenneth Branagh,"['Lily James, ', 'Cate Blanchett, ', 'Richard Madden, ', 'Helena Bonham Carter', '']",162194,$201.15M
Rio,2011),G,96," Animation, Adventure, Comedy            ",6.9,63        ,Carlos Saldanha,"['Jesse Eisenberg, ', 'Anne Hathaway, ', 'George Lopez, ', 'Karen Disher', '']",207745,$143.62M
Legend of the Guardians: The Owls of Ga'Hoole,2010),PG,97," Animation, Action, Adventure            ",6.9,0,Zack Snyder,"['Jim Sturgess, ', 'Hugo Weaving, ', 'David Wenham, ', 'Emily Barclay', '']",78256,$55.68M
Frankenweenie,2012),PG,87," Animation, Comedy, Family            ",6.9,74        ,Tim Burton,"['Winona Ryder, ', ""Catherine O'Hara, "", 'Martin Short, ', 'Martin Landau', '']",98978,$35.29M
Ice Age: Dawn of the Dinosaurs,2009),PG,94," Animation, Adventure, Comedy            ",6.9,0,"Carlos Saldanha, ","['    Stars:', 'Ray Romano, ', 'John Leguizamo, ', 'Denis Leary, ', 'Eunice Cho']",225606,$196.57M
Cloudy with a Chance of Meatballs,2009),PG,90," Animation, Adventure, Comedy            ",6.9,66        ,"Phil Lord, ","['    Stars:', 'Anna Faris, ', 'Bill Hader, ', 'Bruce Campbell, ', 'James Caan']",207000,$124.87M
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005),PG,143," Adventure, Family, Fantasy            ",6.9,75        ,Andrew Adamson,"['Tilda Swinton, ', 'Georgie Henley, ', 'William Moseley, ', 'Skandar Keynes', '']",368873,$291.71M
Madagascar,2005),PG,86," Animation, Adventure, Comedy            ",6.9,0,"Eric Darnell, ","['    Stars:', 'Chris Rock, ', 'Ben Stiller, ', 'David Schwimmer, ', 'Jada Pinkett Smith']",369337,$193.60M
The Rookie,2002),G,127," Drama, Family, Sport            ",6.9,72        ,John Lee Hancock,"['Dennis Quaid, ', 'J.D. Evermore, ', 'Rachel Griffiths, ', 'Jay Hernandez', '']",32583,$75.60M
Atlantis: The Lost Empire,2001),PG,95," Animation, Action, Adventure            ",6.9,0,"Gary Trousdale, ","['    Stars:', 'Michael J. Fox, ', 'Jim Varney, ', 'Corey Burton, ', 'Claudia Christian']",105637,$84.05M
The Road to El Dorado,2000),PG,89," Animation, Adventure, Comedy            ",6.9,0,"Bibo Bergeron, ","['| ', '    Stars:', 'Kevin Kline, ', 'Kenneth Branagh, ', 'Rosie Perez, ']",85277,$50.86M
Matilda,1996),PG,102," Comedy, Family, Fantasy            ",6.9,72        ,Danny DeVito,"['Danny DeVito, ', 'Rhea Perlman, ', 'Mara Wilson, ', 'Embeth Davidtz', '']",130919,$33.08M
The Hunchback of Notre Dame,1996),G,91," Animation, Drama, Family            ",6.9,74        ,"Gary Trousdale, ","['    Stars:', 'Demi Moore, ', 'Jason Alexander, ', 'Mary Kay Bergman, ', 'Corey Burton']",143179,$100.14M
A Goofy Movie,1995),G,78," Animation, Adventure, Comedy            ",6.9,0,Kevin Lima,"['Bill Farmer, ', 'Jason Marsden, ', 'Jim Cummings, ', 'Kellie Martin', '']",46679,$35.35M
Hocus Pocus,1993),PG,96," Comedy, Family, Fantasy            ",6.9,0,Kenny Ortega,"['Bette Midler, ', 'Sarah Jessica Parker, ', 'Kathy Najimy, ', 'Omri Katz', '']",104106,$39.51M
My Girl,1991),PG,102," Comedy, Drama, Family            ",6.9,0,Howard Zieff,"['Anna Chlumsky, ', 'Macaulay Culkin, ', 'Dan Aykroyd, ', 'Jamie Lee Curtis', '']",73016,$59.85M
The Witches,1990),PG,91," Adventure, Comedy, Family            ",6.9,78        ,Nicolas Roeg,"['Anjelica Huston, ', 'Mai Zetterling, ', 'Jasen Fisher, ', 'Rowan Atkinson', '']",44481,$10.36M
The Rescuers Down Under,1990),G,77," Animation, Adventure, Crime            ",6.9,70        ,"Hendel Butoy, ","['    Stars:', 'Bob Newhart, ', 'Eva Gabor, ', 'John Candy, ', 'Tristan Rogers']",38875,$27.93M
DuckTales the Movie: Treasure of the Lost Lamp,1990),G,74," Animation, Adventure, Comedy            ",6.9,0,Bob Hathcock,"['Alan Young, ', 'Christopher Lloyd, ', 'Terence McGovern, ', 'Russi Taylor', '']",25140,$18.12M
Flight of the Navigator,1986),PG,90," Adventure, Comedy, Family            ",6.9,64        ,Randal Kleiser,"['Joey Cramer, ', 'Paul Reubens, ', 'Cliff De Young, ', 'Veronica Cartwright', '']",44573,$18.56M
An American Tail,1986),G,80," Animation, Adventure, Comedy            ",6.9,0,Don Bluth,"['Dom DeLuise, ', 'Christopher Plummer, ', 'Erica Yohn, ', 'Nehemiah Persoff', '']",49104,$47.48M
Clash of the Titans,1981),PG,118," Action, Adventure, Family            ",6.9,0,Desmond Davis,"['Laurence Olivier, ', 'Harry Hamlin, ', 'Claire Bloom, ', 'Maggie Smith', '']",41358,$41.09M
The Rescuers,1977),G,78," Animation, Adventure, Comedy            ",6.9,74        ,"John Lounsbery, ","['| ', '    Stars:', 'Bob Newhart, ', 'Eva Gabor, ', 'Geraldine Page, ']",58818,$71.22M
Chitty Chitty Bang Bang,1968),G,144," Adventure, Family, Fantasy            ",6.9,64        ,Ken Hughes,"['Dick Van Dyke, ', 'Sally Ann Howes, ', 'Lionel Jeffries, ', 'Benny Hill', '']",41585,$7.50M
The Call of the Wild,2020),PG,100," Adventure, Drama, Family            ",6.8,0,Chris Sanders,"['Harrison Ford, ', 'Omar Sy, ', 'Cara Gee, ', 'Dan Stevens', '']",39676,$62.34M
Spies in Disguise,2019),PG,102," Animation, Action, Adventure            ",6.8,0,"Nick Bruno, ","['    Stars:', 'Rachel Brosnahan, ', 'Jarrett Bruno, ', 'Claire Crosby, ', 'Toru Uchikado']",37067,0
Storks,2016),PG,87," Animation, Adventure, Comedy            ",6.8,0,"Nicholas Stoller, ","['    Stars:', 'Andy Samberg, ', 'Katie Crown, ', 'Kelsey Grammer, ', 'Jennifer Aniston']",56565,$72.68M
Madagascar 3: Europe's Most Wanted,2012),PG,93," Animation, Adventure, Comedy            ",6.8,0,"Eric Darnell, ","['| ', '    Stars:', 'Ben Stiller, ', 'Jada Pinkett Smith, ', 'Chris Rock, ']",164708,$216.39M
A Christmas Carol,2009),PG,96," Animation, Drama, Family            ",6.8,0,Robert Zemeckis,"['Jim Carrey, ', 'Gary Oldman, ', 'Colin Firth, ', 'Steve Valentine', '']",104252,$137.86M
Mr. Peabody & Sherman,2014),PG,92," Animation, Adventure, Comedy            ",6.8,0,Rob Minkoff,"['Ty Burrell, ', 'Max Charles, ', 'Stephen Colbert, ', 'Leslie Mann', '']",63049,$111.51M
The Boxtrolls,2014),PG,96," Animation, Adventure, Comedy            ",6.8,61        ,"Graham Annable, ","['    Stars:', 'Ben Kingsley, ', 'Jared Harris, ', 'Nick Frost, ', 'Richard Ayoade']",54614,$50.84M
Horton Hears a Who!,2008),G,86," Animation, Adventure, Comedy            ",6.8,71        ,"Jimmy Hayward, ","['    Stars:', 'Jim Carrey, ', 'Steve Carell, ', 'Carol Burnett, ', 'Will Arnett']",130348,$154.53M
Ice Age: The Meltdown,2006),PG,91," Animation, Adventure, Comedy            ",6.8,0,Carlos Saldanha,"['Ray Romano, ', 'John Leguizamo, ', 'Denis Leary, ', 'Seann William Scott', '']",258376,$195.33M
Bolt,2008),PG,96," Animation, Adventure, Comedy            ",6.8,67        ,"Byron Howard, ","['    Stars:', 'John Travolta, ', 'Miley Cyrus, ', 'Susie Essman, ', 'Mark Walton']",191493,$114.05M
Meet the Robinsons,2007),G,95," Animation, Adventure, Comedy            ",6.8,61        ,Stephen J. Anderson,"['Daniel Hansen, ', 'Wesley Singerman, ', 'Angela Bassett, ', 'Jordan Fry', '']",88230,$97.82M
A Series of Unfortunate Events,2004),PG,108," Adventure, Comedy, Family            ",6.8,62        ,Brad Silberling,"['Jim Carrey, ', 'Jude Law, ', 'Meryl Streep, ', 'Liam Aiken', '']",197096,$118.63M
Brother Bear,2003),G,85," Animation, Adventure, Comedy            ",6.8,0,"Aaron Blaise, ","['    Stars:', 'Joaquin Phoenix, ', 'Jeremy Suarez, ', 'Rick Moranis, ', 'Jason Raize']",98069,$85.34M
Peter Pan,2003),PG,113," Adventure, Family, Fantasy            ",6.8,64        ,P.J. Hogan,"['Jeremy Sumpter, ', 'Jason Isaacs, ', 'Olivia Williams, ', 'Lynn Redgrave', '']",66968,$48.46M
Babe,1995),G,91," Comedy, Drama, Family            ",6.8,83        ,Chris Noonan,"['James Cromwell, ', 'Magda Szubanski, ', 'Christine Cavanaugh, ', 'Miriam Margolyes', '']",117286,$66.60M
Home Alone 2: Lost in New York,1992),PG,120," Adventure, Comedy, Crime            ",6.8,0,Chris Columbus,"['Macaulay Culkin, ', 'Joe Pesci, ', 'Daniel Stern, ', ""Catherine O'Hara"", '']",312798,$173.59M
Hook,1991),PG,142," Adventure, Comedy, Family            ",6.8,0,Steven Spielberg,"['Dustin Hoffman, ', 'Robin Williams, ', 'Julia Roberts, ', 'Bob Hoskins', '']",236539,$119.65M
Teenage Mutant Ninja Turtles,1990),PG,93," Action, Adventure, Comedy            ",6.8,0,Steve Barron,"['Judith Hoag, ', 'Elias Koteas, ', 'Josh Pais, ', 'David Forman', '']",85854,$135.27M
All Dogs Go to Heaven,1989),G,84," Animation, Comedy, Drama            ",6.8,0,"Don Bluth, ","['| ', '    Stars:', 'Dom DeLuise, ', 'Burt Reynolds, ', 'Judith Barsi, ']",36573,$27.10M
Mary Poppins Returns,2018),PG,130," Comedy, Family, Fantasy            ",6.7,66        ,Rob Marshall,"['Emily Blunt, ', 'Lin-Manuel Miranda, ', 'Ben Whishaw, ', 'Emily Mortimer', '']",78065,$171.96M
Cars 3,2017),G,102," Animation, Adventure, Comedy            ",6.7,0,Brian Fee,"['Owen Wilson, ', 'Cristela Alonzo, ', 'Chris Cooper, ', 'Nathan Fillion', '']",78034,$152.90M
Ferdinand,2017),PG,108," Animation, Adventure, Comedy            ",6.7,0,Carlos Saldanha,"['John Cena, ', 'Kate McKinnon, ', 'Bobby Cannavale, ', 'Jack Gore', '']",49448,$84.41M
Max,I) (2015),PG,111," Adventure, Drama, Family            ",6.7,0,Boaz Yakin,"['Thomas Haden Church, ', 'Josh Wiggins, ', 'Luke Kleintank, ', 'Lauren Graham', '']",25819,$42.65M
Pete's Dragon,2016),PG,102," Action, Adventure, Comedy            ",6.7,71        ,David Lowery,"['Bryce Dallas Howard, ', 'Robert Redford, ', 'Oakes Fegley, ', 'Oona Laurence', '']",54467,$76.23M
Hotel Transylvania 2,2015),PG,89," Animation, Comedy, Family            ",6.7,0,Genndy Tartakovsky,"['Adam Sandler, ', 'Andy Samberg, ', 'Selena Gomez, ', 'Kevin James', '']",108843,$169.70M
The Good Dinosaur,2015),PG,93," Animation, Adventure, Comedy            ",6.7,66        ,Peter Sohn,"['Jeffrey Wright, ', 'Frances McDormand, ', 'Maleah Nipay-Padilla, ', 'Ryan Teeple', '']",103082,$123.09M
Miss Peregrine's Home for Peculiar Children,2016),PG-13,127," Adventure, Drama, Family            ",6.7,0,Tim Burton,"['Eva Green, ', 'Asa Butterfield, ', 'Samuel L. Jackson, ', 'Judi Dench', '']",156891,$87.24M
Penguins of Madagascar,2014),PG,92," Animation, Adventure, Comedy            ",6.7,0,"Eric Darnell, ","['    Stars:', 'Tom McGrath, ', 'Chris Miller, ', 'Christopher Knights, ', 'Conrad Vernon']",80039,$83.35M
The Pirates! Band of Misfits,2012),PG,88," Animation, Adventure, Comedy            ",6.7,73        ,"Peter Lord, ","['    Stars:', 'Hugh Grant, ', 'Salma Hayek, ', 'Jeremy Piven, ', 'Martin Freeman']",45333,$31.05M
Epic,2013),PG,102," Animation, Adventure, Family            ",6.7,0,Chris Wedge,"['Amanda Seyfried, ', 'Josh Hutcherson, ', 'Beyoncé, ', 'Colin Farrell', '']",100279,$107.52M
Surf's Up,2007),PG,85," Animation, Comedy, Family            ",6.7,64        ,"Ash Brannon, ","['    Stars:', 'Shia LaBeouf, ', 'Zooey Deschanel, ', 'Jon Heder, ', 'Jeff Bridges']",69757,$58.87M
Where the Wild Things Are,2009),PG,101," Adventure, Drama, Family            ",6.7,71        ,Spike Jonze,"['Max Records, ', ""Catherine O'Hara, "", 'Forest Whitaker, ', 'Pepita Emmerichs', '']",101139,$77.23M
Over the Hedge,2006),PG,83," Animation, Adventure, Comedy            ",6.7,67        ,"Tim Johnson, ","['    Stars:', 'Bruce Willis, ', 'Garry Shandling, ', 'Steve Carell, ', 'Wanda Sykes']",160898,$155.02M
Sinbad: Legend of the Seven Seas,2003),PG,86," Animation, Adventure, Family            ",6.7,0,"Patrick Gilmore, ","['    Stars:', 'Brad Pitt, ', 'Catherine Zeta-Jones, ', 'Joseph Fiennes, ', 'Michelle Pfeiffer']",49755,$26.48M
James and the Giant Peach,1996),PG,79," Animation, Adventure, Family            ",6.7,78        ,Henry Selick,"['Paul Terry, ', 'Joanna Lumley, ', 'Pete Postlethwaite, ', 'Simon Callow', '']",60603,$28.93M
Pocahontas,I) (1995),G,81," Animation, Adventure, Drama            ",6.7,0,"Mike Gabriel, ","['    Stars:', 'Mel Gibson, ', 'Linda Hunt, ', 'Christian Bale, ', 'Joe Baker']",171879,$141.60M
Heavyweights,1995),PG,100," Comedy, Drama, Family            ",6.7,0,Steven Brill,"['Tom McGowan, ', 'Aaron Schwartz, ', 'Ben Stiller, ', 'David Goldman', '']",25489,$17.69M
Oliver & Company,1988),G,74," Animation, Adventure, Comedy            ",6.7,0,George Scribner,"['Joey Lawrence, ', 'Billy Joel, ', 'Cheech Marin, ', 'Richard Mulligan', '']",44270,$74.15M
*batteries not included,1987),PG,106," Comedy, Family, Fantasy            ",6.7,0,Matthew Robbins,"['Hume Cronyn, ', 'Jessica Tandy, ', 'Frank McRae, ', 'Elizabeth Peña', '']",31708,$32.95M
Short Circuit,1986),PG,98," Comedy, Family, Sci-Fi            ",6.7,0,John Badham,"['Ally Sheedy, ', 'Steve Guttenberg, ', 'Fisher Stevens, ', 'Austin Pendleton', '']",57231,$40.70M
Smallfoot,2018),PG,96," Animation, Adventure, Comedy            ",6.6,0,"Karey Kirkpatrick, ","['    Stars:', 'Channing Tatum, ', 'James Corden, ', 'Zendaya, ', 'Common']",34639,$83.24M
Pokémon Detective Pikachu,2019),PG,104," Action, Adventure, Comedy            ",6.6,0,Rob Letterman,"['Ryan Reynolds, ', 'Justice Smith, ', 'Kathryn Newton, ', 'Bill Nighy', '']",139968,$144.11M
Peter Rabbit,2018),PG,95," Adventure, Comedy, Family            ",6.6,0,Will Gluck,"['James Corden, ', 'Fayssal Bazzi, ', 'Domhnall Gleeson, ', 'Sia', '']",35771,$115.25M
Maleficent: Mistress of Evil,2019),PG,119," Adventure, Family, Fantasy            ",6.6,0,Joachim Rønning,"['Angelina Jolie, ', 'Elle Fanning, ', 'Harris Dickinson, ', 'Michelle Pfeiffer', '']",86900,$113.93M
Fantastic Beasts: The Crimes of Grindelwald,2018),PG-13,134," Adventure, Family, Fantasy            ",6.6,0,David Yates,"['Eddie Redmayne, ', 'Katherine Waterston, ', 'Dan Fogler, ', 'Johnny Depp', '']",226579,$159.56M
The Lego Movie 2: The Second Part,2019),PG,107," Animation, Action, Adventure            ",6.6,65        ,Mike Mitchell,"['Chris Pratt, ', 'Elizabeth Banks, ', 'Will Arnett, ', 'Tiffany Haddish', '']",55898,$105.81M
Home,II) (2015,PG,94," Animation, Adventure, Comedy            ",6.6,0,Tim Johnson,"['Jim Parsons, ', 'Rihanna, ', 'Steve Martin, ', 'Jennifer Lopez', '']",92514,$177.40M
The Odd Life of Timothy Green,2012),PG,105," Comedy, Drama, Family            ",6.6,0,Peter Hedges,"['Jennifer Garner, ', 'Joel Edgerton, ', 'CJ Adams, ', 'Odeya Rush', '']",45127,$51.85M
Madagascar: Escape 2 Africa,2008),PG,89," Animation, Adventure, Comedy            ",6.6,61        ,"Eric Darnell, ","['    Stars:', 'Ben Stiller, ', 'Chris Rock, ', 'David Schwimmer, ', 'Jada Pinkett Smith']",207219,$180.01M
Puss in Boots,2011),PG,90," Animation, Action, Adventure            ",6.6,65        ,Chris Miller,"['Antonio Banderas, ', 'Salma Hayek, ', 'Zach Galifianakis, ', 'Billy Bob Thornton', '']",145342,$149.26M
Flushed Away,2006),PG,85," Animation, Adventure, Comedy            ",6.6,74        ,"David Bowers, ","['    Stars:', 'Hugh Jackman, ', 'Kate Winslet, ', 'Ian McKellen, ', 'Jean Reno']",114237,$64.67M
Monster House,2006),PG,91," Animation, Comedy, Family            ",6.6,68        ,Gil Kenan,"['Mitchel Musso, ', 'Sam Lerner, ', 'Spencer Locke, ', 'Ryan Whitney', '']",102425,$73.66M
Charlie and the Chocolate Factory,2005),PG,115," Adventure, Comedy, Family            ",6.6,72        ,Tim Burton,"['Johnny Depp, ', 'Freddie Highmore, ', 'David Kelly, ', 'Helena Bonham Carter', '']",431951,$206.46M
The Polar Express,2004),G,100," Animation, Adventure, Comedy            ",6.6,61        ,Robert Zemeckis,"['Tom Hanks, ', 'Chris Coppola, ', 'Michael Jeter, ', 'Leslie Zemeckis', '']",181623,$183.37M
Asterix & Obelix: Mission Cleopatra,2002),PG,107," Adventure, Comedy, Family            ",6.6,0,Alain Chabat,"['Gérard Depardieu, ', 'Christian Clavier, ', 'Jamel Debbouze, ', 'Monica Bellucci', '']",49464,$3.12M
Titan A.E.,2000),PG,94," Animation, Action, Adventure            ",6.6,0,"Don Bluth, ","['    Stars:', 'Matt Damon, ', 'Drew Barrymore, ', 'Bill Pullman, ', 'Jim Breuer']",58863,$22.75M
Miracle on 34th Street,1994),PG,114," Family, Fantasy            ",6.6,0,Les Mayfield,"['Richard Attenborough, ', 'Elizabeth Perkins, ', 'Dylan McDermott, ', 'J.T. Walsh', '']",32975,$17.19M
