title,year,certificate,duration,genre,rating,metascore,director,actors,votes,gross
Gretel & Hansel,2020),PG-13,87," Fantasy, Horror, Mystery            ",5.4,64        ,Oz Perkins,"['Sophia Lillis, ', 'Samuel Leakey, ', 'Alice Krige, ', 'Jessica De Gouw', '']",25018,0
In the Tall Grass,2019),TV-MA,101," Horror, Mystery, Sci-Fi            ",5.4,0,Vincenzo Natali,"['Laysla De Oliveira, ', 'Avery Whitted, ', 'Patrick Wilson, ', 'Will Buie Jr.', '']",47482,0
Annabelle,I) (2014),R,99," Horror, Mystery, Thriller            ",5.4,0,John R. Leonetti,"['Ward Horton, ', 'Annabelle Wallis, ', 'Alfre Woodard, ', 'Tony Amendola', '']",142200,$84.27M
Resident Evil: Retribution,2012),R,95," Action, Horror, Sci-Fi            ",5.4,0,Paul W.S. Anderson,"['Milla Jovovich, ', 'Sienna Guillory, ', 'Michelle Rodriguez, ', 'Aryana Engineer', '']",133580,$42.35M
My Bloody Valentine,2009),R,101," Horror, Mystery, Thriller            ",5.4,0,Patrick Lussier,"['Jensen Ackles, ', 'Jaime King, ', 'Kerr Smith, ', 'Betsy Rue', '']",54004,$51.55M
Countdown,III) (201,PG-13,90," Horror, Thriller            ",5.4,0,Justin Dec,"['Elizabeth Lail, ', 'Jordan Calloway, ', 'Talitha Eliana Bateman, ', 'Peter Facinelli', '']",27303,0
Teeth,I) (2007),R,94," Comedy, Fantasy, Horror            ",5.4,0,Mitchell Lichtenstein,"['Jess Weixler, ', 'John Hensley, ', 'Josh Pais, ', 'Hale Appleman', '']",41698,$0.35M
Piranha 3D,2010),R,88," Comedy, Fantasy, Horror            ",5.4,0,Alexandre Aja,"['Elisabeth Shue, ', ""Jerry O'Connell, "", 'Richard Dreyfuss, ', 'Ving Rhames', '']",86161,$25.00M
Turistas,2006),R,93," Horror, Mystery, Thriller            ",5.4,0,John Stockwell,"['Josh Duhamel, ', 'Melissa George, ', 'Olivia Wilde, ', 'Desmond Askew', '']",36539,$7.03M
The Messengers,2007),PG-13,90," Drama, Horror, Thriller            ",5.4,0,"Danny Pang, ","['    Stars:', 'Dylan McDermott, ', 'Penelope Ann Miller, ', 'Kristen Stewart, ', 'John Corbett']",38418,$35.37M
The Eye,2008),PG-13,98," Drama, Horror, Mystery            ",5.4,0,"David Moreau, ","['    Stars:', 'Jessica Alba, ', 'Alessandro Nivola, ', 'Parker Posey, ', 'Rade Serbedzija']",51743,$31.42M
House of Wax,2005),R,113," Horror, Thriller            ",5.4,0,Jaume Collet-Serra,"['Chad Michael Murray, ', 'Paris Hilton, ', 'Elisha Cuthbert, ', 'Brian Van Holt', '']",116128,$32.06M
The Ring Two,2005),PG-13,110," Horror, Mystery            ",5.4,0,Hideo Nakata,"['Naomi Watts, ', 'David Dorfman, ', 'Sissy Spacek, ', 'Simon Baker', '']",91696,$76.23M
Eight Legged Freaks,2002),PG-13,99," Action, Adventure, Comedy            ",5.4,0,Ellory Elkayem,"['David Arquette, ', 'Kari Wuhrer, ', 'Scott Terra, ', 'Scarlett Johansson', '']",52853,$17.32M
Bride of Chucky,1998),R,89," Comedy, Horror            ",5.4,0,Ronny Yu,"['Jennifer Tilly, ', 'Brad Dourif, ', 'Katherine Heigl, ', 'Nick Stabile', '']",52658,$32.38M
The Silence,II) (2019,PG-13,90," Drama, Horror, Sci-Fi            ",5.3,0,John R. Leonetti,"['Stanley Tucci, ', 'Kiernan Shipka, ', 'Miranda Otto, ', 'Kate Trotter', '']",38427,0
The Nun,2018),R,96," Horror, Mystery, Thriller            ",5.3,0,Corin Hardy,"['Demián Bichir, ', 'Taissa Farmiga, ', 'Jonas Bloquet, ', 'Bonnie Aarons', '']",119992,$117.45M
The Curse of la Llorona,2019),R,93," Horror, Mystery, Thriller            ",5.3,0,Michael Chaves,"['Linda Cardellini, ', 'Raymond Cruz, ', 'Patricia Velasquez, ', 'Marisol Ramirez', '']",39005,$54.73M
The New Mutants,2020),PG-13,94," Action, Horror, Sci-Fi            ",5.3,0,Josh Boone,"['Maisie Williams, ', 'Anya Taylor-Joy, ', 'Charlie Heaton, ', 'Alice Braga', '']",46635,0
The Bad Batch,2016),R,118," Action, Horror, Mystery            ",5.3,62        ,Ana Lily Amirpour,"['Suki Waterhouse, ', 'Jason Momoa, ', 'Jayda Fink, ', 'Keanu Reeves', '']",26979,$0.18M
Tusk,I) (2014),R,102," Comedy, Drama, Horror            ",5.3,0,Kevin Smith,"['Justin Long, ', 'Michael Parks, ', 'Haley Joel Osment, ', 'Genesis Rodriguez', '']",47126,$1.82M
Sinister 2,2015),R,97," Horror, Mystery, Thriller            ",5.3,0,Ciarán Foy,"['James Ransone, ', 'Shannyn Sossamon, ', 'Robert Daniel Sloan, ', 'Dartanian Sloan', '']",49002,$27.74M
The Green Inferno,2013),R,100," Adventure, Horror            ",5.3,0,Eli Roth,"['Lorenza Izzo, ', 'Ariel Levy, ', 'Aaron Burns, ', 'Kirby Bliss Blanton', '']",39354,$7.19M
The Resident,2011),R,91," Drama, Horror, Mystery            ",5.3,0,Antti Jokinen,"['Hilary Swank, ', 'Jeffrey Dean Morgan, ', 'Lee Pace, ', 'Christopher Lee', '']",26540,0
Legion,2010),R,100," Action, Fantasy, Horror            ",5.3,0,Scott Stewart,"['Paul Bettany, ', 'Dennis Quaid, ', 'Charles S. Dutton, ', 'Lucas Black', '']",100095,$40.17M
The Witches,2020),PG,106," Adventure, Comedy, Family            ",5.3,0,Robert Zemeckis,"['Anne Hathaway, ', 'Octavia Spencer, ', 'Stanley Tucci, ', 'Chris Rock', '']",25147,0
Shutter,I) (2008),PG-13,85," Horror, Mystery, Thriller            ",5.3,0,Masayuki Ochiai,"['Joshua Jackson, ', 'Rachael Taylor, ', 'James Kyson, ', 'Megumi Okina', '']",32555,$25.93M
The Covenant,2006),PG-13,97," Action, Adventure, Fantasy            ",5.3,0,Renny Harlin,"['Steven Strait, ', 'Sebastian Stan, ', 'Toby Hemingway, ', 'Taylor Kitsch', '']",47032,$23.29M
The Stepford Wives,2004),PG-13,93," Comedy, Horror, Sci-Fi            ",5.3,0,Frank Oz,"['Nicole Kidman, ', 'Bette Midler, ', 'Matthew Broderick, ', 'Glenn Close', '']",61387,$59.48M
Queen of the Damned,2002),R,101," Drama, Fantasy, Horror            ",5.3,0,Michael Rymer,"['Aaliyah, ', 'Stuart Townsend, ', 'Marguerite Moreau, ', 'Vincent Perez', '']",52533,$30.34M
Spawn,1997),PG-13,96," Action, Drama, Horror            ",5.3,0,Mark A.Z. Dippé,"['Michael Jai White, ', 'John Leguizamo, ', 'Martin Sheen, ', 'Theresa Randle', '']",64306,$54.97M
Friday the 13th Part VII: The New Blood,1988),R,88," Horror, Thriller            ",5.3,0,John Carl Buechler,"['Terry Kiser, ', 'Jennifer Banko, ', 'John Otrin, ', 'Susan Blu', '']",33077,$19.17M
Truth or Dare,I) (2018),PG-13,100," Horror, Thriller            ",5.2,0,Jeff Wadlow,"['Lucy Hale, ', 'Tyler Posey, ', 'Violett Beane, ', 'Hayden Szeto', '']",48718,$41.41M
The First Purge,2018),R,97," Action, Horror, Sci-Fi            ",5.2,0,Gerard McMurray,"[""Y'lan Noel, "", 'Lex Scott Davis, ', 'Joivan Wade, ', 'Steve Harris', '']",55726,$69.49M
The Lazarus Effect,2015),PG-13,83," Horror, Mystery, Sci-Fi            ",5.2,0,David Gelb,"['Olivia Wilde, ', 'Mark Duplass, ', 'Evan Peters, ', 'Sarah Bolger', '']",41238,$25.80M
Hellboy,2019),R,120," Action, Adventure, Fantasy            ",5.2,0,Neil Marshall,"['David Harbour, ', 'Milla Jovovich, ', 'Ian McShane, ', 'Sasha Lane', '']",79331,$21.90M
Flatliners,2017),PG-13,109," Drama, Horror, Mystery            ",5.2,0,Niels Arden Oplev,"['Elliot Page, ', 'Diego Luna, ', 'Nina Dobrev, ', 'James Norton', '']",43067,$16.87M
Apollo 18,2011),PG-13,86," Horror, Mystery, Sci-Fi            ",5.2,0,Gonzalo López-Gallego,"['Warren Christie, ', 'Lloyd Owen, ', 'Ryan Robbins, ', 'Michael Kopsa', '']",54053,$17.69M
The Strangers: Prey at Night,2018),R,85, Horror            ,5.2,0,Johannes Roberts,"['Christina Hendricks, ', 'Martin Henderson, ', 'Bailee Madison, ', 'Lewis Pullman', '']",27353,$24.43M
A Nightmare on Elm Street,2010),R,95," Crime, Drama, Horror            ",5.2,0,Samuel Bayer,"['Jackie Earle Haley, ', 'Rooney Mara, ', 'Kyle Gallner, ', 'Katie Cassidy', '']",93437,$63.08M
The Final Destination,2009),R,82," Action, Fantasy, Horror            ",5.2,0,David R. Ellis,"['Nick Zano, ', 'Krista Allen, ', 'Andrew Fiscella, ', 'Bobby Campo', '']",97670,$66.48M
Jennifer's Body,2009),R,102," Comedy, Horror            ",5.2,0,Karyn Kusama,"['Megan Fox, ', 'Amanda Seyfried, ', 'Adam Brody, ', 'Johnny Simmons', '']",117091,$16.20M
The Mummy: Tomb of the Dragon Emperor,2008),PG-13,112," Action, Adventure, Fantasy            ",5.2,0,Rob Cohen,"['Brendan Fraser, ', 'Jet Li, ', 'Maria Bello, ', 'Michelle Yeoh', '']",151636,$102.49M
Doom,2005),R,105," Action, Horror, Sci-Fi            ",5.2,0,Andrzej Bartkowiak,"['Karl Urban, ', 'Rosamund Pike, ', 'Dwayne Johnson, ', 'Deobia Oparei', '']",108147,$28.21M
Exorcist: The Beginning,2004),R,114," Horror, Mystery, Thriller            ",5.2,0,Renny Harlin,"['Stellan Skarsgård, ', 'Izabella Scorupco, ', ""James D'Arcy, "", 'Remy Sweeney', '']",33605,$41.82M
A Nightmare on Elm Street 5: The Dream Child,1989),R,89," Fantasy, Horror            ",5.2,0,Stephen Hopkins,"['Robert Englund, ', 'Lisa Wilcox, ', 'Kelly Jo Minter, ', 'Danny Hassel', '']",41337,$22.17M
The Lords of Salem,2012),R,101," Horror, Thriller            ",5.1,0,Rob Zombie,"['Sheri Moon Zombie, ', 'Meg Foster, ', 'Bruce Davison, ', 'Jeff Daniel Phillips', '']",28018,$1.16M
Sorority Row,2009),R,101," Horror, Mystery            ",5.1,0,Stewart Hendler,"['Briana Evigan, ', 'Rumer Willis, ', 'Carrie Fisher, ', 'Teri Andrez', '']",28807,$11.96M
The Hills Have Eyes 2,2007),R,89," Action, Adventure, Horror            ",5.1,0,Martin Weisz,"['Daniella Alonso, ', 'Jacob Vargas, ', 'Michael Bailey Smith, ', 'Cécile Breccia', '']",61008,$20.80M
When a Stranger Calls,2006),PG-13,87," Horror, Thriller            ",5.1,0,Simon West,"['Camilla Belle, ', 'Tommy Flanagan, ', 'Katie Cassidy, ', 'Tessa Thompson', '']",43408,$47.86M
Stay Alive,2006),PG-13,85," Fantasy, Horror, Mystery            ",5.1,0,William Brent Bell,"['Jon Foster, ', 'Samaire Armstrong, ', 'Frankie Muniz, ', 'Jimmi Simpson', '']",30546,$23.09M
See No Evil,2006),R,84," Action, Horror, Thriller            ",5.1,0,Gregory Dark,"['Glenn Jacobs, ', 'Christina Vidal, ', 'Michael J. Pagan, ', 'Samantha Noble', '']",26017,$15.03M
The Grudge 2,2006),PG-13,102," Horror, Thriller            ",5.1,0,Takashi Shimizu,"['Amber Tamblyn, ', 'Edison Chen, ', 'Arielle Kebbel, ', 'Sarah Michelle Gellar', '']",47393,$39.14M
The Cave,2005),PG-13,97," Action, Adventure, Horror            ",5.1,0,Bruce Hunt,"['Piper Perabo, ', 'Morris Chestnut, ', 'Cole Hauser, ', 'Eddie Cibrian', '']",35687,$15.01M
Scooby-Doo 2: Monsters Unleashed,2004),PG,93," Adventure, Comedy, Family            ",5.1,0,Raja Gosnell,"['Freddie Prinze Jr., ', 'Sarah Michelle Gellar, ', 'Matthew Lillard, ', 'Linda Cardellini', '']",50616,$84.22M
Child's Play 3,1991),R,90," Horror, Thriller            ",5.1,0,Jack Bender,"['Justin Whalin, ', 'Perrey Reeves, ', 'Jeremy Sylvers, ', 'Travis Fine', '']",36324,$14.96M
Halloween 5: The Revenge of Michael Myers,1989),R,96," Horror, Thriller            ",5.1,0,Dominique Othenin-Girard,"['Donald Pleasence, ', 'Danielle Harris, ', 'Ellie Cornell, ', 'Beau Starr', '']",35200,$11.64M
Paranormal Activity: The Marked Ones,2014),R,84," Horror, Mystery            ",5.0,0,Christopher Landon,"['Andrew Jacobs, ', 'Jorge Diaz, ', 'Gabrielle Walsh, ', 'Gloria Sandoval', '']",40087,$32.46M
Chernobyl Diaries,2012),R,86," Horror, Mystery, Thriller            ",5.0,0,Bradley Parker,"['Jesse McCartney, ', 'Jonathan Sadowski, ', 'Olivia Taylor Dudley, ', 'Nathan Phillips', '']",64063,$18.12M
[REC] 3: Genesis,2012),R,80," Action, Adventure, Fantasy            ",5.0,0,Paco Plaza,"['Leticia Dolera, ', 'Diego Martín, ', 'Ismael Martínez, ', 'Àlex Monner', '']",33362,$0.01M
Blair Witch,2016),R,89," Horror, Mystery, Thriller            ",5.0,0,Adam Wingard,"['James Allen McCune, ', 'Callie Hernandez, ', 'Corbin Reid, ', 'Brandon Scott', '']",41762,$20.78M
A Serbian Film,2010),NC-17,104," Horror, Mystery, Thriller            ",5.0,0,Srdjan Spasojevic,"[""Srdjan 'Zika' Todorovic, "", 'Sergej Trifunovic, ', 'Jelena Gavrilovic, ', 'Slobodan Bestic', '']",58125,0
Silent Hill: Revelation,2012),R,95," Action, Adventure, Fantasy            ",5.0,0,M.J. Bassett,"['Adelaide Clemens, ', 'Kit Harington, ', 'Sean Bean, ', 'Carrie-Anne Moss', '']",60578,$17.53M
The Haunted Mansion,2003),PG,88," Comedy, Family, Fantasy            ",5.0,0,Rob Minkoff,"['Eddie Murphy, ', 'Marsha Thomason, ', 'Jennifer Tilly, ', 'Terence Stamp', '']",43342,$75.85M
Darkness Falls,2003),PG-13,86," Fantasy, Horror, Mystery            ",5.0,0,Jonathan Liebesman,"['Chaney Kley, ', 'Emma Caulfield Ford, ', 'Antony Burrows, ', 'Lee Cormie', '']",30284,$32.55M
Cursed,2005),PG-13,97," Comedy, Horror            ",5.0,0,Wes Craven,"['Christina Ricci, ', 'Jesse Eisenberg, ', 'Portia de Rossi, ', 'Mya', '']",30657,$19.30M
The Haunting,1999),PG-13,113," Fantasy, Horror, Mystery            ",5.0,0,Jan de Bont,"['Liam Neeson, ', 'Catherine Zeta-Jones, ', 'Owen Wilson, ', 'Lili Taylor', '']",72009,$91.41M
Virus,1999),R,99," Action, Horror, Sci-Fi            ",5.0,0,John Bruno,"['Jamie Lee Curtis, ', 'Donald Sutherland, ', 'William Baldwin, ', 'Joanna Pacula', '']",26659,$14.01M
Halloween III: Season of the Witch,1982),R,98," Horror, Mystery, Sci-Fi            ",5.0,0,Tommy Lee Wallace,"['Tom Atkins, ', 'Stacey Nelkin, ', ""Dan O'Herlihy, "", 'Michael Currie', '']",44227,$14.40M
Vanishing on 7th Street,2010),R,92," Horror, Mystery, Thriller            ",4.9,0,Brad Anderson,"['Hayden Christensen, ', 'Thandie Newton, ', 'John Leguizamo, ', 'Jacob Latimore', '']",25070,$0.02M
The Darkest Hour,2011),PG-13,89," Action, Adventure, Horror            ",4.9,0,Chris Gorak,"['Emile Hirsch, ', 'Olivia Thirlby, ', 'Max Minghella, ', 'Rachael Taylor', '']",58033,$21.43M
Poltergeist,2015),PG-13,93," Horror, Thriller            ",4.9,0,Gil Kenan,"['Sam Rockwell, ', 'Rosemarie DeWitt, ', 'Kennedi Clements, ', 'Saxon Sharbino', '']",55159,$47.43M
Fantasy Island,2020),PG-13,109," Action, Adventure, Fantasy            ",4.9,0,Jeff Wadlow,"['Michael Peña, ', 'Maggie Q, ', 'Lucy Hale, ', 'Austin Stowell', '']",38039,0
Valentine,2001),R,96," Horror, Mystery, Thriller            ",4.9,0,Jamie Blanks,"['Denise Richards, ', 'David Boreanaz, ', 'Marley Shelton, ', 'Jessica Capshaw', '']",25765,$20.38M
Ghosts of Mars,2001),R,98," Action, Horror, Sci-Fi            ",4.9,0,John Carpenter,"['Natasha Henstridge, ', 'Ice Cube, ', 'Pam Grier, ', 'Jason Statham', '']",51333,$8.43M
Dracula 2000,2000),R,99," Action, Fantasy, Horror            ",4.9,0,Patrick Lussier,"['Gerard Butler, ', 'Justine Waddell, ', 'Jonny Lee Miller, ', 'Christopher Plummer', '']",32227,$33.02M
Freddy's Dead: The Final Nightmare,1991),R,89," Fantasy, Horror            ",4.9,0,Rachel Talalay,"['Robert Englund, ', 'Lisa Zane, ', 'Shon Greenblatt, ', 'Lezlie Deane', '']",41973,$34.87M
Meet the Blacks,2016),R,94," Comedy, Horror            ",4.8,0,Deon Taylor,"['Mike Epps, ', 'Zulay Henao, ', 'Alex Henderson, ', 'Bresha Webb', '']",35604,$9.09M
The Forest,I) (2016),PG-13,93," Horror, Mystery, Thriller            ",4.8,0,Jason Zada,"['Natalie Dormer, ', 'Eoin Macken, ', 'Stephanie Vogt, ', 'Osamu Tanpopo', '']",40256,$26.58M
The Woman in Black 2: Angel of Death,2014),PG-13,98," Drama, Horror, Thriller            ",4.8,0,Tom Harper,"['Helen McCrory, ', 'Jeremy Irvine, ', 'Phoebe Fox, ', 'Leanne Best', '']",26738,$26.50M
Texas Chainsaw,2013),R,92," Horror, Thriller            ",4.8,0,John Luessenhop,"['Alexandra Daddario, ', 'Tania Raymonde, ', 'Scott Eastwood, ', 'Trey Songz', '']",46020,$34.34M
Halloween II,2009),R,105, Horror            ,4.8,0,Rob Zombie,"['Scout Taylor-Compton, ', 'Tyler Mane, ', 'Malcolm McDowell, ', 'Sheri Moon Zombie', '']",48904,$33.39M
The Unborn,2009),PG-13,88," Drama, Horror, Mystery            ",4.8,0,David S. Goyer,"['Odette Annable, ', 'Gary Oldman, ', 'Cam Gigandet, ', 'Meagan Good', '']",49580,$42.67M
Pulse,I) (2006),PG-13,90," Horror, Sci-Fi, Thriller            ",4.8,0,Jim Sonzero,"['Kristen Bell, ', 'Rick Gonzalez, ', 'Christina Milian, ', 'Ian Somerhalder', '']",28087,$20.26M
Seed of Chucky,2004),R,87," Comedy, Fantasy, Horror            ",4.8,0,Don Mancini,"['Jennifer Tilly, ', 'Brad Dourif, ', 'John Waters, ', 'Billy Boyd', '']",39135,$17.08M
Anaconda,1997),PG-13,89," Action, Adventure, Horror            ",4.8,0,Luis Llosa,"['Jon Voight, ', 'Jennifer Lopez, ', 'Eric Stoltz, ', 'Ice Cube', '']",97398,$65.89M
Halloween: The Curse of Michael Myers,1995),R,87," Horror, Thriller            ",4.8,0,Joe Chappelle,"['Donald Pleasence, ', 'Paul Rudd, ', 'Marianne Hagan, ', 'Mitchell Ryan', '']",31609,$15.12M
Friday the 13th: A New Beginning,1985),R,92," Horror, Mystery, Thriller            ",4.8,0,Danny Steinmann,"['Melanie Kinnaman, ', 'John Shepherd, ', 'Anthony Barrile, ', 'Suzanne Bateman', '']",34319,$21.93M
Aliens vs. Predator: Requiem,2007),R,94," Action, Adventure, Fantasy            ",4.7,0,"Colin Strause, ","['    Stars:', 'Reiko Aylesworth, ', 'Steven Pasquale, ', 'Shareeka Epps, ', 'John Ortiz']",116806,$41.80M
Anacondas: The Hunt for the Blood Orchid,2004),PG-13,97," Action, Adventure, Horror            ",4.7,0,Dwight H. Little,"['Morris Chestnut, ', 'KaDee Strickland, ', 'Eugene Byrd, ', 'Johnny Messner', '']",29340,$32.24M
I Still Know What You Did Last Summer,1998),R,100," Horror, Mystery            ",4.7,0,Danny Cannon,"['Jennifer Love Hewitt, ', 'Freddie Prinze Jr., ', 'Brandy Norwood, ', 'Mekhi Phifer', '']",69120,$40.00M
Paranormal Activity: The Ghost Dimension,2015),R,88," Horror, Mystery            ",4.6,0,Gregory Plotkin,"['Chris J. Murray, ', 'Brit Shaw, ', 'Ivy George, ', 'Dan Gill', '']",25264,$18.30M
Paranormal Activity 4,2012),R,88," Horror, Mystery            ",4.6,0,"Henry Joost, ","['    Stars:', 'Stephen Dunham, ', 'Katie Featherston, ', 'Matt Shively, ', 'Brendon Eggertsen']",62558,$53.92M
Black Christmas,2006),R,95, Horror            ,4.6,0,Glen Morgan,"['Michelle Trachtenberg, ', 'Mary Elizabeth Winstead, ', 'Lacey Chabert, ', 'Katie Cassidy', '']",25150,$16.24M
Psycho,1998),R,105," Horror, Mystery, Thriller            ",4.6,0,Gus Van Sant,"['Vince Vaughn, ', 'Anne Heche, ', 'Julianne Moore, ', 'Viggo Mortensen', '']",46013,$21.46M
The Island of Dr. Moreau,1996),PG-13,96," Horror, Sci-Fi, Thriller            ",4.6,0,"John Frankenheimer, ","['    Stars:', 'David Thewlis, ', 'Marlon Brando, ', 'Val Kilmer, ', 'Fairuza Balk']",31239,$27.66M
Friday the 13th Part VIII: Jason Takes Manhattan,1989),R,100," Adventure, Horror, Thriller            ",4.6,0,Rob Hedden,"['Jensen Daggett, ', 'Kane Hodder, ', 'Todd Caldecott, ', 'Tiffany Paulsen', '']",34091,$14.34M
Death Note,I) (2017),TV-MA,101," Action, Crime, Drama            ",4.5,0,Adam Wingard,"['Nat Wolff, ', 'LaKeith Stanfield, ', 'Margaret Qualley, ', 'Shea Whigham', '']",76969,0
Ouija,II) (2014,PG-13,89," Horror, Mystery, Thriller            ",4.5,0,Stiles White,"['Olivia Cooke, ', 'Ana Coto, ', 'Daren Kagasoff, ', 'Bianca A. Santos', '']",48829,$50.86M
Rings,2017),PG-13,102," Drama, Horror, Mystery            ",4.5,0,F. Javier Gutiérrez,"['Matilda Anna Ingrid Lutz, ', 'Alex Roe, ', 'Johnny Galecki, ', ""Vincent D'Onofrio"", '']",38003,$27.78M
Species II,1998),R,93," Action, Horror, Sci-Fi            ",4.5,0,Peter Medak,"['Natasha Henstridge, ', 'Michael Madsen, ', 'Marg Helgenberger, ', 'Mykelti Williamson', '']",27591,$19.17M
The Human Centipede (First Sequence),2009),R,92, Horror            ,4.4,0,Tom Six,"['Dieter Laser, ', 'Ashley C. Williams, ', 'Ashlynn Yennie, ', 'Akihiro Kitamura', '']",73657,$0.18M
Cell,I) (2016),R,98," Action, Adventure, Horror            ",4.4,0,Tod Williams,"['John Cusack, ', 'Samuel L. Jackson, ', 'Isabelle Fuhrman, ', 'Clark Sarullo', '']",25744,0
Jason X,2001),R,92," Action, Horror, Sci-Fi            ",4.4,0,James Isaac,"['Kane Hodder, ', 'Lexa Doig, ', 'Jeff Geddis, ', 'David Cronenberg', '']",51129,$13.12M
The Devil Inside,2012),R,83, Horror            ,4.2,0,William Brent Bell,"['Fernanda Andrade, ', 'Simon Quarterman, ', 'Evan Helmuth, ', 'Ionut Grama', '']",34885,$53.26M
Boogeyman,2005),PG-13,89," Drama, Horror, Mystery            ",4.2,0,Stephen Kay,"['Barry Watson, ', 'Emily Deschanel, ', 'Lucy Lawless, ', 'Skye McCole Bartusiak', '']",29836,$46.75M
Jason Goes to Hell: The Final Friday,1993),R,87," Fantasy, Horror, Thriller            ",4.2,0,Adam Marcus,"['John D. LeMay, ', 'Kari Keegan, ', 'Kane Hodder, ', 'Steven Williams', '']",28835,$15.94M
One Missed Call,2008),PG-13,87," Horror, Mystery            ",4.0,0,Eric Valette,"['Edward Burns, ', 'Shannyn Sossamon, ', 'Ana Claudia Talancón, ', 'Ray Wise', '']",30979,$26.88M
Book of Shadows: Blair Witch 2,2000),R,90," Adventure, Fantasy, Horror            ",4.0,0,Joe Berlinger,"['Jeffrey Donovan, ', 'Stephen Barker Turner, ', 'Erica Leerhsen, ', 'Kurt Loder', '']",35978,$26.44M
Halloween: Resurrection,2002),R,94," Horror, Thriller            ",4.0,0,Rick Rosenthal,"['Jamie Lee Curtis, ', 'Busta Rhymes, ', 'Brad Loree, ', 'Bianca Kajlich', '']",38079,$30.35M
Plan 9 from Outer Space,1957),Not Rated,79," Horror, Sci-Fi            ",4.0,0,Edward D. Wood Jr.,"['Gregory Walcott, ', 'Tom Keene, ', 'Mona McKinnon, ', 'Duke Moore', '']",36228,0
Prom Night,I) (2008),PG-13,88," Horror, Mystery            ",3.9,0,Nelson McCormick,"['Brittany Snow, ', 'Scott Porter, ', 'Jessica Stroup, ', 'Dana Davis', '']",34216,$43.87M
The Human Centipede II (Full Sequence),2011),Not Rated,91, Horror            ,3.8,0,Tom Six,"['Laurence R. Harvey, ', 'Ashlynn Yennie, ', 'Maddi Black, ', 'Kandace Caine', '']",36035,$0.12M
Piranha 3DD,2012),R,83," Comedy, Horror            ",3.7,0,John Gulager,"['Danielle Panabaker, ', 'Ving Rhames, ', 'David Hasselhoff, ', 'Matt Bush', '']",40148,$0.38M
The Wicker Man,2006),PG-13,102," Horror, Mystery, Thriller            ",3.7,0,Neil LaBute,"['Nicolas Cage, ', 'Ellen Burstyn, ', 'Leelee Sobieski, ', 'Kate Beahan', '']",64498,$23.64M
The Fog,2005),PG-13,100," Horror, Mystery            ",3.7,0,Rupert Wainwright,"['Tom Welling, ', 'Maggie Grace, ', 'Selma Blair, ', 'DeRay Davis', '']",35169,$29.51M
Jaws 3-D,1983),PG,99," Adventure, Horror, Thriller            ",3.7,0,Joe Alves,"['Dennis Quaid, ', 'Bess Armstrong, ', 'Simon MacCorkindale, ', 'Louis Gossett Jr.', '']",40080,$45.52M
Vampires Suck,2010),PG-13,82," Comedy, Family, Horror            ",3.4,0,"Jason Friedberg, ","['    Stars:', 'Jenn Proske, ', 'Matt Lanter, ', 'Diedrich Bader, ', 'Chris Riggi']",46724,$36.66M
The Open House,2018),TV-MA,94," Horror, Thriller            ",3.2,0,"Matt Angel, ","['    Stars:', 'Dylan Minnette, ', 'Piercey Dalton, ', 'Patricia Bethune, ', 'Sharif Atkins']",31472,0
Slender Man,2018),PG-13,93," Horror, Mystery, Thriller            ",3.2,0,Sylvain White,"['Joey King, ', 'Julia Goldani Telles, ', 'Jaz Sinclair, ', 'Annalise Basso', '']",29186,$30.57M
Troll 2,1990),PG-13,95," Comedy, Fantasy, Horror            ",3.0,0,Claudio Fragasso,"['Michael Paul Stephenson, ', 'George Hardy, ', 'Margo Prey, ', 'Connie Young', '']",30918,0
Jaws: The Revenge,1987),PG-13,89," Adventure, Horror, Thriller            ",3.0,0,Joseph Sargent,"['Lorraine Gary, ', 'Lance Guest, ', 'Mario Van Peebles, ', 'Karen Young', '']",41432,$20.76M
BloodRayne,2005),R,95," Action, Fantasy, Horror            ",2.9,0,Uwe Boll,"['Kristanna Loken, ', 'Ben Kingsley, ', 'Michelle Rodriguez, ', 'Michael Madsen', '']",34230,$2.41M
Alone in the Dark,2005),R,96," Action, Horror, Sci-Fi            ",2.4,0,Uwe Boll,"['Christian Slater, ', 'Tara Reid, ', 'Stephen Dorff, ', 'Frank C. Turner', '']",41772,$5.18M
Laxmii,2020),TV-MA,141," Action, Comedy, Horror            ",2.3,0,"Lawrence Raghavendra, ","['    Stars:', 'Akshay Kumar, ', 'Kiara Advani, ', 'Sharad Kelkar, ', 'Ashwini Kalsekar']",46794,0
House of the Dead,2003),R,90," Action, Adventure, Horror            ",2.0,0,Uwe Boll,"['Jonathan Cherry, ', 'Tyron Leitso, ', 'Clint Howard, ', 'Ona Grauer', '']",35943,$10.25M
Manos: The Hands of Fate,1966),Not Rated,70, Horror            ,1.9,0,Harold P. Warren,"['Tom Neyman, ', 'John Reynolds, ', 'Diane Adelson, ', 'Harold P. Warren', '']",34828,0
